,AAL,ALK,ALLE,AME,ARNC,AYI,BA,CAT,CHRW,CMI,COL,CSX,CTAS,DAL,DE,DNB,DOV,EFX,EMR,ETN,EXPD,FAST,FBHS,FDX,FLR,FLS,FTV,GD,GE,GWW,HON,IR,ITW,JBHT,JCI,JEC,KSU,LLL,LMT,LUV,MAS,MMM,NLSN,NOC,NSC,PCAR,PH,PNR,PWR,R,RHI,ROK,ROP,RSG,RTN,SRCL,TDG,TXT,UAL,UNP,UPS,URI,UTX,VRSK,WM,XYL
116,34.169998,69.68,65.370003,47.389999,23.118423,240.490005,131.589996,76.18,70.519997,118.540001,88.839996,26.48,89.550003,42.369999,83.220001,110.160004,64.489998,119.089996,54.299999,62.400002,47.290001,46.25,55.099998,165.610001,54.82,47.900002,,141.990005,30.4,231.820007,113.047455,65.57,104.150002,82.980003,39.371727,45.0,93.330002,133.419998,233.850006,42.799999,30.559999,166.369995,51.240002,208.600006,87.980003,57.400002,112.739998,57.630001,23.24,67.550003,38.799999,112.019997,174.639999,46.849998,125.720001,94.290001,225.300003,38.470001,46.709999,85.93,103.639999,63.16,101.389999,76.41999799999998,59.84,41.759998
117,33.279999,69.089996,65.489998,46.970001,23.208378,243.089996,131.729996,74.150002,71.709999,114.900002,89.32,26.200001,90.18,41.59,82.230003,110.790001,64.0,119.349998,53.130001,61.130001,47.599998,45.830002,55.279999,165.419998,54.619999,46.630001,,141.660004,30.139999,230.059998,112.67942,65.18,103.959999,82.620003,39.099476,45.0,93.190002,134.339996,236.100006,41.759998,30.790001,167.46000700000005,51.380001,210.669998,89.150002,55.98,111.879997,57.32,23.0,67.959999,38.790001,111.699997,174.529999,47.48,127.169998,97.709999,227.369995,38.240002,45.599998,86.129997,103.300003,62.490002,101.120003,77.41999799999998,60.68,41.599998
118,32.669998,68.68,65.370003,46.57,22.466249,243.639999,132.110001,72.160004,70.949997,113.190002,89.870003,25.92,89.800003,41.610001,80.739998,109.290001,63.09,119.080002,52.950001,60.830002,47.43,46.41,55.27,160.449997,51.0,45.759998,,141.990005,29.68,230.669998,112.977829,64.660004,103.099998,81.980003,38.659687,46.549999,91.739998,135.339996,238.0,41.470001,31.030001,167.839996,50.93,211.729996,87.959999,55.18,111.120003,56.73,23.139999,67.25,38.349998,111.440002,174.21000700000005,47.400002,127.32,94.620003,226.00999500000003,38.07,44.799999,84.559998,102.379997,59.029999,100.260002,76.889999,60.290001,41.43
119,33.029999,68.970001,65.980003,46.740002,22.173897,245.0,132.800003,72.33000200000002,72.5,114.07,90.389999,26.18,91.290001,42.110001,81.040001,111.129997,63.490002,119.639999,53.349998,61.110001,48.439999,46.450001,56.09,161.399994,51.5,45.810001,,143.279999,30.049999,232.419998,113.067352,65.290001,103.970001,82.93,39.214661,49.049999,92.910004,136.589996,240.25999500000003,41.790001,31.68,168.589996,51.279999,214.300003,89.16999799999998,57.48,112.190002,57.959999,23.559999,68.41999799999999,38.82,111.760002,175.869995,47.970001,129.300003,95.419998,221.5,38.110001,45.880001,85.660004,102.279999,61.150002,100.330002,78.010002,60.700001,41.830002
120,33.240002000000004,69.309998,66.58000200000001,46.459999,21.499235,248.940002,133.179993,70.779999,73.690002,112.940002,90.879997,25.889999,91.75,42.490002,80.910004,112.779999,64.239998,121.93,52.77,60.779999,48.610001,46.490002,57.0,162.419998,51.639999,45.529999,,143.740005,29.99,230.990005,113.335922,65.660004,104.290001,84.0,39.602093,49.560001,92.080002,136.589996,241.309998,42.279999,31.91,169.229996,51.849998,215.080002,88.720001,56.66,111.440002,57.860001,23.389999,68.980003,39.119999,111.589996,175.070007,48.360001,130.880005,96.260002,236.5,38.330002,46.07,85.279999,102.690002,61.330002,100.300003,78.129997,61.220001,41.709999
121,33.68,68.699997,66.940002,46.950001,21.791605,251.979996,133.809998,72.849998,72.839996,114.790001,91.769997,26.370001,91.690002,42.689999,83.650002,119.57,65.809998,124.540001,53.290001,62.049999,48.490002,46.560001,56.900002,163.0,51.810001,46.369999,,145.740005,30.5,232.100006,114.390503,66.199997,105.279999,85.029999,40.18848,50.400002,93.339996,137.059998,243.970001,42.700001,32.16,170.199997,52.389999,217.449997,90.07,57.509998,113.160004,58.419998,23.66,70.400002,39.380001,113.739998,177.279999,48.709999,131.820007,95.849998,249.490005,38.360001,46.73,86.099998,103.830002,62.66,102.550003,78.629997,61.299999,42.560001
122,33.009998,68.029999,66.290001,47.009998,21.701649,253.770004,133.490005,72.91999799999998,72.519997,115.349998,90.389999,25.969999,91.730003,42.439999,84.260002,119.459999,66.209999,122.809998,53.209999,62.27,48.060001,46.459999,55.919998,162.399994,51.91,46.849998,,144.740005,29.84,231.210007,113.932938,66.279999,104.519997,83.82,40.293194,50.299999,92.260002,136.110001,242.02999900000003,42.25,31.690001,169.860001,52.169998,214.550003,89.220001,57.189999,113.400002,59.299999,23.790001,70.41999799999998,39.290001,113.589996,176.229996,48.619999,130.889999,95.169998,248.800003,38.299999,46.029999,84.849998,102.120003,62.150002,101.779999,77.800003,61.299999,43.0
123,31.09,65.720001,66.010002,46.790001,21.02697,250.880005,133.740005,71.629997,72.559998,114.589996,89.260002,25.469999,91.660004,40.75,83.800003,117.849998,65.949997,122.660004,52.73,61.919998,47.810001,45.639999,55.779999,158.580002,51.220001,45.889999,,144.869995,29.969999,227.570007,113.514969,65.720001,104.410004,82.32,40.41885,49.810001,90.080002,135.050003,242.380005,41.43,31.290001,170.050003,52.23,217.0,87.809998,56.720001,112.360001,59.139999,23.309999,67.949997,38.599998,113.800003,176.800003,48.790001,131.149994,93.019997,246.050003,37.830002,43.700001,83.529999,101.669998,60.639999,101.239998,77.599998,61.66,43.23
124,31.809999,66.610001,66.08000200000001,46.240002,20.914528,247.350006,131.630005,70.389999,72.440002,112.0,88.58000200000002,25.129999,91.629997,42.549999,82.709999,119.559998,65.260002,122.440002,52.0,61.060001,47.470001,45.619999,55.540001,157.559998,50.400002,45.779999,,144.059998,29.549999,226.720001,113.017616,65.870003,103.260002,81.18,40.26178,49.43,88.059998,134.399994,241.210007,41.610001,31.200001,168.5,52.080002,213.979996,86.0,56.130001,110.339996,57.799999,22.959999,65.480003,38.900002,113.379997,176.669998,48.400002,130.78999299999998,94.110001,248.50999500000003,37.459999,44.32,82.089996,100.82,60.310001,100.050003,77.120003,61.25,43.25
125,32.25,66.389999,66.43,46.830002,20.847061,251.77999900000003,133.619995,70.699997,72.059998,114.0,89.970001,25.120001,91.720001,42.790001,83.660004,119.959999,66.360001,123.400002,52.75,61.84,47.330002,45.73,56.470001,158.570007,51.130001,45.709999,,145.429993,29.889999,228.639999,113.495071,66.190002,104.279999,80.959999,41.958115,50.0,88.660004,136.009995,243.0,42.049999,31.450001,169.570007,52.25,215.960007,86.110001,56.700001,112.279999,58.32,23.200001,65.18,39.419998,114.370003,178.5,48.630001,131.330002,95.709999,248.960007,38.0,44.349998,82.019997,101.580002,61.669998,101.660004,77.790001,61.27,43.330002
126,32.610001000000004,65.489998,66.730003,47.040001,20.66715,247.539993,132.449997,70.620003,72.610001,112.449997,90.139999,25.26,91.169998,43.450001,82.849998,119.82,66.290001,122.75,51.919998,61.080002,47.5,45.150002,55.57,158.0,50.32,45.599998,,144.309998,29.700001,225.199997,112.560059,65.449997,103.610001,81.309998,41.801048,49.189999,89.720001,136.029999,240.889999,42.009998,31.18,166.5,51.810001,213.240005,85.650002,56.09,111.330002,57.900002,22.620001,65.720001,39.369999,112.959999,179.979996,47.549999,129.610001,97.120003,248.5,38.169998,44.91,82.16999799999998,100.839996,63.700001,99.449997,76.629997,60.759998,43.290001
127,32.279999,66.059998,66.68,47.150002,20.059956,246.25,130.240005,69.93,72.58000200000002,110.330002,88.589996,25.379999,90.949997,43.27,82.18,118.599998,65.08000200000001,122.5,50.540001,59.639999,47.459999,45.0,56.16,158.46000700000005,49.279999,45.470001,,143.46000700000005,29.33,221.770004,111.416153,64.739998,102.580002,79.440002,41.842934,48.950001,90.129997,137.240005,239.679993,42.75,31.07,165.369995,51.77,212.5,85.519997,54.75,109.879997,58.66,22.290001,64.470001,39.09,111.220001,179.610001,47.470001,129.880005,97.989998,247.550003,37.900002,44.73,81.550003,100.75,64.150002,98.669998,75.959999,60.630001,42.900002
128,32.299999,65.650002,67.690002,47.369999,20.757107,247.979996,129.130005,70.0,73.529999,108.489998,88.910004,25.57,91.910004,43.419998,80.800003,120.129997,64.620003,123.349998,50.450001,59.990002,47.849998,44.709999,56.939999,160.339996,49.75,45.34,,144.479996,29.530001,223.089996,112.122391,64.470001,103.339996,80.519997,42.513088,49.360001,91.139999,137.860001,239.490005,42.34,31.66,165.25,51.950001,212.289993,84.790001,53.52,109.690002,58.75,22.73,67.029999,39.389999,110.959999,181.179993,47.919998,129.690002,98.199997,249.639999,37.77,44.389999,81.959999,101.629997,64.529999,99.150002,76.489998,61.07,43.349998
129,32.029999,65.540001,67.389999,47.529999,20.869549,250.429993,127.400002,69.800003,74.059998,108.099998,89.059998,25.709999,92.0,43.0,77.5,119.540001,64.459999,122.629997,50.57,59.669998,48.43,44.900002,57.68,161.649994,49.93,45.669998,,144.279999,29.52,222.410004,112.490425,64.239998,102.959999,81.360001,43.099476,49.169998,91.110001,138.179993,240.429993,42.189999,31.780001,165.279999,52.150002,212.75,85.360001,53.459999,109.260002,58.400002,22.799999,67.870003,39.560001,110.959999,179.0,47.799999,129.5,96.239998,249.789993,37.869999,44.540001,82.25,101.779999,65.110001,98.949997,77.059998,60.73,43.349998
130,31.889999,65.839996,67.699997,47.77,21.094437,252.300003,127.760002,70.779999,74.41999799999998,108.57,88.510002,25.58,92.540001,43.099998,78.989998,121.230003,64.989998,123.150002,50.84,60.43,49.0,45.049999,57.77,162.970001,50.419998,46.209999,,142.75,29.719999,224.240005,112.500374,65.029999,103.860001,81.5,43.31937,49.0,90.830002,138.529999,240.399994,42.299999,31.59,167.160004,52.540001,212.660004,85.0,53.540001,109.900002,59.68,22.9,67.720001,39.720001,112.089996,173.440002,47.779999,129.809998,96.739998,250.0,37.830002,44.459999,82.059998,101.5,65.519997,99.489998,77.260002,60.959999,43.619999
131,32.389999,66.849998,68.449997,47.990002,21.386791,257.019989,128.0,71.629997,74.940002,110.550003,89.029999,25.52,94.370003,43.68,80.18,123.370003,66.059998,125.540001,51.279999,60.68,49.23,45.759998,58.91,165.0,51.32,47.07,,143.449997,30.0,226.25999500000003,113.982475,65.980003,105.089996,80.900002,44.41885,49.48,91.220001,138.669998,241.300003,42.82,32.48,169.0,53.07,215.75,82.300003,54.59,111.470001,60.540001,22.799999,68.129997,40.75,114.400002,174.529999,48.400002,130.350006,98.480003,254.580002,38.369999,45.119999,81.839996,102.150002,66.099998,100.290001,78.900002,61.049999,44.75
132,32.130001,66.769997,67.949997,47.860001,21.971498,256.540009,128.479996,73.239998,75.099998,113.739998,88.989998,25.59,93.870003,43.470001,80.839996,126.059998,66.730003,124.879997,52.189999,61.540001,48.740002,46.029999,58.830002,164.21000700000005,52.849998,48.689999,,142.949997,30.07,225.589996,114.111786,66.510002,105.300003,81.459999,45.015705,50.18,93.93,137.740005,240.589996,42.57,32.599998,170.009995,52.93,213.949997,83.459999,55.43,113.449997,61.549999,23.52,69.489998,40.650002,116.029999,173.899994,47.77,129.850006,95.879997,256.25,38.509998,45.200001,82.58000200000002,102.550003,68.5,100.440002,79.0,60.689999,44.82
133,31.6,66.290001,67.760002,47.91,21.386791,256.130005,128.96000700000002,72.150002,74.989998,113.419998,88.760002,25.83,93.959999,42.830002,80.199997,125.330002,66.529999,125.129997,52.189999,61.630001,48.720001,46.099998,58.470001,163.639999,52.32,48.419998,,142.800003,30.139999,227.949997,113.86311299999998,66.290001,105.25,81.629997,44.596859,49.91,93.470001,137.800003,240.0,41.82,32.400002,168.910004,53.48,213.770004,83.940002,55.59,113.43,60.82,23.52,69.279999,40.639999,116.769997,172.179993,48.25,130.100006,98.720001,255.070007,38.25,44.560001,82.370003,102.809998,68.150002,100.489998,78.93,61.119999,44.740002
134,31.75,66.639999,68.07,47.91,21.071949,257.320007,129.880005,72.029999,75.410004,113.25,89.16999799999998,26.0,94.940002,43.25,82.099998,126.599998,66.800003,126.089996,52.23,61.700001,48.700001,46.099998,59.0,165.429993,52.509998,48.18,,143.53999299999995,30.120001,225.610001,113.674118,66.540001,105.470001,82.08000200000002,44.753925,50.169998,93.510002,137.949997,239.740005,42.349998,32.75,169.320007,53.529999,214.419998,83.970001,55.540001,114.470001,60.639999,23.690001,69.489998,41.0,116.690002,172.279999,48.400002,130.550003,97.410004,265.410004,38.380001,45.130001,83.110001,103.379997,68.41999799999999,100.769997,79.57,61.34,44.700001
135,31.940001,66.400002,67.480003,47.68,20.68964,258.77999900000003,126.0,71.980003,74.559998,113.989998,87.83000200000002,26.18,94.400002,43.459999,81.959999,126.760002,66.18,125.300003,51.790001,61.220001,48.560001,46.0,58.330002,163.899994,49.16,47.73,,141.869995,30.040001,227.869995,113.286186,66.349998,106.029999,82.459999,44.356022,50.470001,92.32,136.690002,236.229996,42.48,32.41,167.779999,53.299999,211.570007,83.300003,55.529999,113.980003,59.720001,23.82,69.110001,41.360001,115.43,170.160004,48.220001,129.009995,98.07,261.73999,37.779999,45.09,83.629997,103.080002,68.889999,100.089996,79.059998,60.610001,44.32
136,31.67,65.589996,68.029999,47.799999,20.802084,253.880005,126.650002,72.599998,74.230003,113.959999,88.639999,26.059999,94.779999,42.77,82.730003,126.540001,66.809998,125.449997,52.049999,61.529999,48.48,46.139999,58.549999,164.639999,51.93,47.950001,,140.919998,30.01,227.869995,113.445335,66.220001,106.440002,81.739998,45.23560300000001,50.66,91.82,138.850006,238.130005,42.32,32.389999,168.71000700000005,53.490002,213.389999,82.599998,55.59,115.120003,60.130001,23.870001,68.849998,41.59,116.0,170.880005,48.400002,132.800003,98.160004,266.369995,38.130001,44.919998,83.68,102.739998,69.029999,100.25,79.099998,61.0,44.720001
137,31.59,65.900002,67.860001,47.59,21.22937,253.369995,126.419998,73.650002,73.260002,114.93,88.239998,26.42,95.050003,42.220001,84.870003,126.68,66.91999799999999,125.830002,52.18,61.720001,48.18,46.5,58.48,162.360001,52.380001,49.0,,140.009995,30.02,229.0,114.141624,66.269997,107.120003,81.68,45.445026,51.07,91.739998,139.28999299999998,237.580002,41.91,32.130001,168.050003,53.630001,213.00999500000003,82.58000200000002,55.389999,115.980003,60.68,23.59,68.980003,41.700001,117.349998,171.389999,48.529999,132.139999,98.610001,265.01001,38.459999,45.009998,85.550003,102.620003,70.980003,100.75,79.43,61.400002,45.209999
138,30.77,65.0,68.139999,47.610001,21.656656,254.889999,127.599998,75.360001,74.160004,114.139999,87.5,26.690001,94.989998,41.540001,85.75,127.099998,67.230003,125.669998,52.560001,61.740002,49.52,45.639999,58.43,163.179993,52.779999,49.48,,140.529999,30.0,226.610001,114.370407,65.940002,107.300003,82.300003,45.455498,51.619999,92.480003,141.96000700000005,238.520004,41.5,32.040001000000004,168.850006,53.830002,215.229996,83.540001,55.009998,116.370003,60.380001,23.709999,68.489998,40.619999,118.599998,172.479996,48.830002,133.220001,99.029999,265.0,39.959999,44.200001,86.41999799999998,103.0,71.620003,100.739998,79.720001,61.41,45.57
139,31.459999,65.0,67.93,48.360001,22.016476,252.559998,132.410004,76.529999,73.129997,116.5,88.739998,26.709999,95.169998,41.349998,87.279999,128.509995,70.099998,125.82,53.709999,62.849998,49.389999,45.779999,57.59,164.580002,53.150002,51.09,,140.75,30.139999,229.0,114.927437,66.110001,107.669998,82.489998,45.47644,51.880001,91.529999,142.029999,240.199997,41.709999,31.610001,170.25,54.459999,215.520004,83.309998,55.82,116.599998,60.939999,23.92,69.739998,40.880001,119.25,174.190002,49.029999,133.970001,99.519997,265.75,40.25,44.5,86.68,103.25,73.559998,101.779999,79.900002,61.639999,45.700001
140,32.630001,66.309998,67.690002,48.860001,22.443762,258.549988,132.520004,77.5,72.949997,118.0,88.809998,26.459999,95.029999,42.200001,87.970001,127.970001,71.779999,124.970001,53.75,62.959999,49.52,45.889999,58.380001,164.75,53.740002,52.139999,,140.869995,30.23,229.720001,114.897598,65.800003,108.629997,83.139999,45.518326,51.990002,92.389999,144.25,239.25999500000003,43.27,31.940001,170.949997,53.98,215.699997,83.989998,56.419998,115.980003,61.299999,24.209999,70.089996,41.299999,119.300003,174.259995,49.209999,134.419998,101.690002,266.309998,39.950001,45.939999,87.83000200000002,103.900002,74.68,101.449997,79.769997,62.169998,46.099998
141,32.25,66.389999,68.66999799999999,48.849998,21.814077,257.290009,132.100006,77.389999,73.769997,117.699997,90.220001,26.940001,95.139999,41.75,86.290001,127.75,70.889999,125.470001,53.23,62.66,49.799999,45.889999,58.400002,163.639999,53.529999,51.82,,141.190002,30.16,228.850006,114.957275,65.410004,108.559998,82.699997,45.172775,52.23,91.720001,146.25,240.050003,43.459999,31.709999,170.5,54.450001,217.169998,85.290001,56.470001,115.660004,60.529999,24.15,69.019997,41.119999,118.160004,173.240005,49.240002,136.910004,101.650002,264.100006,39.630001,45.59,88.529999,104.18,73.860001,101.57,79.82,62.040001,46.150002
142,32.799999,66.900002,68.959999,48.310001,21.701633,256.630005,131.759995,76.32,73.559998,117.389999,89.760002,26.68,94.830002,42.060001,86.059998,125.830002,71.57,125.129997,53.259998,62.209999,49.849998,44.860001,57.970001,162.759995,52.68,51.610001,,141.169998,30.02,225.0,116.886993,65.050003,108.080002,80.58000200000002,45.47644,51.93,89.18,146.889999,240.00999500000003,43.91,31.57,169.270004,54.450001,217.539993,85.139999,55.360001,113.989998,60.110001,23.799999,67.0,40.529999,117.339996,173.690002,49.77,136.080002,100.160004,267.170013,39.0,46.09,88.199997,104.330002,72.849998,101.550003,78.730003,62.619999,46.040001
143,32.990002000000004,66.309998,67.519997,48.09,21.296835,249.770004,130.78999299999998,75.699997,73.07,115.540001,88.660004,26.76,93.800003,41.59,85.639999,125.519997,70.33000200000001,123.57,52.23,61.25,49.240002,44.400002,56.540001,160.320007,51.799999,50.57,,141.199997,29.98,220.25,115.99176,64.150002,106.75,80.980003,45.507854,51.34,88.260002,146.119995,240.00999500000003,43.220001,31.030001,168.449997,54.360001,216.669998,84.0,54.799999,111.639999,59.029999,23.389999,65.709999,39.77,115.830002,172.119995,49.529999,136.28999299999998,99.639999,260.799988,38.549999,45.59,88.489998,104.449997,71.18,101.980003,78.809998,62.639999,45.709999
144,31.809999,63.91,67.440002,46.98,20.892038,249.949997,129.630005,75.059998,73.019997,113.760002,86.889999,26.540001,94.099998,40.41,85.0,125.18,69.93,123.410004,51.599998,60.459999,48.509998,44.02,56.279999,160.199997,50.619999,49.82,,138.990005,29.82,217.720001,114.449982,63.299999,105.379997,80.33000200000002,45.287956,50.720001,89.0,145.130005,237.77999900000003,41.950001,30.709999,167.28999299999995,53.82,213.639999,83.230003,54.290001,111.129997,58.189999,22.91,65.150002,39.009998,115.480003,168.339996,49.459999,135.229996,100.510002,258.220001,37.869999,43.98,88.510002,103.639999,70.209999,101.209999,78.879997,62.470001,45.5
145,30.65,61.619999,68.0,47.0,20.824572,248.169998,130.880005,75.190002,72.480003,114.040001,86.550003,26.530001,94.480003,39.369999,85.559998,125.830002,69.459999,122.650002,52.290001,60.790001,48.279999,44.119999,56.139999,160.029999,50.77,50.360001,,139.75,30.48,220.139999,115.355156,63.869999,106.18,79.690002,45.424084,51.279999,89.260002,146.139999,240.110001,40.25,30.51,167.949997,54.599998,217.690002,83.230003,54.139999,112.379997,59.509998,23.01,64.440002,38.869999,116.370003,169.639999,49.529999,135.830002,100.900002,260.369995,37.73,42.549999,88.360001,104.139999,70.290001,101.5,78.91999799999998,63.130001,45.810001
146,29.799999,60.740002,67.699997,46.279999,20.869549,247.25999500000003,129.320007,74.410004,72.459999,112.779999,85.860001,26.16,93.949997,38.369999,84.309998,124.760002,69.139999,120.919998,51.560001,60.23,48.150002,43.810001,55.529999,158.949997,50.220001,49.509998,,139.53999299999998,30.139999,218.910004,114.360458,64.08000200000001,104.910004,79.470001,44.910995,50.700001,87.33000200000002,145.119995,239.050003,39.450001,30.07,167.350006,53.709999,216.639999,83.029999,53.490002,110.940002,59.169998,22.870001,63.599998,37.970001,114.75,167.929993,49.16,135.589996,100.779999,259.459991,37.900002,42.23,86.839996,103.449997,67.540001,100.290001,78.260002,62.77,45.450001
147,29.1,60.310001,68.339996,46.720001,21.251858,246.77999900000003,129.830002,75.349998,71.769997,113.489998,86.730003,26.450001,94.529999,37.939999,85.639999,125.860001,69.900002,122.790001,52.119999,60.900002,48.34,44.299999,56.349998,161.910004,50.950001,49.68,,139.899994,30.65,220.610001,115.30542,64.66999799999999,105.470001,79.370003,45.287956,51.0,87.389999,144.75,240.220001,39.599998,30.74,169.990005,53.709999,217.0,84.150002,54.299999,111.739998,60.470001,23.16,64.019997,38.459999,116.110001,168.78999299999995,50.0,136.220001,103.0,259.700012,38.23,41.900002,87.0,104.25,67.639999,100.849998,78.459999,63.380001,45.459999
148,29.75,60.529999,68.16999799999999,47.18,21.904032,248.720001,131.360001,76.910004,72.68,115.910004,86.91999799999998,27.08,94.839996,38.43,86.760002,126.360001,71.160004,123.870003,53.290001,62.540001,48.77,45.139999,57.169998,164.279999,51.689999,50.790001,,140.419998,30.85,222.990005,116.678108,65.989998,107.040001,80.510002,45.518326,51.959999,88.980003,145.309998,239.199997,40.049999,31.25,170.899994,53.939999,216.100006,86.209999,55.110001,113.839996,62.259998,23.58,66.279999,39.299999,118.410004,169.78999299999995,49.43,135.850006,102.470001,262.5,38.720001,43.07,88.360001,105.32,69.5,102.019997,78.510002,62.900002,46.099998
149,30.290001,60.110001,68.940002,46.970001,21.881542,249.690002,133.190002,76.449997,72.459999,115.57,87.029999,26.73,94.660004,38.669998,85.389999,127.339996,71.0,124.43,53.34,62.25,48.73,45.040001,57.639999,164.550003,51.580002,50.310001,,141.220001,30.879999,223.149994,116.857155,65.93,106.639999,77.68,45.23560300000001,52.279999,87.989998,143.419998,239.490005,40.470001,31.450001,171.179993,53.610001,216.169998,84.32,54.48,113.849998,62.139999,23.43,64.93,39.580002,118.029999,170.169998,49.459999,135.570007,101.910004,260.98999,38.849998,45.009998,86.790001,106.330002,69.199997,101.989998,78.949997,62.919998,46.130001
150,30.049999,60.459999,68.900002,46.5,22.308828,250.210007,132.100006,76.889999,72.099998,115.5,85.940002,26.700001,94.720001,38.57,84.559998,127.620003,71.019997,124.900002,52.790001,61.880001,48.639999,45.099998,57.549999,162.070007,51.540001,50.02,,139.779999,31.0,223.25999500000003,116.827309,65.550003,106.190002,80.0,45.287956,52.419998,89.91999799999998,144.059998,238.949997,40.52,31.360001,171.830002,53.509998,215.589996,85.230003,54.610001,113.790001,61.66,23.59,65.220001,39.139999,117.629997,170.800003,49.82,135.080002,101.760002,262.290009,38.549999,45.0,87.760002,106.529999,69.459999,101.769997,79.940002,62.950001,46.119999
151,30.25,60.349998,69.25,46.950001,22.668648,254.0,133.910004,77.660004,71.910004,117.089996,86.220001,26.83,95.129997,39.0,84.93,128.449997,71.519997,126.349998,53.189999,62.560001,49.029999,45.419998,57.700001,157.5,52.360001,50.41,,140.149994,31.059999,226.330002,116.886993,66.16999799999999,106.349998,80.440002,45.989529,52.98,91.120003,145.330002,239.789993,40.720001,31.530001,172.71000700000005,54.110001,216.630005,86.93,55.540001,114.389999,61.48,23.790001,66.029999,39.919998,119.589996,171.580002,50.009998,135.839996,102.519997,263.059998,38.41,45.75,88.790001,106.769997,70.360001,102.5,79.559998,63.41,46.389999
152,28.200001,57.02,66.860001,45.57,21.499235,244.539993,128.139999,75.199997,70.32,114.25,84.040001,25.870001,93.120003,36.09,81.58000200000002,123.139999,68.809998,122.300003,51.939999,60.049999,47.310001,43.919998,54.860001,151.949997,50.549999,47.970001,,135.889999,30.110001,219.649994,112.898254,63.349998,103.290001,78.059998,44.387436,49.959999,88.300003,140.509995,234.850006,37.880001,30.1,168.869995,52.040001,209.0,83.879997,52.939999,110.110001,58.400002,23.23,62.450001,37.759998,115.370003,167.449997,48.740002,132.009995,99.489998,258.01001,36.919998,42.669998,85.449997,104.620003,68.41999799999999,99.419998,77.25,61.970001,44.549999
153,26.85,55.549999,65.059998,44.220001,20.869549,244.339996,125.68,72.5,71.339996,109.690002,83.41999799999998,25.41,92.959999,34.84,81.33000200000002,120.349998,66.68,120.730003,50.380001,57.279999,47.099998,43.27,55.130001,149.100006,47.900002,44.610001,,135.0,29.540001,214.610001,111.47583,62.040001,100.900002,78.860001,43.089005,49.200001,85.959999,140.96000700000005,238.77999900000003,37.98,29.77,167.779999,50.470001,211.889999,81.650002,50.939999,103.809998,57.009998,22.67,60.16,35.720001,110.339996,165.559998,49.48,135.130005,100.0,255.669998,35.48,40.639999,84.41999799999998,103.400002,65.440002,98.0,77.309998,63.5,43.689999
154,26.120001,56.549999,64.43,44.400002,21.026987,236.070007,124.5,72.239998,72.239998,106.800003,81.870003,24.75,92.470001,34.27,80.93,119.540001,65.410004,119.889999,50.009998,56.139999,47.27,43.0,55.73,148.520004,46.869999,43.77,,134.559998,29.809999,218.360001,112.719406,59.950001,99.410004,77.5,42.544502,48.299999,85.57,140.839996,240.110001,37.720001,29.57,168.139999,50.580002,215.139999,80.779999,49.0,101.629997,57.240002,22.02,58.470001,35.119999,109.190002,166.279999,49.540001,135.419998,99.43,253.850006,34.639999,38.82,83.269997,104.449997,63.5,98.150002,76.599998,63.75,43.209999
155,26.940001,57.139999,66.839996,45.220001,21.386791,251.00999500000003,125.489998,73.25,73.849998,108.400002,82.889999,25.379999,94.089996,35.400002,82.029999,119.330002,67.099998,123.459999,50.389999,57.73,47.900002,43.099998,56.720001,149.729996,47.700001,44.150002,,134.740005,30.51,216.990005,113.753693,61.150002,101.739998,79.08000200000002,43.560211,48.57,87.769997,141.770004,242.0,38.200001,30.190001,171.020004,51.5,217.199997,83.019997,50.330002,103.779999,57.27,22.200001,60.009998,35.919998,111.279999,168.300003,49.779999,134.169998,100.519997,260.820007,34.889999,39.189999,85.75,105.510002,63.900002,99.980003,77.83000200000002,64.5,43.560001
156,27.860001,57.950001,68.07,45.540001,20.66715,248.410004,127.080002,74.16999799999998,73.300003,109.970001,84.160004,25.73,95.910004,36.259998,81.889999,119.470001,68.150002,125.830002,50.900002,58.34,48.369999,43.509998,56.900002,150.259995,48.740002,44.5,,135.820007,30.66,220.600006,114.390297,62.029999,102.139999,80.120003,43.874344,48.889999,89.510002,143.800003,244.77999900000003,38.959999,30.5,172.059998,51.959999,217.919998,84.160004,50.959999,104.699997,57.919998,22.5,60.73,36.73,112.029999,167.410004,50.419998,135.610001,102.449997,260.899994,35.189999,40.720001,86.739998,106.739998,65.900002,100.870003,79.370003,64.870003,43.82
157,28.26,58.240002,69.300003,46.259998,20.869549,248.550003,129.53999299999998,75.379997,74.57,112.010002,85.18,26.110001,97.82,36.41,81.220001,121.599998,69.150002,128.149994,51.970001,59.630001,49.049999,44.330002,58.0,154.470001,49.330002,45.09,,139.520004,31.48,226.75999500000003,116.031555,63.77,104.160004,80.91999799999998,44.753925,49.900002,89.849998,147.029999,248.169998,39.259998,30.98,175.139999,51.970001,222.5,84.889999,51.889999,108.050003,58.400002,23.129999,61.009998,37.900002,114.529999,170.949997,51.240002,135.220001,104.120003,263.600006,36.93,41.02,87.25,107.599998,66.959999,102.480003,81.08000200000002,66.150002,44.66
