,AAL,ALK,ALLE,AME,ARNC,AYI,BA,CAT,CHRW,CMI,COL,CSX,CTAS,DAL,DE,DNB,DOV,EFX,EMR,ETN,EXPD,FAST,FBHS,FDX,FLR,FLS,FTV,GD,GE,GWW,HON,IR,ITW,JBHT,JCI,JEC,KSU,LLL,LMT,LUV,MAS,MMM,NLSN,NOC,NSC,PCAR,PH,PNR,PWR,R,RHI,ROK,ROP,RSG,RTN,SRCL,TDG,TXT,UAL,UNP,UPS,URI,UTX,VRSK,WM,XYL
279,48.610001,89.379997,65.349998,49.490002,20.0,232.690002,158.270004,93.790001,74.599998,137.949997,93.839996,36.689999,117.080002,49.939999,103.0,119.25,75.720001,118.779999,56.779999,68.0,53.900002,48.040001,55.200001,191.479996,53.509998,49.110001,54.330002,173.889999,31.870001,238.470001,117.309998,76.239998,124.910004,97.010002,42.66,58.23,85.400002,153.479996,248.169998,50.360001,32.110001000000004,179.089996,42.799999,231.470001,108.660004,65.18,142.96000700000005,57.02,34.689999,76.059998,48.84,135.399994,186.429993,57.310001,142.96000700000005,77.260002,249.619995,48.59,74.400002,105.230003,116.32,107.459999,110.349998,82.010002,70.959999,51.080002
280,48.290001,90.870003,65.449997,49.439999,19.799999,235.00999500000003,158.410004,94.339996,74.650002,138.229996,94.400002,36.799999,116.379997,49.950001,103.110001,123.419998,75.720001,119.519997,56.790001,68.470001,53.720001,48.189999,54.950001,191.970001,53.57,48.990002,54.75,175.949997,31.889999,237.270004,117.010002,77.260002,125.080002,97.93,42.450001,58.209999,85.300003,153.779999,250.77999900000003,50.459999,32.209999,178.660004,42.900002,233.970001,109.339996,65.540001,142.839996,56.959999,34.939999,76.400002,49.02,136.479996,185.860001,57.48,143.78999299999995,77.489998,251.210007,49.150002,74.779999,105.510002,116.300003,108.5,111.040001,82.410004,70.959999,51.0
281,48.73,90.440002,65.559998,49.84,19.690001,236.429993,157.119995,94.599998,74.690002,138.220001,94.480003,36.82,116.580002,50.349998,103.449997,123.040001,76.300003,118.790001,57.150002,68.529999,53.790001,48.419998,55.43,190.830002,54.040001,49.41,54.66,174.699997,31.84,238.50999500000003,117.18,77.370003,124.760002,98.080002,42.529999,58.59,85.870003,153.179993,250.440002,50.529999,32.380001,178.880005,42.689999,233.240005,109.410004,65.870003,143.46000700000005,57.419998,35.150002,76.75,49.279999,136.479996,186.460007,57.419998,143.029999,77.089996,250.5,49.139999,75.0,105.75,116.18,108.760002,111.0,82.41999799999998,71.0,50.98
282,47.799999,88.709999,64.870003,48.75,19.26,230.0,156.0,93.279999,73.68,136.820007,93.5,36.610001,115.519997,49.540001,103.239998,121.559998,75.529999,118.690002,56.369999,67.739998,53.169998,47.549999,54.130001,188.850006,53.07,48.419998,53.990002,173.550003,31.74,234.679993,116.120003,76.040001,122.989998,96.970001,41.799999,57.66,84.839996,152.029999,250.190002,50.189999,31.85,178.28999299999995,42.380001,232.229996,108.860001,64.970001,140.869995,56.439999,34.52,75.360001,48.98,134.740005,184.110001,57.07,142.279999,76.199997,249.710007,48.66,73.529999,104.879997,115.230003,106.580002,110.279999,81.519997,71.0,50.029999
283,47.419998,88.739998,65.040001,48.709999,18.780001,233.690002,156.490005,93.040001,74.019997,136.610001,93.739998,36.349998,116.580002,49.34,103.010002,121.849998,75.209999,118.599998,56.189999,67.739998,53.25,47.490002,54.34,187.800003,52.639999,48.27,54.200001,173.75,31.629999,234.729996,116.199997,75.849998,122.980003,97.779999,41.799999,57.389999,84.309998,152.970001,250.52999900000003,50.189999,32.080002,179.0,42.27,232.880005,108.849998,64.540001,140.449997,56.790001,34.740002000000004,75.650002,49.110001,135.53999299999998,184.089996,57.32,142.600006,77.129997,250.350006,48.68,73.43,104.18,115.239998,107.099998,110.589996,81.989998,71.269997,49.98
284,47.279999,88.91999799999998,64.639999,49.040001,18.74,232.889999,156.300003,94.0,73.5,138.25,93.57,36.150002,116.370003,49.369999,103.68,122.510002,76.309998,118.589996,56.25,67.589996,53.470001,47.400002,53.990002,186.570007,53.09,48.610001,53.889999,174.389999,31.67,233.419998,116.629997,75.809998,123.730003,97.830002,41.630001,57.689999,85.519997,153.03999299999995,251.199997,50.400002,31.889999,178.830002,42.200001,234.100006,108.910004,64.620003,142.199997,56.919998,35.16,75.029999,49.48,135.899994,184.820007,57.110001,143.389999,77.400002,251.350006,48.790001,74.019997,104.480003,115.519997,107.879997,110.389999,81.589996,71.0,49.950001
285,46.630001,87.550003,64.68,49.650002,19.200001,234.25,157.809998,94.459999,72.860001,139.880005,93.349998,36.049999,116.239998,50.09,104.339996,121.459999,76.610001,118.68,57.049999,68.599998,53.040001,47.139999,53.939999,188.5,53.57,49.25,54.119999,176.139999,31.75,234.669998,116.639999,76.269997,123.050003,96.580002,42.439999,58.529999,81.260002,152.0,254.100006,50.25,32.349998,178.029999,42.279999,235.240005,107.57,65.699997,142.5,57.939999,34.98,75.720001,50.0,138.770004,185.309998,57.09,146.279999,75.690002,251.610001,49.459999,72.449997,102.889999,115.300003,109.5,111.459999,81.279999,70.75,49.709999
286,46.52,89.160004,65.58000200000001,49.57,19.700001,239.860001,158.410004,93.18,72.790001,139.160004,91.900002,36.41,116.889999,50.41,105.639999,122.029999,76.5,119.540001,56.52,68.059998,53.0,47.939999,54.459999,188.710007,53.880001,49.380001,54.330002,175.779999,31.57,236.149994,116.529999,76.0,122.949997,97.419998,42.459999,58.799999,81.220001,151.440002,254.369995,51.439999,32.84,178.259995,42.48,235.210007,110.18,65.900002,142.350006,57.939999,35.099998,75.800003,50.5,137.669998,184.679993,56.990002,146.949997,77.879997,252.220001,50.02,71.989998,103.029999,115.0,109.900002,111.169998,81.690002,70.370003,50.18
287,45.849998,87.610001,66.389999,49.41,20.15,239.429993,158.979996,93.449997,73.66999799999998,138.259995,92.910004,36.709999,116.510002,49.790001,105.800003,122.339996,77.33000200000002,119.980003,56.189999,67.610001,53.0,46.639999,53.900002,188.110001,53.790001,48.880001,53.900002,176.0,31.58,233.089996,116.940002,75.43,121.910004,97.43,41.950001,58.580002,81.699997,152.149994,255.479996,50.490002,32.880001,177.28999299999995,42.330002,235.899994,110.18,65.550003,141.910004,58.02,34.939999,75.389999,48.529999,138.360001,187.149994,57.099998,148.360001,77.910004,251.990005,50.240002,70.980003,102.029999,115.0,110.290001,111.419998,81.519997,70.410004,50.009998
288,46.009998,86.779999,65.639999,49.889999,20.59,208.339996,159.0,92.93,73.779999,139.809998,92.440002,37.57,116.470001,49.459999,105.940002,123.339996,77.629997,121.0,56.799999,68.480003,53.200001,46.459999,54.610001,189.580002,53.150002,48.400002,54.02,176.600006,31.639999,231.380005,118.269997,75.0,122.68,97.0,42.619999,57.790001,83.300003,154.149994,258.0,50.0,32.459999,178.369995,42.610001,236.839996,110.889999,65.75,141.53999299999995,57.77,34.82,75.660004,48.220001,139.0,188.039993,57.07,148.220001,80.389999,256.01001,49.75,71.059998,103.730003,115.0,108.120003,112.699997,82.029999,70.349998,49.549999
289,47.0,88.459999,65.110001,49.740002,20.18,206.850006,158.96000700000005,92.980003,73.120003,138.360001,92.0,36.889999,115.220001,49.93,105.0,122.669998,77.129997,119.730003,56.48,67.209999,53.029999,46.23,53.830002,189.059998,52.610001,48.720001,53.73,176.770004,31.459999,229.820007,117.330002,75.150002,122.360001,96.970001,42.830002,57.130001,81.540001,152.860001,258.160004,50.549999,32.16,177.360001,41.939999,235.460007,109.230003,65.269997,141.160004,56.939999,34.299999,75.459999,48.939999,139.0,185.630005,56.240002,148.190002,78.849998,255.419998,49.790001,71.470001,102.559998,114.629997,106.809998,111.75,81.720001,69.58000200000001,49.310001
290,49.290001,92.800003,64.760002,49.779999,20.73,208.259995,159.53999299999995,94.470001,73.010002,139.949997,91.169998,37.32,114.800003,51.459999,105.099998,122.18,77.089996,120.150002,56.700001,66.949997,52.900002,46.849998,54.02,188.25,53.0,49.169998,53.779999,176.330002,31.24,233.740005,117.540001,76.410004,122.5,97.82,43.66,57.450001,81.269997,151.029999,256.299988,51.77,32.209999,176.630005,41.93,233.800003,109.349998,66.25,142.009995,56.939999,34.560001,75.83000200000002,49.0,140.020004,185.710007,56.619999,146.899994,78.190002,253.270004,50.049999,75.510002,103.349998,113.639999,108.910004,111.620003,82.059998,69.459999,49.25
291,48.669998,93.220001,65.33000200000001,49.889999,20.93,209.979996,159.149994,94.370003,73.360001,140.449997,90.449997,38.060001,115.089996,51.299999,105.160004,122.410004,79.07,120.260002,57.389999,68.389999,53.43,47.77,54.299999,188.660004,53.599998,49.650002,53.470001,177.229996,31.450001,235.929993,118.010002,77.050003,122.989998,98.470001,44.189999,57.369999,81.209999,146.350006,254.910004,51.68,32.32,176.970001,41.419998,231.380005,110.610001,66.800003,144.5,57.439999,34.82,76.43,49.07,141.190002,188.759995,56.91,146.759995,79.559998,252.52999900000003,49.900002,74.639999,104.269997,114.209999,109.0,111.139999,82.760002,69.959999,49.259998
292,48.16,93.300003,66.209999,50.549999,20.940001,215.539993,158.740005,94.07,73.550003,138.940002,90.559998,38.209999,114.279999,50.790001,105.559998,122.07,79.800003,120.720001,57.549999,68.360001,53.689999,48.139999,54.360001,187.789993,53.529999,49.310001,54.400002,176.770004,31.360001,236.309998,117.669998,76.900002,122.610001,99.25,43.759998,57.369999,82.459999,145.910004,252.740005,51.0,32.099998,177.580002,42.099998,229.0,111.010002,67.07,144.699997,58.18,34.41,76.730003,49.470001,140.949997,189.509995,57.150002,146.020004,79.449997,253.600006,49.84,74.029999,104.510002,114.199997,106.5,110.93,82.449997,70.110001,48.169998
293,47.560001,94.0,65.129997,50.540001,20.700001,214.220001,158.199997,94.239998,73.18,139.360001,89.690002,38.75,113.809998,50.990002,105.709999,122.690002,79.199997,120.010002,56.799999,68.339996,53.509998,47.939999,54.09,186.119995,54.150002,49.57,54.439999,177.0,31.17,236.630005,117.419998,76.779999,122.739998,99.129997,43.509998,57.900002,84.410004,147.669998,253.460007,50.880001,31.93,177.0,42.060001,230.77999900000003,111.18,67.0,145.399994,58.669998,34.810001,76.269997,49.549999,141.330002,188.050003,57.110001,145.440002,79.690002,251.490005,49.25,73.940002,104.699997,113.690002,106.720001,109.779999,82.449997,69.540001,48.700001
294,47.400002,92.489998,65.940002,50.389999,20.73,210.130005,157.550003,92.790001,73.58000200000002,138.929993,89.720001,36.540001,113.980003,50.139999,104.959999,123.0,78.050003,120.07,56.43,67.690002,53.360001,48.009998,54.09,186.440002,52.75,49.490002,54.110001,175.169998,31.209999,241.899994,117.519997,76.889999,122.940002,98.290001,43.150002,57.009998,83.980003,148.139999,254.100006,50.07,32.169998,177.899994,42.25,228.460007,106.959999,66.900002,143.820007,58.48,34.200001,75.0,49.150002,140.139999,186.720001,56.93,145.550003,80.489998,250.240005,48.75,73.0,102.260002,114.370003,107.470001,110.199997,81.0,69.43,48.27
295,47.639999,93.290001,66.639999,50.91,20.790001,206.080002,158.869995,93.580002,74.150002,141.0,89.730003,43.23,113.959999,50.279999,105.43,122.830002,78.739998,120.129997,58.5,68.129997,53.799999,50.860001,54.240002,187.270004,53.060001,50.040001,54.23,177.0,31.25,244.130005,118.330002,77.260002,123.599998,97.5,43.060001,58.09,87.190002,149.029999,255.570007,50.450001,32.110001000000004,179.25,41.849998,231.25999500000003,115.57,66.540001,144.389999,58.650002,34.349998,76.279999,49.540001,140.25,187.649994,56.990002,147.800003,80.739998,250.0,49.360001,74.059998,108.209999,114.970001,110.709999,111.029999,80.949997,69.370003,48.669998
296,47.540001,94.290001,66.540001,50.950001,21.299999,208.800003,159.809998,94.010002,73.510002,141.339996,89.709999,44.5,114.260002,49.77,105.470001,122.290001,78.610001,119.800003,58.5,68.019997,53.27,50.830002,54.900002,186.020004,53.18,50.669998,54.419998,178.309998,30.76,244.919998,118.440002,78.519997,123.75,94.150002,43.099998,57.880001,85.0,152.610001,257.959991,50.139999,32.040001000000004,179.199997,41.470001,233.110001,113.68,66.0,144.46000700000005,59.16,34.630001,74.279999,48.619999,140.990005,186.119995,57.43,147.25,79.629997,250.0,49.709999,74.300003,106.830002,114.440002,110.980003,110.949997,81.269997,69.720001,49.200001
297,47.900002,94.379997,64.83000200000001,50.630001,21.26,207.179993,158.940002,94.599998,73.43,141.190002,91.629997,44.66,113.769997,50.279999,106.790001,122.709999,78.68,117.769997,58.689999,67.91999799999999,53.330002,51.209999,55.189999,185.809998,52.709999,50.59,54.32,178.520004,30.5,246.039993,117.889999,78.480003,123.599998,94.650002,42.700001,57.209999,86.07,151.410004,258.149994,51.029999,31.99,177.910004,40.880001,233.0,113.699997,65.989998,142.5,58.580002,34.66,74.599998,48.759998,140.800003,185.850006,57.41,147.240005,79.559998,230.0,49.400002,74.660004,108.639999,114.989998,110.980003,110.839996,81.230003,69.690002,49.02
298,47.049999,93.010002,65.309998,50.740002,21.48,208.0,158.580002,95.019997,73.949997,142.03999299999995,90.720001,45.889999,113.75,48.91,106.370003,122.43,78.660004,118.220001,58.509998,68.050003,52.189999,51.299999,55.939999,185.509995,52.73,50.369999,54.310001,176.339996,29.860001,246.309998,117.639999,78.540001,124.43,94.900002,43.389999,57.48,85.93,149.080002,250.380005,50.119999,32.279999,177.5,40.68,229.399994,114.0,65.650002,142.899994,59.0,35.029999,75.150002,48.93,140.429993,186.699997,57.259998,146.0,79.989998,224.679993,48.93,73.08000200000002,108.150002,114.599998,111.150002,110.68,81.379997,69.349998,48.650002
299,47.900002,93.550003,67.0,51.619999,22.360001,211.0,163.589996,97.82,75.0,146.270004,91.040001,47.240002,115.75,49.990002,107.82,124.660004,80.980003,119.110001,59.59,69.639999,52.73,51.009998,56.98,191.600006,55.939999,51.099998,54.939999,176.419998,30.42,251.589996,118.269997,80.449997,129.110001,96.779999,44.25,60.970001,86.690002,150.509995,253.059998,49.09,33.18,177.089996,40.970001,233.190002,117.410004,67.0,146.03999299999995,60.200001,37.5,76.800003,49.869999,151.639999,188.550003,57.599998,148.580002,81.120003,225.869995,45.490002,73.58000200000002,109.290001,116.230003,115.0,111.870003,82.5,69.559998,49.400002
300,48.43,93.75,66.599998,52.380001,22.549999,210.940002,167.25,98.449997,74.449997,148.25,90.690002,47.790001,116.879997,50.689999,107.949997,122.550003,80.459999,118.360001,60.189999,70.82,52.849998,50.82,57.310001,192.309998,56.650002,51.810001,55.0,175.5,30.440001,253.320007,117.980003,80.239998,128.740005,98.300003,44.130001,61.740002,87.550003,154.03999299999995,250.0,51.400002,33.84,176.309998,41.009998,229.210007,118.790001,68.279999,149.070007,61.259998,37.830002,78.019997,49.849998,153.669998,191.009995,57.91,141.850006,81.629997,222.149994,46.720001,74.470001,110.25,116.970001,123.419998,110.800003,82.629997,69.690002,50.110001
301,50.0,96.050003,66.160004,52.18,22.85,208.520004,169.21000700000005,97.690002,75.870003,147.479996,91.32,48.830002,117.330002,51.0,107.800003,123.400002,80.660004,118.260002,60.560001,71.129997,52.919998,50.41,56.689999,192.770004,56.84,51.439999,55.73,176.309998,30.4,256.929993,118.650002,80.440002,128.270004,98.919998,44.630001,61.220001,87.489998,155.990005,254.979996,54.080002,33.720001,177.479996,40.82,227.02999900000003,120.18,68.16999799999999,149.529999,60.799999,37.400002,77.300003,45.450001,152.440002,191.119995,57.849998,143.619995,80.650002,221.75,48.549999,75.75,110.349998,117.0,126.599998,110.150002,82.209999,69.849998,50.290001
302,45.619999,94.059998,66.019997,51.810001,22.620001,204.850006,165.919998,98.400002,77.360001,146.850006,91.010002,47.799999,117.120003,48.950001,107.730003,122.620003,79.610001,118.139999,60.099998,71.019997,53.16,49.799999,56.049999,195.479996,56.419998,51.380001,55.93,185.229996,29.959999,255.0,118.089996,79.400002,128.820007,98.089996,43.73,60.189999,85.739998,158.28999299999995,254.330002,52.130001,33.23,177.25,40.889999,230.100006,119.269997,67.360001,148.899994,60.619999,36.509998,77.309998,46.110001,150.330002,190.110001,57.599998,145.270004,77.150002,219.0,47.5,72.989998,108.940002,117.910004,128.740005,109.309998,82.629997,69.690002,49.869999
303,44.790001,93.68,65.68,51.380001,22.299999,204.729996,164.96000700000005,96.589996,76.739998,146.0,90.68,46.970001,116.139999,47.790001,106.309998,122.68,78.25,117.540001,59.080002,70.089996,52.93,50.110001,55.459999,190.279999,55.93,50.23,55.240002,181.139999,29.85,254.449997,118.980003,79.449997,128.490005,99.25,43.59,59.389999,85.989998,157.020004,252.320007,52.060001,33.189999,174.740005,41.150002,227.889999,119.440002,65.91999799999999,146.860001,60.310001,36.720001,77.83000200000002,46.150002,149.279999,190.160004,57.48,144.96000700000005,76.099998,216.970001,47.27,71.779999,108.129997,111.809998,129.0,109.040001,83.0,69.709999,49.209999
304,44.75,93.830002,65.940002,51.349998,23.27,206.679993,164.25,95.809998,74.599998,147.910004,90.980003,46.549999,115.800003,47.48,107.300003,122.940002,78.309998,117.690002,58.5,70.970001,51.970001,49.849998,55.049999,189.279999,55.830002,49.290001,55.470001,181.309998,29.73,253.220001,118.709999,77.16999799999998,127.139999,99.489998,43.200001,58.98,85.790001,158.850006,250.830002,52.549999,32.93,175.169998,40.93,228.720001,117.370003,67.639999,147.149994,58.610001,36.16,78.0,47.490002,148.320007,192.070007,57.369999,144.53999299999995,77.110001,217.130005,47.669998,70.949997,107.040001,107.790001,127.529999,109.629997,82.629997,69.32,49.049999
305,43.610001,92.940002,65.589996,50.779999,25.01,204.949997,163.220001,94.769997,74.860001,146.660004,89.870003,46.689999,114.489998,46.59,107.150002,122.870003,77.900002,116.639999,58.610001,70.690002,52.18,49.279999,56.209999,186.119995,55.419998,48.950001,54.799999,180.75,29.58,252.869995,117.580002,78.0,126.599998,97.75,42.48,58.650002,85.57,157.479996,250.899994,52.27,33.200001,174.130005,41.169998,228.399994,119.120003,68.239998,148.979996,58.139999,35.77,74.050003,47.049999,146.869995,190.360001,56.990002,144.619995,76.449997,219.410004,46.759998,70.730003,107.199997,105.290001,127.339996,108.080002,81.529999,69.150002,49.150002
306,44.310001,94.690002,66.620003,51.419998,25.17,207.649994,162.990005,94.32,75.110001,146.929993,90.660004,46.240002,115.68,47.52,107.510002,123.68,78.019997,118.43,59.119999,70.33000200000001,52.700001,49.259998,56.049999,186.089996,55.310001,48.610001,55.560001,180.029999,29.790001,252.919998,118.519997,78.379997,127.599998,97.379997,42.32,59.139999,85.220001,158.380005,252.669998,53.0,33.16,174.020004,41.84,230.059998,119.82,67.32,150.690002,58.290001,36.040001,71.910004,47.779999,148.130005,192.210007,57.610001,146.589996,76.910004,222.0,47.689999,72.529999,107.480003,105.699997,127.82,108.529999,82.800003,69.779999,49.369999
307,44.799999,94.75,67.120003,51.380001,25.219999,205.25,162.419998,92.809998,75.449997,146.389999,91.0,46.549999,115.769997,48.189999,107.760002,123.610001,78.489998,120.18,59.299999,70.110001,53.259998,49.450001,55.869999,190.429993,55.52,48.369999,55.700001,183.399994,29.68,251.309998,119.029999,78.720001,127.059998,99.470001,42.59,59.040001,85.489998,159.580002,254.429993,53.169998,33.139999,174.119995,42.459999,231.559998,120.129997,68.050003,149.619995,58.16,36.599998,73.389999,48.419998,149.110001,192.289993,57.669998,146.830002,73.83000200000002,225.940002,48.16,73.400002,108.360001,106.620003,127.800003,109.809998,83.18,69.809998,49.049999
308,45.75,95.419998,67.389999,52.009998,26.200001,207.339996,165.0,94.32,75.32,147.630005,90.690002,47.27,115.32,48.439999,108.489998,125.300003,78.300003,120.550003,61.299999,70.33000200000001,53.099998,50.099998,56.07,188.199997,55.549999,48.619999,56.0,183.910004,29.75,253.839996,119.68,80.010002,127.540001,99.800003,42.52,59.18,85.529999,161.589996,256.0,53.349998,33.27,176.080002,42.0,232.330002,120.160004,68.07,150.429993,58.150002,36.709999,74.43,48.560001,150.490005,193.270004,57.400002,148.25,75.290001,238.979996,48.43,73.959999,108.190002,106.379997,126.68,111.379997,83.269997,69.480003,47.27
309,45.259998,95.099998,67.019997,51.709999,26.48,206.630005,165.0,93.0,75.699997,146.71000700000005,90.690002,47.580002,114.529999,48.259998,108.279999,122.269997,77.440002,121.139999,62.0,70.019997,53.23,49.740002,55.919998,187.75,55.310001,49.32,54.970001,182.899994,29.51,253.309998,119.620003,79.699997,126.919998,97.940002,41.23,58.139999,84.83000200000002,160.649994,256.929993,53.200001,33.57,175.619995,41.720001,232.910004,120.459999,67.58000200000001,146.889999,57.970001,36.529999,74.150002,47.259998,149.5,192.490005,57.599998,148.300003,74.800003,246.309998,48.16,71.5,107.519997,105.809998,125.889999,111.089996,82.879997,69.849998,47.16
310,45.07,97.080002,67.690002,52.560001,27.299999,209.139999,164.669998,93.059998,75.959999,145.679993,90.400002,48.099998,114.550003,48.099998,108.410004,110.410004,78.07,121.989998,62.59,69.970001,53.509998,49.880001,55.880001,187.960007,54.619999,50.869999,56.16,183.679993,29.52,253.830002,119.730003,80.08000200000002,127.120003,98.330002,41.07,56.630001,85.300003,160.190002,256.73999,52.919998,33.790001000000004,176.869995,42.060001,232.419998,120.940002,67.0,147.78999299999995,57.939999,36.169998,74.309998,47.23,149.169998,195.080002,57.779999,148.190002,75.709999,247.429993,48.009998,71.379997,107.339996,106.160004,124.650002,110.400002,82.150002,70.010002,47.0
311,46.619999,98.370003,71.800003,53.240002,28.23,211.75,165.25,94.870003,75.91999799999998,150.5,90.580002,48.5,115.489998,49.549999,109.25,101.980003,79.050003,128.0,62.689999,71.029999,54.310001,50.439999,56.439999,188.779999,55.880001,50.950001,57.189999,182.839996,29.74,253.240005,120.790001,81.0,127.639999,98.559998,41.34,56.98,86.099998,161.639999,258.480011,54.77,33.150002,178.300003,43.27,234.580002,121.0,68.209999,149.759995,58.459999,37.110001,75.959999,47.509998,151.220001,203.5,57.779999,149.279999,76.230003,251.479996,48.900002,73.370003,107.879997,106.5,126.150002,110.25,84.279999,70.160004,47.810001
312,46.560001,97.470001,72.199997,53.75,29.469999,212.949997,166.449997,97.690002,76.66999799999998,151.259995,91.400002,48.110001,117.239998,49.369999,109.970001,101.389999,79.57,130.850006,63.459999,71.309998,54.869999,50.68,57.18,191.050003,56.279999,51.200001,57.459999,184.649994,29.879999,255.240005,122.230003,81.449997,128.339996,100.599998,42.029999,57.619999,86.349998,164.199997,261.049988,54.84,33.98,179.860001,44.509998,237.050003,121.330002,69.0,151.009995,58.73,37.25,76.540001,47.400002,151.690002,205.910004,58.080002,150.729996,76.849998,253.729996,49.16,72.849998,108.089996,107.660004,127.309998,111.610001,84.989998,70.589996,48.150002
313,47.259998,98.110001,71.349998,53.48,29.450001,214.270004,167.699997,98.290001,76.970001,152.119995,92.0,47.630001,116.559998,49.82,109.879997,102.400002,78.800003,129.449997,63.689999,72.0,54.810001,49.970001,57.299999,192.089996,56.790001,51.200001,57.5,187.050003,30.129999,251.869995,123.5,81.760002,129.300003,100.379997,41.610001,57.540001,86.68,165.929993,262.190002,55.73,33.400002,180.860001,44.91,239.00999500000003,121.830002,69.739998,151.949997,59.349998,36.939999,76.769997,47.360001,151.509995,205.490005,58.209999,151.850006,78.120003,251.050003,48.98,73.440002,108.07,108.68,127.239998,111.989998,84.800003,70.790001,48.02
314,47.59,97.110001,70.839996,54.0,29.34,213.880005,168.419998,98.110001,77.25,152.0,92.790001,46.990002,116.739998,50.950001,109.080002,106.080002,79.510002,129.259995,63.610001,72.059998,55.209999,50.139999,56.799999,192.770004,57.369999,50.790001,57.240002,186.759995,30.290001,252.949997,123.360001,81.58000200000002,129.190002,99.449997,41.349998,57.450001,86.050003,166.690002,262.0,56.91,33.060001,180.300003,44.560001,239.139999,122.440002,69.68,153.639999,58.439999,37.400002,76.779999,47.349998,151.529999,204.210007,58.09,151.589996,77.25,249.639999,49.23,75.290001,108.529999,108.870003,128.5,111.129997,84.139999,70.639999,47.52
315,47.5,96.989998,71.900002,54.32,29.139999,216.059998,169.740005,99.050003,77.879997,152.0,93.0,47.52,118.43,51.16,109.150002,106.160004,80.290001,130.100006,63.580002,72.040001,56.099998,50.450001,57.450001,194.380005,58.16,51.349998,57.66,188.050003,30.35,253.199997,124.300003,81.66999799999998,129.830002,100.730003,41.619999,58.32,86.839996,168.190002,263.920013,57.400002,33.470001,181.75,44.82,241.600006,122.629997,69.879997,155.470001,59.119999,37.43,78.57,48.27,151.919998,206.949997,58.919998,151.759995,81.459999,250.740005,49.16,75.93,109.480003,108.099998,128.669998,112.139999,84.08000200000002,69.639999,47.700001
316,46.830002,96.120003,72.839996,54.099998,29.360001,217.270004,170.410004,98.07,77.959999,151.169998,93.389999,47.529999,118.970001,50.59,111.769997,106.879997,79.529999,129.630005,62.52,71.540001,56.119999,50.439999,56.860001,192.800003,58.0,48.5,57.41,188.600006,30.41,254.0,123.919998,80.910004,129.169998,100.639999,41.580002,58.939999,86.559998,168.220001,264.709991,56.119999,33.599998,183.429993,44.57,243.389999,122.639999,68.5,153.699997,58.32,37.5,76.730003,47.990002,150.600006,206.490005,59.220001,152.300003,83.18,251.570007,48.669998,75.489998,109.43,106.959999,126.949997,111.93,84.279999,71.16999799999998,47.549999
317,47.009998,96.339996,73.199997,54.48,29.67,219.520004,173.919998,98.870003,78.91999799999998,152.970001,93.190002,48.529999,118.660004,51.299999,110.239998,107.400002,79.910004,129.839996,62.049999,71.639999,56.400002,50.619999,57.02,194.369995,56.43,48.200001,57.689999,189.020004,30.41,254.080002,124.800003,80.940002,129.949997,101.0,42.080002,57.84,87.230003,167.490005,264.809998,57.599998,33.630001,182.789993,44.950001,242.270004,123.089996,68.93,154.119995,58.110001,36.689999,77.370003,48.200001,152.360001,207.619995,60.5,153.149994,84.790001,249.309998,48.5,75.900002,110.0,106.900002,126.650002,112.190002,84.800003,72.349998,47.82
318,46.5,96.379997,74.32,54.919998,29.879999,223.25999500000003,174.979996,98.040001,79.370003,152.71000700000005,93.970001,48.790001,118.120003,51.0,108.800003,108.470001,79.839996,128.940002,61.75,71.68,55.889999,50.82,57.200001,194.419998,57.23,48.110001,57.77,189.580002,30.52,257.079987,124.010002,81.07,129.75,100.790001,42.369999,58.029999,87.16999799999998,168.850006,265.0,57.790001,34.029999,183.399994,45.52,243.350006,122.860001,68.400002,156.490005,58.950001,38.540001,76.400002,48.380001,150.899994,206.649994,61.349998,153.71000700000005,85.849998,255.139999,47.959999,75.209999,109.18,105.440002,127.839996,112.349998,85.440002,72.849998,47.59
319,46.419998,97.25,74.440002,55.32,30.58,218.77999900000003,175.970001,98.440002,79.459999,152.869995,93.779999,48.580002,119.019997,51.119999,109.550003,108.75,81.410004,129.770004,61.77,72.82,56.630001,51.07,57.169998,194.0,56.939999,48.889999,58.009998,189.869995,30.040001,258.660004,125.0,81.980003,130.479996,98.480003,42.369999,57.23,87.959999,169.110001,266.309998,58.080002,34.0,185.910004,45.02,242.320007,122.989998,68.339996,156.479996,59.23,37.75,77.550003,48.189999,153.520004,209.830002,61.84,154.220001,85.25,255.470001,48.52,75.870003,109.139999,106.0,129.059998,112.699997,82.470001,73.139999,48.630001
320,46.0,95.199997,73.550003,54.16,28.99,218.460007,176.75,94.860001,79.110001,148.5,93.400002,47.619999,118.07,50.380001,107.269997,107.599998,79.059998,129.220001,60.220001,71.540001,55.869999,49.639999,56.82,190.740005,54.73,46.349998,57.09,187.899994,29.84,247.809998,124.239998,80.66999799999998,130.0,97.089996,41.380001,55.540001,86.839996,165.809998,264.570007,56.919998,33.880001,186.820007,45.119999,243.589996,119.0,67.400002,152.509995,57.959999,36.82,74.019997,47.450001,150.410004,209.220001,61.549999,153.240005,84.400002,253.220001,46.77,73.959999,105.610001,104.860001,119.360001,111.82,82.93,72.980003,46.950001
