,APA,APC,CHK,COG,COP,CVX,CXO,DVN,EOG,EQT,FTI,HAL,HES,HP,KMI,MPC,MRO,MUR,NBL,NFX,NOV,OKE,OXY,PSX,PXD,RIG,RRC,SLB,SWN,VLO,WMB,XEC,XOM
219,63.32,61.209999,6.41,25.42,41.970001,102.0,129.720001,41.75,94.279999,70.139999,28.92,42.889999,49.52,63.27,22.719999,42.419998,15.28,28.9,34.779999,42.040001,36.240002,51.0,71.82,81.050003,181.600006,10.03,38.310001,78.110001,13.2,54.869999,30.85,128.089996,86.970001
220,64.33000200000001,63.169998,6.13,25.58,43.82,101.830002,134.399994,43.549999,95.550003,70.040001,30.08,44.540001,52.669998,66.019997,22.889999,40.110001,15.95,30.66,35.86000100000001,43.369999,37.220001,51.490002,72.559998,79.91999799999998,186.199997,10.57,37.880001,77.839996,13.3,51.869999,30.790001,132.050003,86.839996
221,63.73,63.18,6.34,25.889999,43.68,102.550003,137.639999,43.959999,96.269997,72.889999,29.700001,45.110001,53.57,67.43,23.18,40.77,15.89,30.4,35.91,43.419998,36.009998,51.43,72.91999799999998,80.41999799999998,185.0,10.67,38.790001,78.82,13.87,53.040001,30.809999,134.059998,86.940002
222,64.160004,63.98,6.46,25.6,43.43,102.709999,138.350006,44.27,96.32,73.709999,30.040001,44.91,54.07,67.690002,22.67,41.110001,16.02,31.01,36.25,43.41,36.139999,50.48,72.839996,80.339996,185.979996,10.11,39.240002,78.980003,13.94,53.169998,30.719999,136.779999,87.379997
223,64.959999,64.360001,6.45,25.540001,43.5,101.989998,139.410004,44.049999,96.370003,72.760002,30.51,45.200001,53.040001,67.730003,22.57,41.84,15.93,30.57,36.139999,42.990002,36.419998,50.049999,73.279999,80.589996,185.279999,9.71,39.27,79.410004,13.94,54.080002,30.58,136.729996,86.83000200000002
224,64.849998,64.559998,6.91,25.75,44.07,102.32,141.0,44.560001,97.550003,73.25,30.870001,46.040001,53.73,69.059998,22.49,42.610001,16.27,30.75,36.400002,43.540001,37.029999,49.77,72.739998,81.18,185.889999,10.17,39.130001,80.43,13.98,54.799999,30.59,139.479996,87.25
225,64.25,64.050003,6.68,25.549999,44.5,102.5,141.179993,43.75,96.879997,73.16999799999998,31.52,46.380001,53.549999,69.410004,22.17,42.360001,16.110001,30.120001,35.54000100000001,43.18,37.080002,49.970001,73.809998,81.0,186.880005,10.17,39.150002,81.790001,14.19,54.82,30.58,139.839996,86.949997
226,63.98,64.290001,6.45,25.57,44.630001,103.209999,141.639999,43.490002,97.279999,72.83000200000002,31.719999,46.790001,53.610001,69.379997,21.84,42.48,15.84,30.07,35.66,43.580002,37.400002,50.0,74.110001,80.860001,188.020004,10.26,39.57,81.730003,13.94,54.669998,30.73,139.979996,87.540001
227,63.900002,64.199997,6.38,24.030001,44.32,103.779999,141.449997,44.240002,96.75,72.5,31.85,46.91,53.779999,69.220001,21.35,42.5,15.6,30.09,35.939999,43.470001,37.400002,50.34,74.529999,81.239998,192.490005,10.31,39.080002,82.08000200000002,13.61,55.049999,30.42,140.779999,88.08000200000002
228,62.709999,63.419998,6.25,23.549999,43.169998,102.739998,138.759995,43.93,95.879997,70.800003,31.280001,46.639999,52.240002,68.900002,20.77,41.810001,15.0,28.99,35.57,42.889999,36.75,49.5,73.779999,80.559998,191.199997,10.14,38.290001,81.760002,13.14,54.02,30.389999,137.990005,87.220001
229,62.0,64.019997,6.2,23.709999,42.650002,101.489998,137.610001,44.040001,95.43,69.650002,31.27,46.380001,51.43,68.720001,20.65,41.27,14.77,28.25,35.209999,42.82,35.74000200000001,49.689999,73.360001,79.18,189.309998,9.91,37.880001,81.019997,13.27,53.57,29.77,138.490005,86.349998
230,62.619999,64.5,6.45,23.040001,42.349998,101.480003,139.660004,44.139999,96.269997,70.58000200000002,32.0,47.459999,51.889999,69.809998,20.82,41.939999,14.87,29.02,35.799999,43.290001,36.599998,50.049999,74.599998,79.739998,189.630005,10.03,39.43,81.970001,13.61,53.98,29.530001,139.350006,87.190002
231,61.639999,63.23,6.54,22.33,41.580002,100.940002,136.020004,42.939999,94.459999,67.300003,31.73,46.950001,51.48,68.5,20.360001,41.639999,14.39,28.799999,35.09,42.48,36.240002,50.029999,73.220001,79.309998,186.279999,9.69,37.849998,81.32,12.9,53.919998,29.15,137.720001,86.480003
232,62.439999,63.459999,6.51,22.16,41.59,101.989998,138.889999,42.599998,94.959999,66.849998,31.84,46.970001,51.68,68.040001,20.389999,42.23,14.4,28.77,35.799999,43.48,36.619999,50.169998,73.279999,79.730003,186.660004,9.95,38.529999,81.58000200000002,12.76,54.349998,29.469999,138.899994,87.16999799999998
233,63.5,63.799999,6.63,22.219999,40.959999,102.470001,138.190002,42.16,94.260002,65.870003,31.33,47.700001,51.619999,67.93,20.370001,42.919998,14.35,28.549999,35.400002,43.119999,37.07,50.639999,73.41999799999998,79.910004,186.160004,10.06,38.02,82.0,12.65,55.400002,29.440001,138.800003,87.190002
234,63.509998,63.330002,6.55,21.09,41.380001,101.639999,137.850006,42.259998,93.970001,65.239998,32.299999,48.889999,51.740002,67.510002,21.4,42.41,14.47,28.940001,35.54000100000001,43.57,36.66,50.549999,73.949997,79.400002,187.029999,10.31,37.84,82.75,12.35,54.830002,29.93,138.440002,86.790001
235,62.970001,63.259998,6.96,21.889999,41.169998,101.059998,137.940002,42.419998,94.190002,65.0,32.959999,48.360001,52.139999,66.269997,21.059999,42.66,14.57,29.030001,35.619999,43.459999,36.849998,50.5,73.470001,79.209999,187.559998,10.48,38.220001,81.849998,12.61,54.5,29.9,137.320007,86.41999799999998
236,62.25,63.400002,6.65,21.25,41.869999,101.559998,137.929993,42.549999,93.980003,64.33000200000001,33.18,48.540001,52.759998,66.529999,21.299999,44.139999,14.59,29.200001,35.709999,43.169998,37.0,50.630001,74.720001,80.529999,186.979996,10.43,37.0,80.559998,11.5,56.040001,30.23,137.330002,86.739998
237,61.57,62.810001,6.38,20.940001,42.130001,100.75,135.509995,41.419998,93.480003,65.010002,32.380001,48.220001,52.419998,66.269997,21.67,43.830002,14.45,29.49,35.18,42.799999,36.66,50.380001,74.83000200000002,80.290001,185.25,10.13,35.810001,80.349998,11.02,57.290001,29.950001,135.46000700000002,86.66999799999998
238,60.02,60.48,5.88,20.370001,41.25,100.32,131.690002,40.09,91.849998,64.099998,31.99,47.209999,52.049999,64.839996,21.15,43.32,13.99,28.08,33.75,41.41,35.759998,48.68,73.699997,80.279999,181.0,10.02,36.799999,79.489998,10.6,58.720001,28.83,131.910004,86.25
239,61.990002,61.459999,5.96,20.92,42.189999,101.510002,134.940002,40.459999,92.510002,64.300003,32.869999,47.900002,50.700001,65.309998,21.6,44.049999,14.35,29.4,35.34,42.5,35.880001,48.91,74.730003,81.120003,183.649994,10.36,35.029999,80.400002,10.5,59.34,29.709999,134.690002,87.279999
240,61.630001,61.459999,6.03,20.700001,44.700001,101.120003,133.5,40.439999,91.650002,67.75,32.650002,47.599998,50.389999,64.0,20.809999,42.560001,13.88,27.610001,35.810001,41.889999,33.720001,48.52,73.889999,79.230003,182.669998,10.32,35.48,79.760002,10.81,58.77,29.4,133.029999,85.279999
241,60.419998,61.459999,5.74,20.459999,44.759998,103.82,128.699997,39.049999,90.660004,66.16999799999999,32.529999,46.419998,50.080002,63.189999,20.4,43.209999,13.65,26.85,35.380001,41.150002,32.779999,47.959999,73.639999,80.199997,180.839996,10.16,35.029999,78.879997,10.39,58.599998,29.48,130.03999299999998,83.879997
242,60.32,60.150002,5.53,20.99,43.970001,105.510002,128.070007,38.470001,91.32,66.629997,32.529999,46.369999,48.52,63.790001,20.620001,44.279999,13.37,26.67,34.82,40.990002,32.43,48.98,72.449997,82.349998,179.929993,9.71,33.720001,78.660004,10.26,60.369999,29.629999,130.619995,83.5
243,59.18,59.5,5.18,20.27,42.919998,105.650002,126.25,37.330002,89.910004,64.370003,32.080002,45.509998,47.009998,62.790001,19.950001,41.889999,13.06,25.719999,35.54000100000001,40.849998,31.5,47.610001,68.720001,79.5,173.220001,9.5,32.07,78.08000200000002,9.54,59.189999,28.219999,128.5,83.300003
244,58.459999,60.509998,5.75,20.299999,43.459999,105.529999,129.070007,39.880001,90.879997,64.459999,32.23,45.939999,47.509998,62.68,19.74,41.209999,13.77,26.18,36.889999,39.580002,31.389999,46.880001,68.0,78.589996,172.059998,9.67,32.02,77.93,9.62,58.470001,28.27,124.800003,83.68
245,55.200001,60.02,5.26,20.139999,43.34,105.25,128.75,40.419998,94.870003,63.919998,32.439999,46.459999,46.91,62.099998,19.879999,41.0,13.91,26.809999,37.189999,38.959999,32.220001,46.349998,67.410004,78.879997,173.169998,9.85,31.85,78.519997,9.4,57.75,28.389999,121.269997,83.629997
246,57.599998,59.959999,5.45,20.450001,43.5,106.0,129.330002,41.029999,93.599998,64.370003,32.779999,46.810001,47.52,63.259998,20.07,41.98,14.1,26.549999,37.689999,38.66,32.48,47.470001,67.470001,79.620003,174.320007,9.87,32.700001,78.900002,9.72,58.400002,29.040001,123.709999,84.489998
247,56.939999,59.599998,5.29,20.33,43.630001,106.57,129.940002,41.330002,92.900002,65.18,32.720001,47.080002,46.880001,61.720001,20.02,42.529999,14.03,26.4,37.279999,37.990002,32.060001,48.0,67.089996,79.720001,172.339996,9.7,33.049999,79.33000200000002,9.83,58.16,29.01,121.699997,84.730003
248,57.029999,59.5,5.27,20.309999,43.470001,106.040001,133.339996,41.93,93.349998,63.240002,32.93,47.459999,47.610001,62.459999,20.309999,41.52,14.18,26.67,37.509998,37.73,31.959999,49.040001,66.75,79.290001,174.919998,9.66,32.049999,79.260002,9.47,58.73,30.049999,121.849998,84.050003
249,58.040001,60.98,5.99,21.690001,45.669998,107.540001,131.369995,43.52,92.639999,65.019997,34.0,47.689999,48.650002,63.119999,21.49,43.549999,14.73,27.85,37.130001,38.950001,32.959999,49.52,66.790001,82.339996,175.979996,10.18,32.66,79.480003,9.81,62.130001,30.68,124.0,85.910004
250,57.950001,61.599998,5.62,21.32,44.310001,107.480003,130.229996,42.52,92.07,65.279999,34.27,48.349998,48.950001,63.02,21.700001,43.610001,14.94,28.129999,37.009998,38.439999,33.290001000000004,48.790001,65.370003,82.900002,177.600006,10.36,32.220001,79.199997,9.94,62.82,30.33,123.779999,86.529999
251,57.529999,60.84,5.52,21.309999,43.580002,106.150002,126.489998,41.66,91.190002,65.760002,33.610001000000004,47.610001,47.130001,61.900002,20.6,43.610001,14.7,27.139999,35.970001,37.610001,33.23,47.790001,64.57,82.220001,170.839996,10.27,32.040001000000004,78.400002,10.1,62.549999,30.049999,124.099998,85.300003
252,59.959999,61.580002,5.65,22.16,44.25,107.489998,130.479996,43.490002,94.029999,68.309998,34.509998,48.52,48.73,64.300003,21.5,43.689999,15.24,28.879999,36.709999,39.32,35.150002,48.709999,66.300003,83.360001,176.240005,10.61,34.080002,79.440002,11.0,62.77,30.59,127.010002,85.769997
253,62.779999,62.5,5.99,22.25,45.16,108.199997,133.110001,44.779999,94.510002,68.690002,35.049999,49.330002,50.330002,66.290001,21.67,43.599998,15.55,30.33,37.41,40.349998,35.639999,49.669998,68.279999,83.650002,178.0,10.81,34.560001,81.019997,11.17,63.400002,30.77,128.429993,86.739998
254,63.48,62.540001,6.0,21.879999,44.799999,109.0,133.449997,44.369999,96.099998,69.050003,34.790001000000004,49.380001,51.529999,66.510002,21.450001,43.849998,15.8,30.75,36.98,40.68,35.549999,50.099998,69.550003,83.720001,180.429993,10.91,34.900002,81.510002,10.88,64.199997,30.76,129.96000700000002,86.440002
255,61.599998,61.43,5.96,21.780001,43.709999,108.57,131.119995,43.349998,92.75,67.199997,34.41,48.860001,50.59,67.529999,21.42,43.200001,15.52,30.530001,35.330002,39.970001,35.23,50.07,68.029999,83.889999,176.320007,11.07,34.549999,80.099998,10.6,63.93,30.209999,126.230003,85.209999
256,63.73,62.869999,5.94,22.360001,45.639999,110.360001,133.46000700000002,44.98,95.0,68.489998,34.740002000000004,50.040001,52.5,69.699997,21.959999,45.400002,16.08,31.469999,35.919998,41.400002,35.939999,51.110001,69.300003,84.480003,184.130005,11.5,34.860001000000004,81.110001,10.81,63.849998,30.59,128.940002,86.440002
257,63.560001,64.029999,6.46,23.139999,46.290001,110.790001,137.660004,45.080002,95.790001,70.470001,34.939999,50.43,53.349998,69.730003,22.01,47.450001,16.41,31.790001,36.380001,42.259998,36.599998,52.950001,69.83000200000001,84.959999,183.940002,11.69,36.5,81.980003,11.23,64.959999,30.709999,129.399994,86.690002
258,62.18,63.549999,6.34,22.370001,45.720001,110.400002,137.389999,44.099998,94.790001,69.150002,34.25,49.419998,51.970001,68.940002,21.75,47.5,16.370001000000002,30.540001,35.560001,41.040001,36.0,52.91,68.769997,84.839996,181.699997,11.47,35.200001,81.07,10.94,64.839996,30.42,128.479996,86.540001
259,63.139999,64.400002,6.57,23.040001,45.799999,110.540001,137.190002,44.540001,96.389999,70.809998,34.290001000000004,49.27,52.619999,69.769997,21.799999,47.48,16.629998999999998,30.969999,36.040001,41.610001,36.07,53.57,69.470001,84.82,184.0,11.64,36.48,81.029999,11.44,64.470001,30.49,128.589996,86.709999
260,63.41,64.57,6.74,23.18,46.720001,110.949997,135.830002,44.849998,96.639999,70.980003,33.369999,49.639999,53.110001,70.190002,21.799999,48.52,16.549999,30.68,36.240002,41.68,36.040001,54.25,70.18,84.800003,183.5,11.71,36.779999,81.410004,11.88,64.870003,30.26,128.889999,86.949997
261,59.759998,60.639999,6.17,22.299999,44.470001,109.099998,127.029999,41.240002,91.599998,68.660004,32.75,47.790001,49.700001,66.550003,21.280001,46.59,15.14,28.790001,34.169998,38.84,34.619999,51.650002,67.379997,83.360001,169.740005,11.1,35.669998,79.610001,11.31,63.290001,28.74,120.459999,85.41999799999998
262,64.889999,63.860001,6.93,24.440001,46.299999,112.050003,135.919998,46.720001,97.309998,74.07,33.990002000000004,47.790001,52.759998,69.349998,22.309999,46.259998,16.379998999999998,32.580002,35.98,41.73,36.139999,54.380001,69.459999,83.099998,184.880005,11.82,38.52,82.470001,12.24,62.470001,29.82,132.669998,87.599998
263,67.389999,70.769997,7.0,23.059999,50.139999,112.790001,146.470001,49.509998,105.709999,71.629997,34.82,54.080002,57.790001,77.41999799999998,22.4,47.490002,19.120001,34.98,39.119999,46.540001,37.98,55.889999,72.900002,83.91999799999998,193.970001,13.22,36.400002,84.989998,11.75,61.5,31.24,141.059998,87.980003
264,65.089996,68.410004,7.03,22.719999,48.049999,113.199997,141.75,47.240002,104.809998,71.800003,34.830002,53.25,55.880001,77.459999,21.450001,47.650002,17.84,32.669998,38.529999,45.740002,37.490002,54.459999,71.099998,84.75,189.429993,13.24,36.34,84.599998,12.02,60.66,30.040001,136.720001,87.190002
265,65.980003,69.5,7.58,23.200001,48.830002,113.389999,144.149994,48.43,104.879997,72.260002,35.889999,54.380001,59.0,80.010002,21.219999,48.27,18.549999,33.380001,39.290001,46.57,38.25,55.130001,71.290001,85.379997,190.610001,13.47,37.200001,84.91999799999998,12.04,61.869999,31.120001,140.550003,87.389999
266,65.620003,67.400002,7.44,23.870001,48.470001,112.389999,141.21000700000005,46.91,103.519997,72.510002,36.0,53.25,58.360001,80.010002,21.27,47.889999,18.120001,32.889999,39.110001,45.040001,37.84,55.939999,70.480003,85.129997,186.330002,13.61,37.93,83.760002,12.23,64.230003,31.09,139.820007,87.269997
267,66.370003,67.730003,7.77,23.74,49.459999,113.040001,142.089996,47.150002,103.919998,72.529999,35.779999,54.02,59.919998,79.879997,21.16,47.849998,18.209999,33.009998,39.77,46.75,39.169998,56.110001,69.519997,85.08000200000002,184.869995,14.12,38.77,84.050003,12.57,64.870003,31.17,142.600006,87.629997
268,66.75,69.849998,7.71,23.83,50.09,114.730003,143.820007,48.099998,104.029999,73.720001,35.459999,53.759998,61.790001,80.75,21.290001,50.099998,18.5,33.169998,39.830002,47.360001,39.509998,56.970001,68.959999,87.059998,187.300003,14.67,38.540001,84.440002,12.49,67.900002,31.540001,143.729996,88.050003
269,67.139999,70.75,7.74,24.639999,49.970001,114.989998,143.660004,48.279999,105.589996,74.339996,35.549999,54.5,61.880001,81.849998,21.200001,49.950001,18.559999,33.48,39.380001,47.93,40.0,57.990002,69.480003,87.690002,188.639999,14.96,38.790001,84.870003,12.5,67.910004,31.24,143.96000700000005,88.639999
270,68.25,72.91999799999998,8.1,24.17,52.16,117.769997,146.619995,50.360001,109.099998,74.980003,36.380001,55.049999,64.300003,84.209999,21.309999,50.43,19.15,34.900002,40.349998,49.580002,41.720001,58.560001,72.25,88.0,193.160004,16.33,39.560001,86.089996,12.62,69.029999,30.75,146.610001,90.139999
271,67.150002,71.739998,7.5,23.48,52.259998,117.900002,138.479996,48.75,107.0,70.480003,35.880001,54.59,63.529999,83.709999,21.379999,49.32,18.809999,33.75,40.25,47.0,40.529999,57.18,72.0,87.739998,190.509995,15.79,36.41,85.730003,11.63,66.360001,30.219999,142.0,91.889999
272,66.980003,72.110001,7.2,23.309999,52.240002,116.709999,140.149994,47.5,106.690002,70.860001,35.41,54.23,64.190002,82.029999,21.200001,48.740002,18.59,33.169998,41.049999,47.0,39.830002,57.220001,71.720001,87.650002,189.740005,15.17,36.110001,85.529999,11.26,67.260002,30.08,140.270004,92.260002
273,65.449997,70.0,7.0,22.52,51.119999,115.629997,137.080002,46.700001,103.029999,67.400002,34.560001,53.509998,62.18,80.559998,20.790001,48.389999,17.860001,31.58,40.509998,45.060001,39.029999,56.810001,70.32,86.120003,186.020004,14.35,34.560001,84.5,10.69,66.5,29.139999,136.809998,90.099998
274,67.099998,70.879997,7.12,22.65,51.98,117.839996,139.119995,47.880001,104.089996,66.589996,34.950001,54.23,62.98,80.040001,21.049999,49.150002,18.34,32.709999,41.119999,45.32,39.860001,57.799999,72.239998,86.800003,188.190002,14.94,34.310001,85.5,10.65,67.970001,29.200001,137.5,91.519997
275,66.660004,70.949997,7.13,21.85,52.0,118.370003,138.679993,47.200001,104.269997,65.470001,34.75,53.610001,62.25,78.730003,21.299999,49.689999,18.65,33.32,41.169998,45.080002,38.790001,58.610001,73.209999,87.190002,185.309998,15.06,34.380001,85.400002,10.59,68.0,31.27,137.660004,91.379997
276,67.110001,71.610001,7.31,21.940001,52.220001,117.849998,138.899994,47.110001,104.199997,65.349998,34.869999,54.150002,63.630001,79.239998,21.08,49.599998,18.610001,33.130001,40.650002,45.169998,38.82,58.32,72.57,87.379997,186.470001,15.18,33.77,85.610001,10.6,67.199997,30.77,138.5,90.510002
277,67.410004,71.43,7.39,22.190001,51.84,118.339996,138.070007,47.09,103.75,66.82,34.93,53.759998,63.970001,79.339996,20.799999,49.200001,18.559999,33.490002000000004,40.360001,44.099998,39.02,58.77,72.709999,87.110001,186.600006,15.17,34.240002000000004,85.57,10.6,67.510002,30.52,137.330002,90.68
278,66.620003,71.160004,7.42,22.360001,51.549999,117.940002,136.850006,46.509998,102.669998,67.010002,35.0,54.630001,63.580002,79.639999,21.01,49.330002,18.120001,32.549999,39.799999,43.509998,38.799999,58.52,72.08000200000002,86.699997,184.639999,14.92,34.169998,85.790001,10.91,68.300003,30.65,136.330002,90.019997
279,66.459999,70.739998,7.36,22.4,51.34,118.410004,136.169998,46.73,102.699997,66.690002,35.18,55.040001,63.380001,78.529999,20.93,50.139999,17.98,32.189999,39.360001,42.299999,38.869999,58.040001,72.220001,87.279999,186.110001,14.67,34.25,86.029999,11.11,68.5,30.25,136.509995,90.889999
280,66.540001,71.449997,7.48,22.889999,51.450001,118.5,137.25,46.709999,102.82,66.900002,35.25,55.02,64.139999,78.900002,21.110001,50.810001,18.1,32.470001,39.349998,42.66,38.57,58.98,72.099998,87.870003,186.009995,14.83,34.869999,85.800003,11.35,69.230003,31.6,136.399994,90.830002
281,66.410004,71.709999,7.61,23.24,51.470001,118.309998,136.71000700000002,47.009998,102.489998,66.949997,35.700001,55.110001,64.449997,80.099998,21.15,51.07,18.110001,32.849998,39.310001,42.389999,38.59,59.02,72.33000200000002,87.730003,184.669998,15.22,34.759998,85.279999,11.0,69.139999,31.9,137.0,90.68
282,64.349998,70.540001,7.22,22.799999,50.66,118.010002,135.059998,46.0,101.599998,66.07,35.27,54.139999,63.610001,78.260002,20.719999,50.360001,17.780001000000006,31.91,38.73,41.509998,37.919998,57.66,71.809998,87.010002,182.039993,14.87,34.23,84.260002,10.85,68.66999799999999,30.92,136.080002,90.099998
283,63.869999,70.07,7.15,22.809999,50.41,117.440002,134.220001,45.950001,101.150002,65.699997,35.599998,54.029999,62.900002,78.209999,20.709999,50.439999,17.57,31.469999,38.18,41.200001,37.919998,58.009998,71.510002,86.650002,181.699997,14.77,34.259998,84.300003,10.7,68.559998,30.940001,136.520004,90.029999
284,64.709999,70.559998,7.2,22.98,50.82,118.379997,135.259995,46.82,102.629997,64.410004,36.080002,54.959999,63.380001,78.519997,20.92,53.700001,17.74,32.049999,38.639999,41.450001,38.119999,58.139999,72.269997,87.309998,182.990005,15.15,33.610001000000004,84.860001,10.6,69.550003,31.35,137.529999,90.940002
285,63.869999,70.33000200000001,7.0,21.93,50.700001,118.410004,136.279999,46.939999,104.25,64.300003,36.290001,55.610001,62.84,79.120003,21.67,52.950001,17.709999,31.620001,38.299999,41.959999,37.77,59.049999,71.93,87.16999799999998,186.520004,15.35,32.439999,85.0,9.81,69.540001,31.459999,138.479996,91.120003
286,63.799999,71.110001,7.06,22.4,51.209999,118.0,135.770004,47.73,103.629997,65.43,36.549999,56.189999,62.110001,78.910004,21.790001,51.5,18.1,31.6,38.380001,42.75,38.66,58.84,71.32,87.260002,185.199997,15.57,33.790001000000004,85.58000200000002,10.3,68.389999,31.42,138.5,90.190002
287,63.52,72.0,7.25,22.74,51.02,117.449997,135.720001,49.029999,104.610001,65.769997,36.16,56.23,62.209999,79.139999,21.709999,51.110001,18.17,31.68,38.310001,43.07,38.669998,59.040001,70.620003,86.779999,186.429993,15.67,34.279999,85.480003,10.35,67.699997,31.91,140.360001,88.790001
288,62.73,71.0,6.91,22.799999,50.27,116.290001,134.369995,48.07,104.32,64.199997,36.09,56.099998,61.330002,81.040001,21.559999,50.049999,17.639999,31.07,37.77,42.490002,38.57,57.630001,70.519997,84.910004,183.940002,15.4,33.799999,85.989998,10.0,66.220001,32.060001,138.429993,88.220001
289,62.630001,70.139999,6.96,22.41,49.880001,115.559998,134.820007,46.970001,103.230003,63.610001,36.34,56.049999,60.82,79.5,21.74,49.5,17.5,30.75,37.57,42.400002,38.150002,57.150002,70.489998,84.0,183.289993,15.34,33.279999,85.690002,10.03,66.32,31.93,140.009995,87.16999799999998
290,63.130001,69.940002,6.94,22.280001,49.959999,115.150002,133.919998,46.459999,103.559998,63.18,35.98,55.09,61.75,79.220001,21.559999,49.400002,17.559998999999998,31.040001,37.599998,41.869999,37.84,56.369999,69.400002,83.910004,182.350006,15.27,33.549999,84.989998,10.05,66.779999,28.57,142.0,85.900002
291,64.129997,72.139999,6.99,22.299999,51.5,116.5,136.649994,47.68,105.510002,63.220001,37.029999,55.799999,59.860001,80.470001,22.0,49.610001,18.030001,31.469999,37.669998,42.650002,38.669998,56.57,69.529999,85.089996,184.25,16.0,33.880001,85.690002,10.36,66.239998,28.84,144.160004,87.269997
292,62.720001,71.0,6.91,22.209999,49.900002,115.860001,133.110001,46.099998,104.839996,62.970001,35.619999,54.700001,58.400002,79.010002,22.09,48.91,17.33,30.73,36.970001,42.240002,37.73,56.380001,68.940002,84.059998,181.460007,15.79,33.82,84.949997,10.11,66.209999,28.620001,138.550003,86.269997
293,63.16,71.66999799999998,6.94,21.85,50.560001,116.400002,136.630005,46.57,105.949997,62.09,35.889999,54.669998,59.27,78.959999,22.5,48.740002,17.629998999999994,31.389999,38.330002,42.57,37.66,56.779999,69.739998,83.209999,182.600006,15.49,33.93,84.809998,10.04,66.93,28.75,140.479996,86.58000200000002
294,62.32,70.0,6.95,21.530001,49.799999,115.68,133.889999,45.990002,105.339996,61.68,34.860001000000004,54.5,58.689999,78.879997,22.459999,48.34,17.26,30.75,39.689999,41.630001,37.290001,55.939999,69.290001,83.519997,179.820007,15.36,33.099998,85.790001,9.58,66.199997,28.51,137.830002,87.059998
295,62.830002,69.970001,6.92,21.73,50.200001,115.889999,135.130005,46.490002,105.5,62.630001,34.720001,55.07,58.5,78.620003,22.0,48.939999,17.33,31.139999,39.75,41.77,37.75,56.540001,69.58000200000001,83.949997,183.0,15.34,34.330002,87.050003,9.76,66.68,28.33,138.21000700000002,85.970001
296,63.0,70.949997,6.69,22.719999,50.389999,116.32,136.199997,46.790001,106.230003,63.099998,34.299999,56.119999,58.709999,78.690002,22.73,48.799999,17.49,31.889999,40.709999,42.119999,38.330002,56.669998,69.349998,83.489998,186.240005,15.3,34.889999,87.120003,9.57,66.349998,28.549999,140.169998,85.440002
297,61.549999,69.58000200000001,6.66,22.32,50.259998,115.120003,135.130005,45.790001,104.720001,62.48,33.84,55.0,57.470001,77.279999,22.559999,48.560001,17.48,31.43,39.779999,41.349998,38.650002,56.310001,68.290001,83.279999,183.600006,15.26,34.5,85.849998,9.43,66.519997,28.450001,137.229996,85.68
298,61.27,70.470001,6.72,22.35,50.139999,115.849998,136.830002,46.080002,104.489998,62.84,33.73,55.240002,57.720001,77.449997,22.32,49.119999,17.549999,31.57,39.990002,41.610001,38.740002,56.139999,68.440002,82.639999,183.009995,14.83,34.349998,84.389999,9.29,66.449997,28.290001,138.559998,84.980003
299,61.02,71.120003,7.05,23.0,50.41,116.900002,141.649994,46.630001,103.629997,64.209999,34.509998,56.900002,57.049999,79.779999,22.620001,50.290001,17.690001000000006,31.799999,40.02,42.450001,39.07,54.48,68.099998,84.709999,180.350006,15.04,34.310001,85.08000200000002,9.53,68.230003,28.43,138.089996,85.339996
300,61.810001,70.949997,7.2,23.08,50.630001,117.5,143.759995,46.810001,104.099998,64.58000200000001,35.060001,57.459999,56.380001,78.83000200000002,22.639999,50.09,17.799999,30.59,40.07,42.689999,39.790001,54.98,68.279999,85.18,180.839996,15.32,34.119999,85.93,9.78,68.379997,28.959999,140.970001,85.690002
301,62.220001,70.730003,7.02,23.08,50.330002,113.529999,143.449997,46.779999,104.160004,64.75,35.700001,57.939999,55.830002,74.0,22.42,49.59,17.68,30.9,40.099998,41.889999,39.150002,54.66,68.370003,84.010002,181.169998,15.09,34.950001,84.860001,9.66,67.620003,28.780001,140.800003,85.300003
302,61.509998,69.75,6.83,22.32,49.009998,113.150002,143.600006,46.509998,102.190002,63.549999,34.610001000000004,58.02,54.720001,71.940002,22.219999,49.119999,17.27,29.809999,40.139999,41.630001,38.509998,54.619999,68.529999,82.5,181.100006,14.88,35.639999,84.16999799999998,9.2,67.370003,28.4,138.309998,85.41999799999998
303,60.09,68.900002,6.43,21.18,47.810001,111.889999,139.100006,45.189999,101.349998,61.66,33.43,56.73,53.900002,70.589996,22.01,48.540001,16.549999,28.549999,39.720001,40.07,37.599998,54.18,68.0,82.0,179.259995,13.96,33.02,83.900002,9.07,67.800003,28.360001,135.179993,85.040001
304,60.330002,70.269997,6.51,21.639999,49.0,111.199997,140.779999,45.98,102.190002,61.52,33.689999,57.18,54.630001,71.449997,22.48,49.68,17.030001000000002,29.440001,39.959999,40.439999,38.189999,58.27,67.93,82.110001,181.460007,14.08,32.66,84.059998,9.17,66.529999,29.0,136.130005,84.0
305,58.02,68.550003,6.37,20.66,48.75,111.169998,139.759995,45.540001,101.139999,62.459999,33.450001,56.459999,53.700001,71.489998,22.32,48.439999,16.639999,28.92,39.52,39.900002,38.450001,54.189999,67.599998,80.93,180.660004,13.98,31.73,83.599998,8.84,65.019997,28.43,133.880005,83.209999
