,APA,APC,CHK,COG,COP,CVX,CXO,DVN,EOG,EQT,FTI,HAL,HES,HP,KMI,MPC,MRO,MUR,NBL,NFX,NOV,OKE,OXY,PSX,PXD,RIG,RRC,SLB,SWN,VLO,WMB,XEC,XOM
132,58.490002,53.0,4.63,24.23,45.419998,101.849998,121.339996,36.82,83.550003,71.639999,27.540001,42.799999,61.509998,61.110001,18.02,35.900002,13.8,31.85,36.59,41.639999,33.0,43.48,76.699997,80.41999799999998,163.949997,10.25,43.5,78.379997,13.37,54.869999,21.43,119.800003,90.25
133,57.66,51.91,4.16,23.690001,44.27,101.379997,121.43,35.560001,81.940002,73.099998,26.76,42.299999,59.939999,60.41,17.780001000000006,34.66,13.06,30.719999,35.400002,40.66,32.580002,42.259998,75.970001,80.050003,162.21000700000005,9.83,41.580002,77.050003,13.05,54.16,20.690001,117.739998,89.400002
134,58.259998,51.950001,4.23,24.02,44.59,102.150002,122.779999,36.189999,82.029999,73.550003,27.059999,42.389999,60.439999,60.759998,17.860001,35.16,13.11,30.860001,36.139999,40.540001,32.580002,42.93,76.220001,80.900002,162.600006,9.82,41.709999,77.07,13.37,54.57,21.66,118.550003,90.0
135,56.490002,51.860001,4.21,23.969999,43.369999,100.239998,121.339996,35.369999,80.650002,72.739998,27.23,41.799999,59.93,59.849998,18.08,34.830002,12.88,30.91,34.959999,40.77,32.330002,43.25,74.900002,79.900002,160.320007,9.79,42.66,76.300003,13.6,54.700001,21.84,116.279999,88.43
136,55.509998,51.529999,4.3,24.360001,43.75,100.400002,120.0,35.439999,79.959999,72.760002,26.58,41.919998,58.240002,59.299999,17.82,36.48,13.01,30.190001,35.189999,39.41,31.77,43.110001,74.82,80.57,157.78999299999995,9.7,42.560001,75.470001,13.86,55.700001,22.26,114.529999,88.209999
137,55.919998,51.82,4.26,24.790001,44.389999,100.650002,121.309998,36.889999,80.239998,73.75,26.66,42.150002,59.330002,58.91,17.969998999999994,36.650002,13.36,30.629999,35.49000200000001,40.220001,32.110001000000004,43.779999,75.480003,80.610001,159.630005,9.7,43.259998,75.699997,14.52,55.549999,22.709999,117.419998,88.440002
138,55.470001,52.0,4.24,24.65,44.799999,101.339996,121.099998,37.259998,80.610001,74.610001,27.02,43.130001,58.950001,60.16,18.15,35.68,13.65,31.030001,35.18,40.09,32.490002000000004,44.419998,75.559998,80.610001,161.559998,9.9,43.759998,76.559998,14.9,55.200001,23.200001,117.199997,88.870003
139,56.220001,53.669998,4.67,24.610001,45.970001,101.839996,121.720001,37.959999,81.989998,74.389999,27.99,44.950001,60.91,65.0,18.700001,35.459999,14.15,31.809999,36.290001,40.290001,35.209999,45.369999,76.0,80.870003,161.520004,11.04,45.09,79.449997,15.27,55.110001,23.68,118.230003,89.75
140,59.0,56.240002,4.89,25.700001,47.950001,103.550003,127.75,39.139999,86.599998,75.760002,29.0,46.34,62.23,67.629997,18.59,36.990002,15.0,33.290001000000004,37.950001,42.310001,36.57,45.880001,76.599998,81.58000200000002,167.410004,11.56,46.299999,80.730003,15.44,56.0,23.41,122.830002,91.029999
141,56.220001,54.32,4.75,24.85,46.720001,102.040001,124.349998,36.939999,84.16999799999998,74.120003,28.51,45.689999,60.720001,66.470001,17.950001,36.349998,14.18,31.75,37.07,40.939999,36.139999,44.830002,74.559998,81.650002,164.559998,11.27,43.98,79.470001,13.94,54.139999,22.92,119.669998,90.18
142,55.16,53.549999,4.67,25.559999,45.900002,102.470001,122.879997,36.57,83.32,76.849998,27.82,45.040001,59.509998,66.220001,17.85,36.32,13.97,31.129999,36.900002,40.73,35.75,45.650002,75.0,80.25,162.490005,11.19,45.419998,78.690002,14.37,53.52,22.790001,118.870003,90.400002
143,53.029999,52.509998,4.37,24.92,43.959999,101.5,119.489998,34.84,80.989998,75.139999,26.790001,43.939999,57.279999,64.559998,17.24,36.060001,13.24,28.879999,36.119999,39.5,34.32,44.799999,74.839996,79.730003,158.830002,10.62,43.119999,78.010002,13.1,53.130001,21.76,114.080002,89.91999799999998
144,53.689999,52.630001,4.24,25.02,43.84,101.760002,119.330002,35.599998,81.220001,74.25,26.43,44.0,57.0,63.860001,17.27,33.91,13.26,28.889999,36.029999,39.380001,34.349998,44.860001,75.089996,78.629997,159.679993,10.8,43.169998,77.18,13.11,51.0,21.67,113.279999,90.449997
145,54.310001,53.490002,4.27,24.629999,43.91,100.629997,121.529999,35.419998,82.730003,74.699997,26.709999,43.880001,57.650002,64.309998,17.450001,32.380001,13.06,29.24,36.360001,40.439999,34.080002,45.48,75.089996,78.629997,161.75,11.1,43.169998,77.18,12.85,50.450001,21.0,114.239998,90.230003
146,53.619999,52.529999,4.21,24.26,43.200001,99.970001,120.239998,34.959999,81.25,73.82,26.34,43.360001,56.389999,64.279999,17.43,32.939999,12.9,28.719999,36.200001,39.77,33.43,44.599998,74.360001,78.470001,156.490005,10.75,42.650002,76.150002,12.76,51.049999,20.940001,112.650002,89.699997
147,53.77,54.439999,4.39,24.66,43.599998,101.440002,119.129997,35.279999,80.949997,75.360001,26.459999,43.75,57.02,65.099998,17.790001,33.540001000000004,12.98,28.469999,36.18,39.75,34.209999,44.959999,74.849998,79.339996,154.5,10.77,43.310001,76.879997,12.9,51.91,22.299999,112.690002,91.489998
148,54.990002,55.889999,4.81,25.040001,45.0,102.879997,122.75,36.799999,82.33000200000002,77.959999,27.59,44.93,58.18,67.209999,18.32,34.0,13.85,30.4,37.700001,40.889999,35.669998,46.299999,75.980003,79.529999,156.740005,11.55,45.130001,78.879997,13.44,52.240002,22.690001,117.139999,91.290001
149,54.82,54.740002,4.54,24.98,44.580002,102.690002,122.07,37.169998,82.989998,77.25,27.35,43.919998,58.119999,65.91999799999999,18.040001,34.610001000000004,14.74,30.950001,36.619999,39.91,34.950001,45.959999,76.309998,79.300003,153.949997,11.12,44.959999,77.5,13.79,51.700001,22.25,116.040001,90.720001
150,56.619999,55.389999,4.72,25.52,45.119999,103.5,126.400002,38.540001,84.900002,78.790001,27.959999,44.939999,59.029999,67.510002,18.799999,35.200001,15.13,32.25,37.080002,41.5,35.959999,47.220001,77.279999,79.370003,158.5,11.48,46.619999,79.010002,14.28,52.549999,21.610001,119.599998,91.839996
151,57.139999,55.25,4.57,25.389999,44.599998,103.449997,126.93,38.439999,84.760002,79.010002,27.99,45.279999,58.73,68.18,18.709999,35.869999,15.02,31.959999,37.029999,43.759998,36.130001,47.049999,77.82,80.019997,160.610001,11.6,45.73,78.989998,13.63,53.400002,21.1,119.529999,91.93
152,55.5,52.66,4.26,24.530001,43.32,101.459999,124.220001,36.43,81.58000200000002,75.690002,26.18,43.810001,57.040001,66.279999,17.85,34.889999,14.31,30.5,35.049999,40.919998,34.790001000000004,44.869999,75.68,78.290001,153.910004,11.18,43.200001,76.629997,12.96,51.900002,20.5,114.349998,89.879997
153,53.880001,52.080002,4.25,24.530001,42.509998,101.25,119.529999,35.169998,80.0,76.050003,25.41,43.290001,54.869999,65.110001,17.67,34.830002,14.3,29.9,34.869999,41.27,33.700001,45.540001,74.360001,78.190002,151.580002,11.05,42.889999,75.410004,12.57,52.07,20.879999,112.360001,88.900002
154,53.419998,50.990002,4.28,24.559999,41.970001,101.220001,118.559998,35.02,80.650002,77.33000200000002,25.030001,42.630001,54.5,64.150002,17.690001000000006,33.900002,14.28,29.41,34.689999,42.27,32.400002,45.619999,74.309998,78.0,150.080002,11.05,43.650002,75.959999,12.85,52.049999,20.57,112.879997,89.730003
155,54.759998,52.119999,4.45,26.280001,42.5,102.519997,120.260002,36.610001,82.800003,79.980003,25.66,43.790001,55.869999,65.040001,17.9,36.060001,15.02,30.639999,35.560001,43.490002,32.57,46.470001,73.980003,79.209999,151.880005,11.28,45.139999,77.529999,13.1,52.07,20.92,116.989998,91.410004
156,55.82,53.099998,4.39,25.33,43.720001,103.559998,120.43,36.540001,83.440002,76.93,26.16,44.48,59.419998,66.110001,18.51,37.16,15.02,31.879999,36.360001,44.400002,32.919998,47.279999,75.220001,79.400002,151.779999,11.57,43.75,77.959999,12.88,51.810001,20.610001,118.050003,92.330002
157,55.759998,53.790001,4.25,25.809999,43.849998,104.779999,119.440002,35.98,83.779999,77.25,26.969999,45.200001,60.009998,67.129997,18.68,37.66,14.88,31.6,35.900002,44.18,33.650002,47.490002,75.43,79.07,151.669998,11.82,43.43,79.139999,12.76,50.790001,20.5,119.75,93.360001
158,55.41,53.41,4.39,25.26,42.720001,103.5,116.699997,36.43,83.120003,77.66999799999998,26.780001,44.740002,58.650002,66.959999,18.459999,38.810001,15.21,31.67,35.549999,43.209999,33.830002,47.110001,74.900002,78.970001,148.559998,12.53,43.310001,78.730003,12.73,51.419998,20.34,117.459999,93.120003
159,54.389999,53.110001,4.26,25.280001,41.549999,103.260002,116.449997,35.830002,82.029999,76.870003,25.629999,43.360001,56.540001,64.91999799999999,18.16,38.560001,14.56,29.870001,35.57,43.150002,31.790001,46.98,75.220001,77.260002,151.009995,11.9,41.970001,77.43,11.57,49.57,20.0,115.300003,93.349998
160,55.970001,55.93,4.45,26.16,42.299999,104.889999,120.010002,37.540001,83.83000200000002,78.360001,26.09,44.02,57.73,65.889999,18.41,36.759998,15.2,31.139999,36.599998,43.889999,32.0,47.810001,75.66999799999998,76.589996,153.190002,12.03,43.84,78.300003,12.34,48.950001,20.42,117.949997,94.339996
161,55.700001,56.240002,4.35,25.85,42.349998,103.879997,117.470001,37.580002,82.839996,77.699997,26.24,44.279999,57.68,66.199997,18.620001,35.919998,15.06,30.68,36.77,43.34,32.290001000000004,47.52,76.5,74.540001,150.71000700000005,12.03,43.619999,78.32,12.51,47.619999,20.549999,116.080002,93.389999
162,55.540001,56.169998,4.31,25.5,42.740002,104.809998,119.300003,38.099998,82.940002,78.269997,26.799999,45.41,57.23,66.91999799999999,19.0,36.419998,15.0,31.0,36.169998,44.18,32.759998,47.470001,76.33000200000002,74.849998,154.5,12.07,44.48,79.0,13.16,48.130001,21.190001,118.919998,93.75
163,56.400002,56.880001,4.33,26.0,43.16,106.300003,120.559998,38.82,84.550003,78.209999,26.9,45.189999,57.240002,67.940002,19.5,36.73,15.03,31.059999,36.630001,44.599998,32.82,47.939999,77.410004,75.989998,155.110001,12.1,44.43,79.139999,13.24,48.98,21.08,119.989998,94.669998
164,57.540001,57.43,4.5,25.959999,43.799999,106.779999,123.0,40.040001,84.589996,78.470001,27.26,45.810001,59.990002,69.699997,19.9,37.5,15.44,32.59,37.18,45.16,33.950001,48.299999,77.489998,76.08000200000002,156.5,12.79,44.91,79.650002,14.22,49.290001,22.719999,120.870003,94.650002
165,57.360001,56.830002,4.43,26.139999,43.509998,107.199997,122.629997,39.830002,84.839996,77.190002,27.459999,45.900002,59.09,69.790001,20.299999,37.25,15.55,32.540001000000004,37.169998,45.189999,33.830002,47.810001,77.550003,76.360001,155.919998,12.69,45.07,79.769997,14.24,49.959999,22.5,119.230003,95.050003
166,57.459999,55.830002,4.54,25.450001,43.27,107.330002,123.910004,38.59,84.510002,76.220001,27.48,45.970001,58.080002,68.989998,21.030001,37.639999,15.41,32.330002,36.790001,44.84,34.0,47.75,77.339996,76.910004,156.660004,12.61,43.130001,79.82,13.48,50.630001,23.82,119.970001,95.440002
167,56.91,54.73,4.44,25.08,42.73,106.669998,122.440002,37.880001,83.91999799999998,75.599998,27.18,45.169998,56.720001,68.339996,21.0,36.580002,15.04,31.58,36.720001,44.490002,33.119999,47.82,77.010002,75.769997,157.21000700000005,12.2,42.990002,78.809998,13.37,49.849998,23.940001,119.239998,94.919998
168,56.110001,54.880001,4.53,25.370001,42.450001,105.980003,122.220001,38.330002,82.870003,75.650002,27.49,45.310001,57.099998,67.489998,21.77,37.0,15.06,31.68,36.68,44.650002,33.16,47.759998,76.33000200000002,75.730003,156.009995,12.22,43.450001,79.589996,13.5,50.549999,24.49,118.629997,94.760002
169,54.349998,53.360001,4.41,24.690001,41.720001,105.93,120.529999,37.310001,81.529999,75.089996,27.200001,44.919998,55.810001,65.989998,21.809999,37.299999,14.62,30.66,36.02,43.380001,32.759998,47.310001,76.139999,75.739998,153.690002,11.99,42.860001,79.43,13.18,51.060001,24.879999,117.790001,94.25
170,54.75,54.560001,4.92,24.5,41.799999,105.400002,121.559998,37.959999,82.150002,75.08000200000002,27.959999,44.279999,56.279999,65.769997,21.200001,37.889999,14.8,30.690001,36.02,44.310001,33.0,47.25,75.91999799999998,75.550003,153.800003,12.13,42.0,80.510002,13.21,50.900002,25.43,119.139999,93.889999
171,53.900002,54.900002,5.14,24.41,41.110001,105.68,121.650002,37.599998,82.050003,75.33000200000002,27.120001,43.830002,55.259998,64.510002,21.030001,37.259998,14.49,29.41,35.450001,44.52,32.93,46.639999,75.66999799999998,75.120003,152.690002,12.2,41.209999,80.019997,14.01,50.060001,24.66,117.709999,94.110001
172,53.040001,54.130001,5.37,24.200001,40.43,104.860001,121.400002,37.34,80.379997,74.599998,25.76,43.439999,53.5,64.150002,21.09,37.43,13.94,28.629999,34.66,43.939999,32.0,45.529999,74.900002,75.029999,152.0,11.27,40.830002,81.300003,14.33,49.860001,24.389999,117.07,93.470001
173,51.689999,53.259998,5.03,23.41,40.049999,102.57,117.68,36.07,78.470001,73.379997,25.190001,42.349998,52.459999,62.610001,20.75,36.799999,13.49,28.17,34.310001,42.459999,31.209999,45.220001,74.209999,74.470001,148.630005,11.06,40.790001,79.900002,14.32,50.57,23.549999,113.650002,91.629997
174,52.82,55.07,5.59,23.77,40.939999,102.68,121.0,37.82,80.760002,74.0,25.450001,43.200001,52.0,64.300003,20.809999,38.66,13.89,28.969999,35.009998,43.599998,31.959999,45.310001,74.57,76.43,150.410004,11.21,42.48,80.68,14.48,52.700001,23.790001,115.32,91.510002
175,51.720001,53.799999,5.18,23.6,40.25,102.089996,119.400002,36.209999,79.739998,74.010002,25.549999,42.810001,51.5,61.990002,20.129999,38.220001,13.19,27.73,34.75,42.130001,31.0,43.889999,73.779999,75.690002,153.25,10.78,40.700001,79.769997,14.21,52.389999,23.290001,112.510002,90.540001
176,51.150002,52.779999,5.15,23.559999,39.77,100.529999,117.870003,35.939999,79.0,73.400002,25.16,42.27,51.41,60.459999,20.129999,38.009998,13.21,26.0,34.810001,41.889999,31.809999,43.779999,73.41999799999998,75.379997,157.619995,10.67,40.189999,78.230003,14.35,51.669998,22.99,113.75,87.610001
177,51.82,53.880001,5.33,24.58,40.41,101.330002,123.309998,37.740002,81.040001,72.309998,25.200001,43.419998,52.669998,61.619999,20.09,39.130001,13.42,27.07,35.29000100000001,42.950001,32.0,44.389999,74.400002,75.300003,161.03999299999995,10.65,39.950001,79.790001,14.5,52.130001,23.67,118.660004,88.08000200000002
178,50.5,52.369999,5.2,23.77,39.810001,99.519997,119.720001,36.220001,79.370003,70.889999,24.33,42.5,51.48,61.59,19.809999,39.310001,13.12,26.15,34.59,41.310001,32.009998,43.490002,73.959999,74.529999,158.5,10.39,39.16,78.809998,13.84,52.139999,23.540001,116.599998,86.449997
179,50.150002,51.779999,4.95,24.049999,39.82,99.650002,121.779999,36.119999,80.0,70.75,24.59,42.009998,51.740002,61.669998,19.85,38.369999,12.97,25.799999,34.560001,40.830002,31.93,44.5,73.529999,76.599998,160.0,10.04,39.16,78.709999,13.88,52.169998,24.23,116.889999,87.010002
180,51.18,52.389999,5.04,24.370001,40.169998,100.279999,125.75,37.799999,82.029999,71.339996,24.889999,42.709999,53.279999,62.970001,20.07,41.189999,13.6,26.35,33.790001000000004,44.439999,32.509998,44.580002,74.010002,78.370003,161.550003,11.0,40.360001,79.599998,14.38,54.209999,25.6,120.550003,87.5
181,49.900002,51.419998,5.18,24.459999,40.290001,100.989998,126.519997,38.669998,87.230003,70.650002,25.030001,43.110001,54.0,62.43,20.200001,40.799999,13.47,27.18,33.139999,45.380001,32.619999,44.779999,74.199997,77.709999,163.0,10.97,40.169998,80.620003,14.44,53.27,25.26,123.209999,87.730003
182,50.150002,53.330002,4.95,24.74,40.98,100.989998,130.220001,40.0,90.970001,70.220001,26.030001,43.98,55.439999,64.010002,20.52,42.240002,14.1,28.15,33.75,45.740002,33.689999,45.330002,74.190002,78.889999,169.75,11.15,40.099998,81.639999,14.07,54.0,25.860001,128.0,88.050003
183,50.66,53.290001,5.07,25.049999,41.740002,101.849998,130.779999,40.5,91.290001,69.790001,26.5,44.490002,56.09,64.849998,20.790001,41.919998,14.35,28.700001,33.700001,46.529999,34.470001,45.830002,74.68,78.760002,171.190002,11.42,40.639999,83.029999,14.1,53.52,25.959999,128.5,88.620003
184,50.400002,53.09,4.86,24.33,41.450001,101.650002,129.889999,40.150002,90.870003,69.110001,26.4,44.200001,55.529999,63.880001,20.59,41.169998,14.48,28.299999,34.099998,46.310001,34.32,45.57,74.0,76.889999,171.550003,11.02,38.98,82.029999,13.75,52.59,25.75,128.729996,87.779999
185,49.34,53.16,5.09,24.280001,40.790001,100.650002,129.71000700000002,40.09,90.07,68.940002,26.129999,43.939999,55.23,62.52,20.52,41.080002,14.15,28.02,34.110001000000004,45.759998,33.41,45.380001,73.839996,77.41999799999998,173.03999299999995,10.33,38.32,81.139999,13.41,53.009998,25.9,127.879997,86.690002
186,49.700001,54.389999,5.06,24.719999,41.549999,101.739998,132.71000700000002,41.57,90.650002,68.599998,27.110001,44.139999,56.810001,62.759998,20.9,42.139999,14.6,28.809999,35.0,47.400002,33.84,46.400002,74.459999,78.389999,175.009995,10.44,38.889999,81.800003,13.74,54.400002,26.25,130.559998,86.959999
187,49.369999,54.919998,5.15,25.200001,41.66,102.610001,134.649994,42.150002,91.510002,68.5,26.889999,44.049999,56.810001,62.040001,21.27,41.720001,14.94,28.92,35.32,46.860001,33.91,47.099998,74.900002,79.150002,177.0,10.1,38.799999,81.75,14.0,54.380001,26.440001,131.220001,88.41999799999998
188,49.669998,54.52,5.6,25.33,42.18,102.769997,130.869995,42.73,90.190002,68.209999,27.309999,44.560001,56.459999,62.779999,21.379999,41.16,15.12,28.969999,35.200001,46.799999,35.009998,46.779999,74.769997,78.120003,178.169998,10.54,39.23,81.93,14.34,54.470001,26.620001,130.509995,87.83000200000002
189,50.810001,54.09,5.91,25.1,42.689999,101.5,132.699997,42.470001,89.809998,69.040001,27.02,44.59,56.57,62.810001,21.700001,42.189999,15.07,28.879999,35.75,46.209999,35.220001,46.990002,75.870003,78.059998,179.630005,10.04,39.150002,81.599998,14.16,54.43,26.110001,128.970001,87.91999799999998
190,51.990002,54.799999,5.75,25.120001,43.34,102.629997,133.660004,43.66,90.82,69.230003,27.76,45.439999,56.939999,62.84,22.15,42.279999,15.87,29.360001,35.810001,46.290001,35.310001,48.209999,76.91999799999998,77.980003,181.899994,10.19,39.189999,82.480003,13.98,55.110001,26.15,130.080002,88.379997
191,53.389999,55.639999,6.14,25.950001,43.279999,103.07,134.899994,44.470001,91.169998,70.75,28.85,46.220001,57.279999,64.0,22.549999,42.150002,16.52,30.209999,35.79000100000001,46.580002,35.59,49.439999,76.910004,77.629997,183.449997,10.54,40.529999,83.510002,14.34,54.66,27.950001,130.479996,88.629997
192,52.580002,54.049999,5.84,25.709999,42.740002,101.75,132.880005,43.650002,90.830002,70.769997,28.58,46.18,56.25,63.380001,22.030001,41.720001,16.200001,29.42,35.669998,45.759998,35.27,49.029999,76.029999,77.519997,183.149994,10.36,40.0,82.650002,13.62,54.57,27.24,129.669998,87.309998
193,53.07,54.25,6.04,25.83,42.599998,102.029999,133.410004,43.709999,90.730003,71.809998,28.35,45.02,55.939999,62.560001,21.959999,41.540001,15.73,29.02,35.49000200000001,44.950001,35.299999,47.990002,76.370003,77.16999799999998,180.619995,10.03,39.279999,82.16999799999998,13.55,54.52,27.57,130.869995,87.839996
194,52.970001,55.650002,6.56,25.940001,42.959999,101.400002,133.149994,44.84,90.769997,71.730003,28.280001,44.580002,56.080002,62.669998,22.0,42.110001,16.34,29.610001,35.48,45.310001,35.150002,47.990002,76.879997,77.800003,181.860001,10.16,40.970001,81.480003,14.01,55.32,28.4,132.089996,87.5
195,52.580002,54.389999,6.25,25.620001,42.900002,102.290001,132.5,44.509998,90.699997,71.839996,28.389999,44.509998,56.310001,63.25,21.76,42.060001,16.02,29.02,35.669998,45.139999,35.07,47.189999,77.660004,77.889999,180.570007,10.14,40.41,81.389999,13.9,55.540001,28.0,131.96000700000002,88.019997
196,52.790001,55.23,6.37,25.51,42.900002,102.110001,132.899994,44.580002,90.730003,72.360001,28.68,44.650002,56.98,62.779999,21.59,42.02,16.07,29.1,35.75,44.529999,35.310001,47.220001,77.540001,79.099998,181.300003,10.08,40.43,81.279999,14.21,55.060001,28.040001,133.270004,87.629997
197,52.049999,54.919998,6.36,25.309999,42.18,101.239998,132.309998,44.389999,89.980003,71.57,28.0,44.369999,56.450001,62.060001,21.389999,41.849998,15.84,28.690001,35.27,44.150002,34.439999,46.98,77.099998,78.860001,179.309998,10.05,39.529999,80.610001,14.21,55.32,27.73,132.53999299999998,87.040001
198,53.099998,57.18,6.51,25.32,42.59,102.050003,133.800003,45.009998,91.269997,72.980003,28.190001,44.740002,56.77,62.57,21.85,42.290001,15.99,28.93,36.009998,45.34,34.450001,47.599998,78.480003,78.879997,183.740005,10.15,40.049999,81.66999799999998,14.43,55.630001,28.379999,134.240005,87.870003
199,51.889999,55.27,6.44,24.700001,42.060001,101.199997,131.589996,43.939999,89.760002,71.809998,28.040001,43.900002,55.560001,61.0,21.5,42.540001,15.4,28.08,35.36000100000001,44.209999,33.650002,46.860001,77.58000200000002,79.150002,181.490005,9.95,39.48,80.150002,14.06,55.639999,27.940001,133.869995,87.139999
200,49.349998,53.119999,6.23,24.440001,40.900002,100.349998,128.570007,43.18,88.309998,71.050003,28.25,43.009998,53.75,60.0,21.76,42.549999,14.96,26.469999,34.240002000000004,43.099998,33.400002,46.73,76.550003,78.93,178.029999,9.6,38.0,78.440002,13.85,55.369999,27.77,131.529999,86.720001
201,50.34,54.279999,6.31,24.690001,41.150002,100.889999,132.220001,44.18,89.269997,72.199997,28.120001,43.459999,53.919998,61.009998,21.799999,42.369999,15.37,26.639999,34.240002000000004,44.459999,33.41,47.799999,77.57,78.970001,182.0,9.61,39.52,79.25,13.99,54.779999,28.4,136.100006,87.41999799999998
202,51.380001,56.549999,6.7,24.389999,41.040001,101.209999,131.990005,44.099998,90.25,71.809998,28.309999,43.529999,51.43,61.380001,22.030001,42.560001,15.57,26.950001,34.360001000000004,44.939999,33.580002,48.560001,77.599998,79.279999,183.690002,9.71,40.450001,78.660004,14.0,55.130001,28.469999,135.21000700000002,87.839996
203,56.970001,57.5,6.94,24.799999,41.220001,102.75,133.029999,44.549999,94.779999,72.879997,28.450001,43.700001,51.560001,62.959999,22.459999,42.990002,15.8,27.57,35.24000200000001,45.150002,34.310001,49.32,77.400002,79.239998,184.839996,9.99,42.5,78.83000200000002,14.2,55.169998,29.17,135.440002,88.650002
204,56.560001,57.919998,6.93,25.5,41.919998,103.339996,134.910004,44.799999,95.18,72.970001,28.379999,43.919998,51.389999,63.299999,22.84,43.290001,15.89,28.190001,35.889999,45.32,34.279999,50.459999,77.57,79.800003,189.679993,10.05,41.450001,78.989998,14.61,56.0,30.59,135.759995,88.550003
205,58.490002,58.259998,7.65,26.219999,42.830002,103.349998,132.21000700000002,44.66,94.360001,73.199997,28.719999,43.720001,51.77,62.02,22.48,42.939999,16.440001000000002,29.42,36.849998,45.380001,34.709999,50.23,77.300003,79.389999,185.850006,10.25,42.630001,78.760002,15.18,55.950001,29.85,134.190002,88.660004
206,59.080002,57.220001,7.73,25.92,41.970001,101.199997,130.029999,42.689999,92.050003,72.360001,27.65,41.599998,49.580002,59.369999,21.709999,41.73,15.4,27.540001,35.849998,44.040001,32.66,48.279999,75.099998,77.489998,179.470001,9.64,41.990002,77.809998,14.6,54.709999,29.719999,129.440002,86.779999
207,58.599998,56.060001,7.76,26.02,41.919998,101.650002,128.110001,42.389999,91.610001,72.690002,28.08,41.810001,48.950001,58.869999,22.120001,42.580002,15.09,27.610001,35.99000200000001,43.529999,33.389999,48.509998,75.019997,78.0,180.660004,9.58,42.52,77.980003,14.62,55.529999,29.879999,129.770004,86.459999
208,57.110001,57.900002,7.35,25.110001,40.860001,99.120003,124.370003,40.970001,89.879997,71.489998,27.75,40.849998,47.619999,56.939999,21.709999,42.459999,14.3,26.030001,34.57,41.900002,32.950001,46.779999,73.309998,77.139999,175.770004,9.29,41.16,76.900002,14.19,55.470001,29.540001,126.43,85.040001
209,57.209999,56.740002,7.2,25.15,40.009998,98.5,124.150002,40.389999,88.849998,70.809998,27.700001,41.389999,46.91,57.34,21.67,42.040001,14.12,25.450001,34.040001000000004,40.990002,32.540001000000004,46.91,71.870003,77.43,176.880005,9.26,39.290001,76.160004,13.86,54.66,29.93,125.900002,84.66999799999998
210,57.73,56.040001,7.09,24.709999,39.619999,98.330002,123.040001,40.0,89.540001,70.730003,27.35,40.77,45.790001,56.82,21.280001,43.09,13.95,25.219999,33.27,40.5,32.360001000000004,46.240002,71.599998,78.32,175.800003,9.12,37.869999,76.099998,13.74,56.029999,29.33,125.730003,84.510002
211,59.09,58.18,7.41,24.52,40.119999,98.330002,126.580002,41.540001,91.660004,71.059998,27.780001,41.459999,47.0,58.040001,21.67,43.959999,14.5,26.51,34.099998,42.150002,33.200001,46.540001,71.529999,79.760002,178.369995,9.3,38.0,76.839996,13.85,56.860001,30.17,128.850006,84.58000200000002
212,57.580002,57.5,6.79,24.5,39.330002,98.169998,123.599998,40.84,90.160004,71.389999,27.530001,41.310001,45.98,57.48,21.98,43.860001,14.02,25.559999,33.41,41.779999,32.349998,47.419998,70.860001,80.349998,176.389999,9.0,37.529999,76.08000200000002,14.06,57.25,29.879999,126.68,83.730003
213,58.209999,59.5,6.74,24.790001,39.48,98.349998,124.599998,41.240002,91.559998,73.32,27.809999,41.669998,46.330002,57.009998,22.09,42.919998,14.11,25.450001,33.5,41.93,32.299999,47.700001,71.120003,79.82,178.080002,8.94,37.240002,76.0,14.44,55.880001,30.25,127.239998,82.82
214,61.57,62.0,6.9,25.549999,40.75,100.519997,130.220001,42.91,94.610001,74.980003,28.469999,43.25,47.84,60.080002,22.34,43.599998,14.8,26.83,34.490002000000004,43.16,34.27,49.700001,72.58000200000002,80.5,184.050003,9.31,38.650002,77.199997,14.92,56.09,31.27,131.020004,84.279999
215,60.169998,60.799999,6.78,25.719999,40.360001,99.339996,126.510002,41.57,92.25,74.160004,27.870001,42.290001,47.360001,59.060001,22.040001,42.290001,14.71,27.209999,33.790001000000004,43.0,34.049999,49.389999,71.389999,79.690002,178.380005,9.61,38.330002,76.690002,14.34,55.380001,30.52,127.080002,82.68
216,61.110001,59.68,6.71,25.540001,40.080002,99.489998,125.669998,39.810001,90.220001,73.730003,27.65,41.98,47.130001,57.740002,22.0,42.490002,14.55,26.5,33.619999,41.779999,34.169998,48.860001,69.800003,79.779999,176.059998,9.14,38.5,76.129997,13.9,55.669998,30.620001,124.019997,83.519997
217,59.02,58.16,6.5,24.82,39.540001,98.239998,124.230003,39.0,88.150002,71.989998,27.139999,40.919998,47.09,56.869999,21.6,41.18,14.16,26.030001,33.099998,40.369999,33.439999,48.139999,68.75,79.019997,171.990005,9.37,37.959999,75.129997,13.5,54.119999,30.040001,122.379997,82.589996
218,60.07,58.860001,6.29,24.59,39.599998,99.519997,124.089996,38.75,89.459999,69.110001,27.719999,41.110001,47.189999,58.759998,21.959999,42.200001,14.21,26.16,33.369999,39.830002,33.560001,49.27,69.07,79.730003,174.53999299999995,9.45,37.450001,75.589996,13.15,55.25,30.83,123.529999,83.459999
