,AIV,AMT,AVB,BXP,CBG,CCI,DLR,EQIX,EQR,ESS,EXR,FRT,GGP,HCN,HCP,HST,IRM,KIM,MAA,MAC,O,PLD,PSA,REG,SLG,SPG,UDR,VNO,VTR,WY
243,43.75,114.730003,169.770004,117.18,25.950001,87.940002,89.870003,348.049988,61.060001,214.0,71.66999799999998,142.100006,24.719999,67.360001,30.41,15.37,33.169998,25.35,92.309998,68.849998,57.790001,50.939999,206.259995,70.099998,97.040001,183.610001,34.790001000000004,73.225548,65.110001,29.35
244,43.939999,113.160004,169.600006,114.150002,25.75,88.139999,88.16999799999998,347.660004,60.889999,215.110001,71.129997,139.240005,24.219999,67.07,29.23,15.14,32.110001000000004,25.23,92.650002,67.019997,56.66,49.869999,205.309998,68.910004,95.32,179.610001,34.380001,70.533546,63.240002,28.879999
245,43.990002,113.589996,170.910004,114.449997,26.059999,88.019997,88.91999799999998,339.049988,61.5,218.220001,70.699997,137.53999299999998,24.48,65.050003,28.77,14.82,32.200001,25.02,93.68,67.150002,56.790001,49.419998,204.009995,69.559998,94.269997,180.119995,34.5,70.436539,62.080002,28.709999
246,44.91,114.599998,173.380005,117.940002,27.25,89.089996,92.040001,343.809998,62.330002,222.25,72.480003,139.729996,25.02,65.980003,29.940001,15.37,32.869999,25.41,95.220001,68.800003,58.02,50.119999,208.279999,70.489998,97.970001,182.979996,34.970001,72.271622,64.08000200000001,29.139999
247,44.360001,115.5,171.139999,117.800003,27.08,89.230003,93.629997,351.440002,61.66,220.710007,74.190002,141.410004,25.1,65.970001,29.82,15.63,33.360001000000004,25.440001,93.910004,68.709999,58.509998,50.970001,211.990005,70.040001,98.699997,182.309998,34.68,72.255455,62.5,29.280001
248,43.919998,113.080002,169.880005,116.07,26.49,88.5,92.07,347.190002,61.41,220.02999900000003,74.360001,139.139999,24.65,63.240002,28.76,15.65,32.82,25.5,94.730003,68.349998,58.349998,49.689999,210.630005,68.279999,96.470001,180.139999,34.299999,71.32579,61.860001,28.82
249,43.41,109.519997,168.389999,118.279999,27.59,85.470001,90.839996,347.320007,61.439999,217.309998,76.07,139.369995,24.870001,62.57,28.66,16.16,32.75,25.5,93.389999,67.550003,55.619999,48.700001,217.52999900000003,68.599998,99.589996,181.320007,34.48,73.13662,60.380001,30.02
250,42.380001,105.510002,166.600006,122.160004,27.59,83.029999,88.230003,330.890015,60.0,213.25999500000003,73.41999799999998,136.71000700000002,25.209999,60.810001,27.85,16.030001000000002,31.469999,25.610001,91.599998,69.25,54.389999,46.779999,215.289993,68.139999,101.5,182.25,33.610001000000004,75.11721800000002,58.32,29.15
251,41.91,105.169998,167.0,122.5,27.790001,82.629997,87.779999,323.559998,60.099998,214.929993,73.349998,136.899994,25.34,61.360001,27.98,16.540001,31.530001,25.58,91.199997,69.82,54.18,46.369999,213.940002,68.18,103.620003,181.279999,33.939999,76.79061899999998,58.560001,28.84
252,42.959999,103.099998,171.529999,126.150002,28.4,82.16999799999998,90.099998,331.119995,61.25,220.77999900000003,74.989998,139.160004,26.42,63.869999,29.51,17.35,31.870001,26.200001,92.879997,72.16999799999998,55.779999,48.009998,216.770004,65.769997,107.449997,186.429993,35.119999,79.514954,61.290001,29.969999
253,40.740002,103.5,165.369995,124.400002,28.4,82.900002,89.980003,334.48999,59.18,214.380005,73.08000200000002,138.149994,26.190001,62.869999,29.34,17.059998999999998,31.700001,25.969999,89.940002,70.559998,56.060001,47.790001,211.880005,67.0,105.769997,184.600006,33.77,77.825386,60.830002,30.299999
254,40.720001,105.32,166.679993,122.620003,27.82,85.010002,89.110001,335.070007,59.869999,215.25999500000003,71.980003,138.070007,25.66,63.040001,29.209999,17.01,32.150002,26.09,90.449997,69.589996,56.150002,48.130001,208.589996,66.940002,104.099998,182.759995,33.759998,76.82296,60.66,30.219999
255,40.380001,105.739998,163.919998,121.699997,28.32,85.099998,87.949997,331.720001,59.150002,212.990005,70.620003,137.320007,25.469999,62.049999,28.780001,16.66,31.969999,25.620001,89.660004,69.110001,54.91,48.07,204.550003,65.620003,104.589996,180.559998,33.360001000000004,77.13015,59.810001,30.049999
256,40.560001,106.370003,162.550003,121.290001,28.82,85.209999,89.699997,334.350006,59.049999,213.169998,70.470001,138.449997,25.26,62.75,29.02,16.49,31.790001,25.790001,89.220001,69.150002,55.25,49.200001,203.970001,66.08000200000001,103.870003,181.179993,33.23,77.388847,59.900002,31.280001
257,40.009998,106.349998,160.580002,121.540001,28.790001,85.099998,89.790001,336.920013,59.040001,210.919998,68.91999799999999,138.71000700000002,25.120001,62.110001,29.030001,16.76,32.790001000000004,25.780001,89.32,69.16999799999999,55.43,49.119999,203.289993,66.300003,105.150002,180.600006,33.209999,76.709785,59.619999,31.73
258,40.34,107.239998,160.759995,122.080002,29.559999,84.910004,91.220001,343.730011,59.77,211.940002,69.480003,140.080002,25.129999,61.900002,29.16,16.780001000000002,32.779999,25.889999,90.150002,68.82,56.009998,49.34,204.589996,66.089996,105.07,180.199997,33.43,77.348427,60.279999,31.93
259,40.790001,106.760002,159.96000700000005,122.480003,29.559999,84.230003,89.739998,337.73999,59.299999,211.199997,69.849998,140.389999,25.42,62.169998,29.59,16.889999,33.139999,26.26,90.779999,69.389999,56.330002,49.59,204.619995,66.91999799999999,106.0,181.740005,33.439999,78.011314,60.189999,31.879999
260,41.009998,107.190002,161.649994,122.550003,29.5,84.699997,90.93,338.5,59.34,214.5,69.82,140.619995,25.370001,62.66,29.25,16.9,33.639999,26.309999,91.650002,68.760002,56.48,50.07,206.029999,66.610001,104.779999,180.639999,33.650002,78.124496,60.150002,31.91
261,41.810001,106.330002,163.979996,124.089996,28.99,84.449997,91.709999,339.570007,60.119999,214.360001,71.019997,141.149994,25.75,63.439999,29.379999,17.0,33.290001000000004,26.0,92.260002,68.83000200000001,56.150002,50.75,210.070007,66.639999,105.080002,181.949997,34.110001000000004,79.086502,60.610001,31.219999
262,41.419998,106.309998,163.380005,124.529999,29.290001,85.010002,92.970001,342.5,60.040001,215.729996,70.33000200000001,140.820007,25.4,63.380001,29.33,17.18,33.700001,25.85,93.870003,68.650002,55.939999,50.939999,208.25,66.43,105.669998,180.380005,33.84,79.474533,60.43,31.120001
263,42.080002,101.360001,163.440002,123.169998,29.120001,83.190002,91.589996,338.450012,59.599998,214.669998,69.849998,139.570007,25.18,62.540001,29.33,17.809998999999994,32.990002000000004,25.459999,91.410004,67.860001,55.009998,50.689999,208.160004,66.599998,105.110001,178.919998,33.93,79.054161,59.860001,30.83
264,41.599998,101.510002,164.399994,122.760002,29.48,82.099998,88.660004,327.76001,60.150002,213.539993,69.620003,138.009995,24.92,62.02,28.76,18.17,32.599998,25.280001,90.940002,67.540001,53.700001,50.16,208.460007,65.730003,105.839996,177.570007,33.57,79.27243,58.82,30.780001
265,41.75,102.339996,164.610001,123.620003,30.41,81.779999,89.190002,332.26001,60.52,214.330002,70.08000200000001,138.070007,25.5,62.73,29.15,17.84,33.73,25.209999,89.300003,68.150002,54.869999,50.23,209.119995,65.730003,108.25,179.509995,33.68,80.525467,59.369999,31.299999
266,41.990002,103.120003,164.729996,124.489998,30.719999,84.050003,90.169998,333.609985,61.23,214.270004,70.519997,140.009995,25.690001,62.650002,29.280001,18.309999,34.02,25.84,88.809998,68.889999,54.75,50.849998,213.360001,66.389999,108.949997,180.779999,33.639999,81.236862,59.84,31.75
267,41.860001,101.5,164.389999,126.190002,31.75,83.720001,90.150002,330.209991,61.799999,214.330002,71.93,140.46000700000002,25.700001,63.869999,29.549999,18.5,33.84,25.940001,88.809998,69.339996,54.720001,50.860001,215.660004,66.290001,110.169998,180.699997,33.560001,82.530312,60.209999,31.93
268,42.139999,102.190002,167.449997,128.350006,32.540001000000004,84.949997,92.900002,338.470001,62.290001,216.839996,73.889999,140.949997,25.959999,64.790001,29.870001,18.85,34.560001,25.870001,88.83000200000002,70.199997,55.099998,52.150002,219.630005,66.870003,110.120003,182.399994,33.77,83.548912,61.98,32.900002
269,42.59,102.470001,168.699997,128.669998,32.939999,85.160004,94.75,345.049988,62.849998,219.649994,75.139999,141.690002,26.309999,65.529999,30.190001,19.08,34.950001,26.299999,92.400002,70.690002,55.400002,52.650002,222.0,67.480003,110.889999,183.75,34.189999,83.823769,62.75,32.779999
270,42.23,102.68,169.119995,128.020004,32.66,85.510002,93.75,344.929993,62.759998,218.0,74.809998,140.830002,26.1,65.510002,29.91,19.139999,34.369999,25.98,92.620003,70.839996,55.5,52.43,217.449997,68.08000200000001,110.07,182.970001,34.139999,83.25788100000003,62.299999,32.75
271,42.689999,104.669998,171.270004,130.080002,32.48,87.230003,96.470001,357.119995,63.610001,219.820007,74.83000200000002,142.28999299999995,26.469999,66.639999,30.549999,19.049999,33.529999,26.469999,95.260002,71.720001,56.630001,53.400002,218.52999900000003,69.349998,113.339996,186.910004,34.470001,85.286987,63.380001,33.25
272,42.75,106.129997,170.630005,128.949997,32.200001,87.099998,97.0,361.25,63.330002,219.139999,73.910004,142.529999,26.190001,66.559998,30.4,19.059999,33.130001,26.35,95.720001,71.089996,56.439999,53.23,218.75999500000003,68.449997,112.800003,187.160004,34.59,84.025871,63.310001,31.719999
273,42.52,105.940002,169.990005,125.25,31.9,86.099998,94.18,355.26001,62.740002,219.550003,72.309998,138.399994,25.860001,64.230003,28.969999,18.790001,31.940001,25.360001,94.190002,68.989998,54.68,51.240002,214.910004,67.0,110.650002,181.389999,34.23,82.813255,60.970001,31.09
274,43.59,106.330002,171.080002,122.970001,31.76,86.389999,95.120003,351.25,63.459999,223.360001,73.089996,139.330002,25.969999,63.889999,28.459999,19.030001,31.85,25.18,96.389999,68.589996,54.450001,51.970001,218.190002,66.980003,108.93,181.449997,34.68,82.797089,60.32,30.75
275,44.450001,106.470001,174.160004,124.699997,31.84,85.940002,96.040001,351.420013,64.290001,227.710007,74.519997,141.429993,26.26,65.730003,29.41,19.110001,31.790001,25.799999,97.5,70.089996,55.98,52.790001,220.770004,68.220001,110.18,182.539993,35.380001,83.985451,61.48,30.889999
276,44.5,107.089996,173.940002,126.279999,31.9,87.260002,96.589996,355.170013,64.08000200000001,228.880005,74.690002,141.479996,26.16,66.309998,30.209999,19.24,31.799999,25.709999,96.839996,69.93,57.419998,52.5,220.270004,67.980003,110.269997,182.570007,35.54000100000001,83.94503,61.700001,30.530001
277,44.860001,106.980003,175.0,127.519997,32.130001,87.610001,95.849998,355.48999,64.5,229.809998,74.309998,142.369995,26.110001,66.470001,30.02,19.17,32.099998,25.879999,97.160004,70.07,56.880001,52.52,217.960007,68.190002,110.360001,183.279999,35.849998,84.955536,62.02,30.799999
278,43.900002,106.330002,172.360001,124.199997,31.940001,87.019997,95.160004,350.959991,62.950001,226.820007,73.470001,139.279999,25.120001,65.050003,29.34,19.139999,32.220001,25.23,94.5,68.370003,56.189999,51.799999,215.00999500000003,66.91999799999999,107.540001,178.0,35.150002,83.13662,61.040001,30.790001
279,44.529999,106.220001,174.369995,124.639999,31.85,87.400002,96.470001,352.100006,63.200001,230.410004,74.349998,140.080002,24.6,65.449997,29.280001,18.82,32.400002,25.209999,95.699997,68.33000200000001,56.509998,52.009998,217.889999,67.599998,107.07,176.899994,35.54000100000001,83.524658,61.290001,30.58
280,44.720001,106.260002,174.270004,124.139999,31.620001,87.440002,96.639999,356.7799990000001,63.02,230.889999,75.050003,139.520004,24.5,65.559998,29.26,18.98,32.709999,25.1,95.68,68.16999799999999,56.439999,51.919998,218.720001,67.449997,105.980003,175.96000700000005,35.54000100000001,83.338722,60.959999,30.67
281,44.360001,106.5,174.809998,123.400002,31.870001,87.690002,96.650002,357.220001,63.389999,227.949997,75.529999,140.020004,24.59,65.860001,29.4,18.690001,32.459999,25.1,96.550003,68.93,56.52,52.040001,220.550003,67.349998,105.949997,176.410004,35.580002,83.45998399999998,61.669998,30.51
282,44.360001,105.910004,173.899994,122.870003,31.309999,86.989998,96.209999,353.420013,63.049999,227.800003,74.349998,138.279999,24.52,65.529999,29.1,18.59,32.150002,24.48,96.0,69.059998,55.950001,51.689999,218.470001,66.860001,104.769997,174.779999,35.509998,82.82943,61.25,29.99
283,44.73,106.459999,175.259995,123.82,31.139999,87.129997,98.150002,358.149994,63.59,229.169998,75.66999799999998,139.970001,24.58,65.910004,29.48,18.74,32.450001,24.799999,96.769997,69.18,56.66,52.299999,220.199997,67.91999799999999,105.019997,176.610001,35.759998,83.18512700000002,61.869999,30.450001
284,45.689999,106.730003,178.300003,127.699997,32.0,87.25,98.889999,357.290009,64.870003,233.800003,77.25,142.919998,25.190001,67.110001,29.879999,19.040001,32.810001,25.379999,98.290001,70.949997,57.740002,53.27,224.669998,68.959999,108.709999,179.089996,36.669998,85.149559,62.290001,30.23
285,45.099998,106.410004,177.080002,127.660004,31.700001,87.07,99.43,358.5299990000001,63.84,230.089996,77.16999799999998,143.610001,25.469999,66.110001,29.889999,19.15,33.200001,25.469999,97.699997,71.18,57.650002,53.060001,224.270004,69.120003,108.580002,182.910004,36.029999,84.834274,62.169998,30.49
286,45.099998,106.0,175.889999,130.199997,31.75,87.239998,102.290001,366.209991,63.970001,229.679993,76.83000200000002,143.089996,25.5,67.309998,30.549999,19.299999,33.720001,25.709999,98.110001,70.440002,58.16,53.470001,222.75999500000003,69.400002,109.760002,179.690002,36.130001,86.346001,62.369999,30.49
287,45.299999,105.93,178.100006,131.589996,31.780001,87.239998,104.889999,369.940002,64.970001,232.589996,78.120003,144.729996,25.889999,68.08000200000001,31.129999,18.5,33.98,26.059999,98.160004,72.08000200000002,59.639999,53.759998,225.899994,69.860001,109.129997,183.550003,36.09,86.645111,63.060001,30.889999
288,45.540001,105.5,179.830002,131.059998,31.16,85.610001,103.620003,370.48999,65.260002,233.960007,79.269997,144.940002,25.9,68.599998,31.23,18.280001,33.599998,26.1,97.949997,72.769997,59.299999,54.209999,228.350006,70.339996,110.309998,186.490005,36.490002,86.58852399999998,63.240002,31.1
289,44.869999,105.239998,176.589996,129.820007,31.200001,85.529999,103.010002,373.51001,63.98,230.0,78.25,142.410004,25.48,67.900002,30.709999,18.290001,33.150002,25.530001,97.110001,71.349998,59.389999,53.490002,226.710007,69.08000200000001,107.080002,185.119995,35.939999,85.56993100000003,62.779999,30.959999
290,44.240002,103.480003,176.589996,128.639999,31.030001,84.449997,102.169998,369.179993,63.84,230.199997,76.779999,141.009995,25.0,66.309998,30.1,18.129999,33.34,25.049999,96.300003,69.959999,58.59,52.400002,224.289993,68.760002,106.120003,183.699997,35.700001,84.890862,61.32,30.74
291,43.639999,103.690002,174.899994,126.93,31.190001,85.110001,102.040001,371.420013,63.189999,226.669998,74.629997,139.770004,24.889999,66.089996,30.4,18.120001,33.18,24.950001,94.730003,69.040001,58.490002,52.259998,219.050003,68.190002,105.080002,181.610001,35.549999,84.082458,61.32,30.780001
292,44.080002,104.220001,176.339996,128.910004,30.98,85.199997,102.239998,373.640015,63.939999,227.5,73.760002,140.089996,24.879999,66.730003,30.34,18.110001,33.59,25.299999,95.949997,69.459999,59.549999,52.790001,217.289993,68.970001,106.07,182.869995,35.799999,84.57558399999998,61.360001,30.52
293,44.299999,103.580002,176.220001,128.690002,31.23,85.629997,102.889999,374.769989,63.540001,227.960007,72.660004,140.690002,24.9,67.08000200000001,30.33,18.059999,33.5,25.32,95.169998,69.699997,59.18,52.34,214.720001,69.08000200000001,106.309998,184.369995,35.700001,84.365402,61.889999,30.65
294,44.59,105.260002,176.660004,129.589996,30.719999,87.389999,102.940002,377.119995,63.509998,229.940002,73.120003,141.559998,24.93,67.279999,30.549999,18.190001,33.799999,25.51,96.879997,69.980003,60.130001,52.540001,217.589996,69.660004,108.07,185.0,35.98,85.23039200000002,62.07,30.58
295,44.209999,105.669998,175.830002,130.330002,30.43,87.059998,103.779999,376.730011,63.369999,227.220001,72.760002,141.0,25.030001,66.709999,30.41,18.120001,34.049999,25.389999,96.169998,70.230003,59.560001,52.639999,214.960007,69.589996,108.519997,185.520004,35.900002,85.610344,61.91,30.57
296,44.16,104.839996,175.380005,128.610001,30.41,86.110001,105.099998,381.98999,63.200001,226.979996,73.050003,139.389999,24.549999,66.160004,29.950001,18.24,33.950001,25.0,95.349998,69.16999799999999,59.259998,52.830002,215.399994,69.239998,107.410004,182.830002,35.959999,85.133385,61.389999,30.27
297,44.720001,104.5,176.580002,128.880005,30.08,86.900002,105.699997,382.640015,63.169998,229.679993,73.660004,140.21000700000002,24.92,66.849998,30.110001,18.27,34.540001000000004,25.17,96.18,69.68,59.75,52.5,218.0,69.849998,107.849998,184.380005,36.060001,85.472916,61.91,30.24
298,45.099998,104.970001,177.309998,130.880005,30.219999,87.129997,106.089996,386.5,63.080002,229.789993,74.83000200000002,141.740005,25.620001,67.519997,30.34,18.290001,35.0,25.370001,95.93,70.040001,60.110001,53.240002,220.0,71.07,109.900002,185.190002,36.080002,86.88763399999998,61.93,30.58
299,45.23,104.82,174.759995,132.610001,30.48,88.029999,107.300003,389.309998,62.279999,226.559998,75.260002,141.119995,25.209999,67.25,30.5,18.309999,35.36000100000001,25.41,96.82,70.269997,59.900002,51.889999,222.240005,71.110001,109.660004,183.899994,35.779999,87.202911,61.869999,31.34
300,44.560001,104.139999,173.720001,130.619995,30.9,88.059998,107.589996,383.290009,61.98,226.289993,73.839996,140.850006,24.870001,66.480003,29.940001,18.459999,35.23,25.190001,96.639999,69.529999,59.560001,52.060001,219.100006,70.349998,109.5,182.910004,35.389999,86.580437,61.290001,32.080002
301,44.619999,104.410004,174.520004,131.580002,31.08,88.160004,107.760002,385.26001,61.66,226.210007,74.150002,141.279999,24.68,66.370003,29.67,18.65,36.259998,25.129999,97.239998,69.870003,59.950001,50.880001,218.570007,69.949997,110.25,182.570007,35.209999,87.033142,61.25,31.799999
302,44.369999,104.050003,173.029999,130.899994,30.690001,86.940002,106.540001,381.890015,60.82,225.229996,73.370003,139.050003,24.65,66.059998,29.59,18.549999,36.080002,24.77,95.519997,68.029999,59.169998,49.330002,216.0,69.360001,109.150002,179.96000700000005,35.61000100000001,86.402588,61.18,31.129999
303,44.009998,103.540001,172.5,130.440002,30.09,87.349998,106.589996,386.450012,60.77,223.630005,72.260002,139.440002,24.200001,66.480003,30.139999,17.959999,35.82,24.809999,94.900002,67.779999,59.380001,48.790001,215.300003,69.160004,108.849998,179.009995,34.830002,86.257072,61.470001,31.200001
304,43.849998,103.599998,172.21000700000005,131.25,30.51,88.279999,107.470001,385.0,60.740002,224.119995,71.720001,139.729996,24.940001,66.150002,30.33,18.15,35.79000100000001,24.879999,94.970001,68.769997,59.43,48.84,215.070007,69.639999,109.040001,185.380005,34.830002,86.05497,61.610001,31.33
305,43.330002,103.279999,171.339996,129.089996,30.450001,86.709999,106.699997,381.920013,59.779999,222.130005,71.620003,137.75,24.700001,65.41999799999999,30.0,17.83,35.950001,24.52,93.589996,68.309998,58.310001,48.459999,213.190002,68.849998,107.040001,181.309998,34.48,84.01778399999998,60.650002,30.98
306,45.209999,104.830002,176.690002,132.479996,31.23,88.339996,107.720001,385.390015,61.16,222.839996,73.120003,140.820007,24.9,65.660004,30.799999,18.040001,36.389999,25.1,98.190002,69.379997,59.880001,49.540001,216.639999,70.07,109.620003,184.100006,35.200001,85.18998,62.220001,31.07
307,44.400002,105.059998,173.690002,130.770004,31.219999,88.720001,107.370003,385.26001,60.360001,222.880005,73.050003,139.910004,24.93,65.559998,30.75,18.049999,36.580002,24.85,97.800003,69.33000200000001,59.91,50.049999,216.52999900000003,69.940002,108.709999,184.240005,34.630001,84.7211,61.639999,31.84
308,44.32,103.660004,174.600006,131.53999299999998,31.190001,87.290001,107.010002,381.869995,60.48,223.039993,73.18,140.190002,24.73,66.33000200000001,31.0,17.959999,36.689999,24.709999,97.639999,66.900002,59.82,49.48,215.710007,69.58000200000001,108.809998,182.130005,34.889999,84.64834599999998,61.990002,31.559999
309,44.889999,103.57,175.71000700000005,130.729996,30.860001,87.5,107.269997,381.630005,60.860001,224.070007,73.75,139.740005,24.85,65.900002,30.860001,17.959999,36.59,24.309999,97.470001,67.379997,60.060001,48.84,216.660004,69.57,107.68,179.259995,34.93,84.753433,62.060001,32.139999
310,45.130001,104.199997,178.5,132.130005,30.91,87.730003,107.75,384.429993,61.419998,228.440002,74.260002,140.470001,25.1,66.029999,30.91,18.35,36.799999,24.66,97.580002,67.18,60.5,49.450001,219.699997,70.639999,108.639999,181.009995,35.66,85.133385,62.25,32.419998
311,44.98,105.5,177.220001,131.820007,32.790001000000004,87.529999,107.720001,386.850006,61.299999,225.639999,74.360001,141.600006,25.32,65.279999,30.610001,18.360001,37.0,24.76,97.580002,68.309998,60.400002,49.360001,218.270004,70.660004,108.959999,180.369995,35.279999,85.23039200000002,61.799999,33.09
312,45.720001,105.690002,180.410004,134.350006,34.34,87.940002,107.650002,388.299988,61.900002,228.389999,75.25,143.320007,25.549999,66.0,30.5,18.450001,37.419998,24.969999,98.559998,68.660004,61.150002,50.259998,220.080002,71.5,110.089996,182.830002,35.720001,86.378334,61.860001,33.23
313,45.349998,107.639999,177.940002,134.46000700000002,34.490002000000004,90.029999,107.199997,386.899994,61.700001,224.820007,74.849998,142.119995,25.27,66.440002,30.73,18.52,37.5,24.879999,98.459999,67.610001,61.439999,49.790001,220.059998,70.900002,110.279999,181.080002,35.259998,86.05497,62.799999,33.52
314,44.759998,107.089996,177.320007,135.309998,35.119999,89.620003,104.860001,379.790009,61.610001,224.5,72.709999,140.100006,24.950001,65.239998,30.32,18.65,36.880001,24.65,97.889999,66.760002,60.490002,50.150002,215.600006,69.790001,110.650002,180.429993,35.209999,88.051735,61.41,33.299999
315,44.889999,106.949997,178.279999,136.220001,35.459999,90.099998,104.739998,375.0,61.599998,225.149994,74.349998,140.339996,25.0,65.66999799999999,30.5,18.65,37.150002,24.209999,98.330002,66.620003,60.400002,49.560001,217.970001,69.18,111.529999,178.880005,35.110001000000004,88.011314,61.970001,33.709999
316,45.150002,107.889999,179.270004,137.199997,34.900002,90.550003,105.07,373.850006,62.009998,228.059998,75.010002,140.910004,25.02,66.41999799999999,30.969999,18.57,36.98,24.24,99.800003,66.879997,60.689999,50.139999,220.990005,69.650002,110.639999,179.360001,35.630001,88.876312,62.700001,33.470001
317,44.82,108.110001,178.029999,136.869995,35.700001,89.209999,104.150002,373.040009,61.439999,227.860001,77.139999,140.509995,25.030001,66.029999,31.0,18.35,37.150002,24.32,99.260002,66.440002,60.849998,50.189999,224.699997,69.650002,111.199997,181.529999,35.439999,88.763138,62.25,33.509998
318,45.93,111.360001,181.300003,139.029999,35.43,90.349998,104.610001,371.170013,62.509998,231.710007,78.629997,142.270004,25.549999,67.809998,31.48,19.709999,37.630001,24.65,100.709999,67.809998,61.580002,50.619999,228.100006,70.019997,112.43,184.830002,36.060001,89.805984,63.009998,33.950001
319,45.68,111.169998,181.610001,138.970001,35.79000100000001,90.900002,104.099998,373.329987,62.209999,230.839996,78.41999799999998,142.21000700000005,25.620001,68.029999,31.780001,18.41,37.349998,24.43,100.720001,67.699997,61.720001,50.650002,229.0,70.32,112.809998,184.699997,35.82,88.908653,63.169998,33.880001
320,46.139999,112.07,182.990005,139.100006,35.48,91.0,105.970001,371.190002,62.599998,232.770004,79.190002,142.669998,25.450001,68.809998,32.040001000000004,17.98,36.740002,24.459999,102.0,67.089996,62.849998,50.439999,227.52999900000003,70.620003,111.919998,184.690002,36.16,88.916733,63.57,33.529999
321,46.189999,114.010002,183.559998,138.440002,35.24000200000001,92.660004,108.029999,379.869995,62.919998,233.25999500000003,79.660004,142.690002,25.16,69.910004,32.73,18.02,36.900002,24.440001,102.32,67.5,63.009998,51.169998,228.850006,71.059998,112.050003,185.039993,36.279999,89.215843,65.019997,33.630001
322,46.43,113.139999,183.720001,139.720001,35.669998,92.510002,107.629997,377.059998,63.220001,234.320007,79.660004,142.330002,25.209999,70.040001,32.75,18.129999,36.560001,24.41,102.779999,67.839996,61.310001,51.540001,228.25999500000003,71.470001,112.589996,185.669998,36.380001,89.312851,65.410004,33.619999
323,46.240002,114.779999,183.330002,138.949997,36.25,93.43,107.43,375.980011,62.93,233.270004,78.940002,139.889999,24.860001,69.75,32.59,18.139999,36.490002,24.110001,103.0,67.790001,61.060001,51.099998,228.039993,69.730003,112.720001,184.270004,36.209999,88.79547099999998,64.620003,33.66
324,45.889999,113.809998,183.279999,137.520004,36.09,93.150002,108.040001,378.0,62.889999,231.699997,79.599998,138.369995,24.629999,69.230003,32.139999,18.34,36.419998,23.68,102.639999,67.400002,60.560001,50.990002,229.330002,68.400002,113.75,182.520004,36.439999,88.33467900000002,64.209999,34.07
325,45.48,114.580002,182.0,135.199997,36.310001,92.449997,107.18,371.179993,62.990002,231.169998,78.949997,137.119995,24.58,69.940002,32.040001000000004,18.6,36.360001,23.620001,101.220001,66.860001,60.599998,51.009998,226.050003,68.589996,111.889999,181.509995,36.220001,87.510101,63.799999,34.060001
326,45.16,115.379997,180.240005,135.21000700000002,36.189999,91.589996,108.0,371.549988,62.150002,230.169998,78.68,135.009995,24.360001,69.08000200000001,32.049999,18.190001,36.25,23.309999,100.699997,66.18,60.139999,50.880001,226.580002,67.370003,112.07,178.729996,35.77,87.59903,63.360001,33.939999
327,45.23,114.330002,182.910004,135.440002,35.82,91.900002,107.25,377.579987,62.290001,231.839996,79.239998,134.389999,24.299999,68.309998,31.360001,18.4,35.98,23.120001,100.75,65.760002,59.470001,50.599998,226.949997,66.800003,112.639999,178.490005,36.099998,87.566696,62.669998,33.599998
328,45.150002,114.050003,183.490005,135.25,36.16,92.230003,107.209999,375.429993,62.240002,233.539993,78.82,132.649994,23.85,67.809998,31.059999,18.110001,35.509998,22.65,100.489998,64.860001,59.220001,50.330002,227.169998,65.199997,111.779999,176.53999299999995,36.360001,86.86338,62.349998,33.439999
329,44.68,113.419998,181.759995,134.389999,36.32,90.730003,104.309998,364.0,62.740002,230.910004,78.699997,130.559998,23.629999,66.970001,30.35,18.18,34.77,22.219999,100.080002,63.779999,57.709999,50.029999,224.0,64.610001,110.860001,174.660004,35.950001,85.610344,61.169998,33.509998
330,43.759998,113.0,178.660004,132.029999,36.330002,90.510002,103.980003,377.799988,62.130001,225.929993,76.230003,126.459999,22.92,65.800003,29.75,17.84,34.099998,21.59,98.129997,63.16,57.490002,49.299999,222.339996,62.950001,108.849998,169.320007,35.169998,84.20371999999998,60.07,33.220001
331,43.580002,113.699997,177.699997,130.520004,36.439999,90.410004,103.330002,381.220001,62.09,224.479996,74.07,128.580002,23.120001,66.16999799999999,29.83,17.940001000000006,33.790001000000004,21.98,97.379997,63.700001,57.439999,49.470001,218.52999900000003,62.59,106.709999,169.0,35.009998,83.57315799999998,60.630001,33.330002
332,43.18,113.900002,178.410004,130.339996,35.889999,90.339996,103.150002,380.48999,62.509998,224.289993,73.300003,128.0,23.07,65.860001,29.719999,17.870001000000006,33.720001,21.700001,98.75,62.889999,57.669998,49.189999,217.0,63.349998,106.410004,168.110001,35.24000200000001,83.104286,59.630001,33.25
333,43.259998,114.129997,179.110001,130.369995,35.720001,88.860001,103.0,381.670013,62.259998,225.460007,74.199997,129.899994,23.129999,66.269997,29.690001,17.870001000000006,33.880001,22.360001,98.870003,63.130001,58.139999,49.549999,219.27999900000003,64.889999,105.790001,168.009995,35.189999,83.01535799999998,59.029999,33.5
334,44.290001,115.720001,183.039993,132.779999,36.049999,89.91999799999998,104.400002,383.869995,63.34,231.410004,75.510002,132.699997,23.629999,67.0,30.01,18.379999,34.5,22.82,101.0,64.900002,59.23,50.639999,222.860001,66.589996,108.510002,170.0,35.919998,84.688766,60.130001,33.82
