,AFL,AIG,AIZ,AJG,ALL,AMG,AMP,AON,AXP,BAC,BBT,BEN,BK,BLK,C,CB,CBOE,CFG,CINF,CMA,CME,COF,DFS,ETFC,FITB,GS,HBAN,HIG,HRB,ICE,IVZ,JPM,KEY,L,LNC,LUK,MCO,MET,MMC,MS,MTB,NAVI,NDAQ,NTRS,PBCT,PFG,PGR,PNC,PRU,RF,SCHW,SPGI,STI,STT,SYF,TMK,TROW,TRV,UNM,USB,WFC,WLTW,XL,ZION
0,62.68,59.150002,82.08000200000002,42.849998,62.23,167.470001,112.129997,92.769997,70.83000200000002,17.129998999999998,37.279999,39.509998,42.57,343.26001,52.959999,111.709999,69.629997,25.6,59.490002,44.669998,95.230003,76.949997,55.599998,28.690001,19.57,189.990005,11.19,45.060001,35.75,51.773998,31.639999,65.459999,12.71,36.790001,54.389999,18.01,96.610001,44.224598,54.0,33.740002000000004,122.379997,11.99,56.41,73.110001,16.290001,48.580002,30.4,92.190002,84.08000200000002,9.66,32.259998,94.440002,41.880001,68.989998,30.23,58.450001,74.300003,111.849998,35.75,42.369999,54.48,114.91391000000002,36.709999,29.34
1,63.799999,60.950001,83.709999,43.610001,63.130001,172.71000700000005,113.559998,94.260002,71.91999799999998,17.5,38.040001,40.560001,43.130001,352.410004,53.889999,113.540001,70.139999,25.719999,60.279999,45.75,96.139999,77.800003,56.509998,29.32,19.85,192.669998,11.47,46.02,36.41,52.71200200000001,32.209999,66.66999799999999,12.96,37.599998,54.389999,18.42,99.300003,45.106953,54.98,34.439999,124.059998,12.03,57.119999,74.099998,16.559998999999998,49.93,30.93,93.639999,85.970001,9.87,32.790001000000004,95.239998,43.0,70.760002,30.389999,59.580002,75.230003,112.809998,36.720001,43.18,55.330002,117.218544,37.200001,29.75
2,63.75,61.200001,84.139999,43.279999,62.75,171.419998,113.699997,93.75,71.129997,17.43,37.880001,40.599998,42.970001,354.679993,53.849998,113.410004,70.730003,25.73,60.259998,45.689999,95.540001,76.949997,56.18,29.42,19.969999,191.050003,11.52,45.220001,36.529999,52.618,32.34,66.480003,12.94,37.57,55.029999,18.219999,101.449997,44.991089,54.869999,33.689999,124.790001,11.93,57.59,74.480003,16.59,49.98,30.690001,93.480003,85.910004,9.9,32.869999,95.239998,43.169998,71.150002,30.91,59.720001,74.809998,112.839996,36.59,43.110001,55.060001,117.37748700000002,36.959999,29.940001
3,64.989998,61.950001,85.709999,43.740002,63.490002,176.479996,115.559998,94.860001,72.099998,17.780001000000006,38.349998,41.470001,43.970001,360.529999,54.880001,114.900002,71.400002,26.1,60.59,46.59,96.18,78.529999,57.119999,30.290001,20.299999,193.820007,11.73,45.900002,36.810001,52.624001,33.060001,67.58000200000001,13.11,37.950001,55.66,18.35,103.260002,45.392159,55.57,34.279999,125.419998,12.06,58.279999,75.58000200000002,16.639999,50.740002,31.379999,93.739998,87.16999799999998,10.03,33.360001000000004,95.800003,43.759998,72.779999,31.610001,60.0,76.379997,114.849998,36.650002,43.91,55.77,118.119202,37.389999,30.049999
4,65.519997,62.240002,85.93,44.0,63.299999,177.46000700000005,114.949997,93.919998,72.879997,17.809998999999994,38.700001,41.709999,44.029999,361.070007,55.369999,116.029999,71.91999799999998,26.309999,61.02,46.66,97.550003,80.07,57.91,30.209999,20.52,193.0,11.77,46.209999,36.619999,52.813999,33.389999,67.989998,13.14,37.98,55.779999,18.15,103.809998,45.409981,55.900002,34.330002,126.260002,11.76,59.360001,75.940002,16.450001,50.990002,31.51,95.699997,87.209999,10.21,33.25,96.849998,43.75,73.129997,31.889999,60.41,76.66999799999998,115.239998,36.709999,44.389999,56.259998,120.317879,38.310001,29.99
5,65.699997,62.400002,86.199997,44.32,63.349998,175.380005,114.650002,94.860001,72.459999,17.620001000000006,38.669998,41.389999,43.810001,362.850006,54.669998,116.639999,72.199997,25.969999,61.060001,46.43,97.629997,79.550003,57.049999,30.27,20.27,191.300003,11.68,45.849998,36.970001,52.681999,33.200001,67.309998,13.17,37.91,55.450001,18.08,104.550003,45.47237,55.950001,33.919998,125.260002,11.84,59.790001,75.43,16.59,50.790001,31.629999,95.309998,86.510002,10.11,33.419998,96.360001,43.5,72.779999,31.879999,60.529999,76.41999799999998,115.809998,37.040001,44.060001,55.900002,122.278145,38.389999,29.92
6,64.910004,62.040001,85.529999,43.919998,62.790001,173.399994,112.980003,94.089996,71.870003,17.26,38.5,40.73,43.25,360.529999,53.810001,115.330002,71.309998,25.639999,61.07,45.75,96.470001,78.099998,56.439999,29.719999,20.34,188.020004,11.57,45.549999,36.77,52.245998,32.830002,66.16999799999999,13.03,37.619999,53.75,18.0,103.330002,44.536541,55.25,33.27,123.980003,11.8,58.619999,74.68,16.469998999999998,50.290001,31.51,94.190002,85.18,10.01,32.91,95.120003,43.189999,71.870003,31.209999,60.029999,75.239998,115.32,36.48,43.57,55.139999,122.463577,38.049999,29.73
7,65.389999,63.310001,85.43,44.209999,62.82,175.820007,112.980003,94.660004,71.699997,17.51,38.529999,41.380001,43.830002,358.01001,54.290001,115.57,71.589996,26.129999,61.529999,46.41,96.470001,78.849998,56.790001,30.15,20.5,188.990005,11.7,45.700001,36.82,51.863998,33.279999,66.93,13.15,37.849998,54.830002,18.01,103.730003,45.08912700000001,55.509998,33.619999,124.650002,11.85,58.490002,75.410004,16.65,50.939999,31.709999,95.040001,86.0,10.14,33.669998,96.769997,43.349998,72.58000200000002,31.459999,60.880001,75.589996,115.449997,36.75,43.900002,55.459999,122.834435,38.18,29.969999
8,65.300003,63.0,85.040001,44.0,62.540001,176.5,112.900002,94.68,71.800003,17.459999,38.52,41.799999,43.869999,359.649994,54.060001,115.0,71.900002,26.23,61.009998,46.349998,96.059998,78.980003,56.790001,30.27,20.58,189.160004,11.66,45.459999,37.02,51.917999,33.57,67.0,13.13,37.790001,54.849998,17.99,103.169998,45.17825300000001,55.310001,33.630001,125.199997,11.78,58.619999,75.110001,16.66,50.919998,31.280001,94.970001,85.809998,10.09,33.689999,96.93,43.41,72.709999,31.700001,60.82,76.059998,114.709999,36.720001,43.869999,55.34,122.278145,37.900002,30.0
9,65.300003,63.619999,85.33000200000002,44.139999,62.970001,177.029999,113.610001,94.32,71.849998,17.48,38.73,41.68,43.919998,359.160004,54.34,115.349998,72.400002,26.43,61.34,46.509998,96.699997,79.08000200000002,56.849998,30.389999,20.719999,190.5,11.76,45.57,36.849998,52.048,33.650002,67.279999,13.14,37.75,55.09,17.9,103.75,45.356506,55.560001,33.810001,125.43,11.9,58.939999,75.519997,16.73,51.419998,31.120001,95.489998,86.550003,10.17,33.93,97.209999,43.52,72.809998,31.57,60.970001,76.160004,115.169998,36.939999,43.93,55.459999,122.384109,38.099998,30.209999
10,65.480003,63.889999,85.910004,43.98,63.34,177.669998,113.639999,95.040001,72.0,17.52,38.93,42.099998,44.049999,362.940002,54.400002,114.629997,71.25,26.809999,61.099998,46.740002,98.190002,79.040001,57.060001,30.57,20.799999,191.220001,11.75,45.919998,36.970001,52.304001,33.860001000000004,67.339996,13.17,38.049999,55.400002,17.85,103.489998,45.650623,55.57,34.599998,126.129997,11.94,58.889999,75.449997,16.85,51.77,30.700001,96.160004,87.0,10.21,33.919998,97.25,43.740002,72.949997,32.119999,60.98,76.599998,115.269997,36.900002,44.139999,55.509998,122.145699,38.419998,30.110001
11,65.940002,63.93,85.43,43.599998,63.549999,179.649994,114.519997,95.580002,72.139999,17.879998999999994,39.02,41.830002,44.080002,360.700012,54.990002,115.839996,70.040001,26.75,61.34,46.869999,97.919998,79.610001,57.119999,30.950001,21.08,193.300003,11.85,46.259998,37.189999,52.273998,33.970001,67.83000200000001,13.34,38.27,55.720001,17.75,103.599998,45.998219,56.029999,35.36000100000001,126.32,12.04,58.93,74.879997,16.860001,52.110001,31.07,96.279999,87.599998,10.28,34.130001,97.25,44.110001,72.639999,32.599998,61.279999,76.5,115.410004,37.200001,44.360001,55.799999,121.668877,38.68,30.5
12,65.709999,63.450001,84.75,43.509998,62.950001,177.100006,113.400002,94.529999,71.410004,17.68,38.630001,41.18,43.669998,359.079987,54.419998,115.949997,70.010002,26.83,61.220001,46.139999,98.489998,79.099998,56.18,30.76,20.91,190.660004,11.7,46.119999,36.849998,51.91,33.779999,66.83000200000001,13.2,38.34,55.369999,18.040001,103.129997,45.632797,55.880001,35.049999,125.519997,12.03,58.709999,74.440002,16.68,50.759998,30.870001,95.529999,86.709999,10.15,33.790001000000004,97.550003,43.52,72.480003,31.889999,60.970001,75.739998,114.07,36.290001,43.970001,55.130001,122.357613,38.720001,30.139999
13,63.139999,62.650002,83.550003,43.060001,62.970001,171.199997,111.559998,94.029999,70.5,17.440001000000002,38.080002,40.52,43.209999,353.910004,53.66,114.089996,68.110001,26.690001,60.32,45.48,95.82,77.910004,55.459999,30.0,20.52,185.610001,11.51,45.509998,36.700001,51.116001,33.310001,66.099998,13.01,37.529999,54.669998,18.0,101.690002,44.839573,55.48,34.66,123.660004,11.76,56.98,73.440002,16.5,48.330002,30.43,94.309998,85.08000200000002,10.0,33.32,96.139999,42.93,71.800003,31.24,60.110001,75.300003,111.720001,36.32,43.459999,54.48,120.768211,38.52,29.59
14,63.389999,63.799999,86.550003,43.849998,64.349998,175.009995,114.489998,96.190002,70.82,17.790001,39.259998,41.09,43.950001,359.420013,54.77,117.080002,70.08000200000001,27.1,61.299999,46.18,99.519997,78.730003,56.380001,30.610001,20.959999,190.0,11.69,46.720001,37.099998,52.77,33.75,67.660004,13.38,38.279999,55.66,17.799999,103.050003,45.311943,56.580002,35.279999,125.610001,12.0,58.700001,75.400002,16.75,48.91,31.17,96.839996,86.440002,10.21,34.389999,97.400002,44.099998,73.43,31.950001,60.860001,75.860001,113.190002,36.700001,44.139999,55.450001,123.682121,39.0,30.049999
15,62.209999,62.419998,86.220001,43.68,64.370003,170.899994,112.519997,96.019997,70.040001,17.389999,38.349998,39.900002,43.18,353.399994,53.84,116.580002,67.610001,26.25,60.990002,43.740002,98.480003,77.449997,55.900002,29.790001,20.52,183.919998,11.47,45.950001,35.189999,52.59,33.080002,66.25,13.13,38.0,53.779999,17.33,102.980003,44.18895,56.369999,34.23,124.370003,11.83,57.040001,75.489998,16.360001,48.610001,30.860001,95.459999,85.230003,9.94,33.73,96.32,43.34,71.099998,31.18,60.139999,74.589996,112.419998,35.950001,43.830002,54.98,122.384109,38.810001,28.57
16,61.91,62.310001,85.400002,43.099998,63.5,168.520004,110.580002,94.43,69.440002,17.110001,37.720001,39.150002,42.880001,348.040009,53.049999,115.230003,66.860001,26.33,60.779999,42.82,96.489998,76.370003,54.790001,29.91,19.98,182.020004,11.21,45.549999,34.119999,51.722,32.68,65.610001,12.98,37.849998,53.259998,17.59,100.970001,43.689838,55.5,33.799999,123.010002,11.69,58.07,73.68,16.200001,48.029999,30.809999,94.169998,84.559998,9.56,33.669998,95.330002,42.889999,70.43,31.34,59.950001,73.75,111.660004,35.650002,43.240002,54.119999,119.841057,38.73,27.889999
17,61.18,62.07,84.209999,43.169998,62.91,166.320007,108.790001,94.230003,69.739998,17.15,37.220001,38.509998,42.419998,344.25,52.889999,115.120003,64.480003,26.1,60.23,42.459999,94.080002,75.389999,54.09,29.610001,19.77,180.990005,10.94,45.110001,32.57,50.450001,32.509998,65.540001,12.88,37.169998,52.200001,17.25,99.699997,43.342247,55.560001,33.5,121.279999,11.75,56.259998,72.32,16.139999,47.259998,30.66,93.580002,84.300003,9.45,33.009998,94.599998,42.23,68.83000200000001,30.719999,59.529999,73.129997,110.889999,35.110001000000004,43.060001,54.25,118.993378,38.509998,27.790001
18,60.119999,59.970001,83.16999799999998,42.950001,61.689999,163.0,107.0,92.660004,69.040001,16.969998999999998,37.029999,37.77,41.66,340.640015,51.939999,113.449997,63.970001,25.959999,59.369999,41.740002,93.360001,74.290001,53.5,29.360001,19.709999,179.679993,10.96,44.299999,32.759998,49.776001,32.240002000000004,64.800003,12.8,37.27,51.650002,17.030001000000002,98.25,42.852051,55.18,32.810001,120.610001,12.32,55.110001,71.029999,16.040001,46.639999,30.299999,92.75,82.389999,9.44,32.630001,93.730003,42.110001,67.879997,30.67,58.57,72.33000200000002,109.68,34.459999,42.509998,53.450001,117.907288,37.549999,27.68
19,60.02,59.720001,82.220001,43.450001,61.580002,153.240005,105.239998,93.589996,68.989998,16.76,36.98,36.060001,40.93,322.679993,51.139999,113.480003,65.910004,25.74,58.939999,41.919998,92.599998,73.809998,52.869999,29.16,19.799999,176.669998,10.88,43.959999,32.23,48.81600200000001,31.450001,64.230003,12.76,36.990002,50.66,16.65,96.010002,42.156864,55.049999,32.130001,121.029999,12.36,54.810001,70.389999,16.08,45.400002,30.34,92.730003,80.949997,9.47,32.049999,92.730003,41.950001,66.58000200000001,30.139999,58.650002,70.199997,109.93,34.0,42.299999,53.32,123.788078,37.580002,27.48
20,60.18,59.669998,82.449997,43.110001,61.790001,145.0,106.169998,94.82,69.75,17.02,37.369999,35.549999,40.990002,324.950012,51.849998,114.790001,67.370003,26.18,59.57,41.93,95.480003,74.269997,53.209999,29.379999,20.120001,178.979996,11.01,43.66,32.98,50.0,30.77,65.07,12.87,37.23,51.07,16.25,97.870003,42.103386,55.580002,32.639999,122.279999,12.25,56.560001,70.75,16.120001000000002,45.630001,30.99,93.730003,81.709999,9.52,32.689999,95.379997,42.580002,66.440002,30.0,57.84,70.889999,111.769997,33.700001,42.990002,53.830002,121.509933,38.049999,27.41
21,61.220001,60.470001,82.440002,43.599998,63.279999,154.0,106.980003,97.139999,70.709999,17.65,38.02,35.970001,42.459999,331.100006,53.040001,116.580002,67.660004,26.75,60.099998,43.169998,96.059998,76.190002,54.490002,30.709999,20.73,184.009995,11.3,44.52,32.91,50.25,31.68,66.910004,13.24,37.669998,51.93,17.0,99.379997,42.878788,56.799999,33.169998,124.989998,12.42,57.099998,73.720001,16.43,46.150002,31.209999,95.589996,83.860001,9.86,33.619999,95.5,43.619999,68.099998,30.4,58.310001,72.139999,114.089996,34.119999,43.93,55.209999,122.887421,38.48,28.15
22,61.709999,61.16,82.5,42.470001,63.41,159.240005,107.889999,96.760002,70.790001,17.799999,38.529999,36.220001,42.669998,332.850006,54.009998,117.019997,66.050003,26.91,60.57,42.84,95.730003,76.550003,55.110001,30.67,20.9,186.880005,11.32,44.700001,33.610001000000004,48.981998,32.09,67.900002,13.4,37.779999,52.02,16.459999,99.580002,43.538326,57.330002,33.830002,126.989998,12.8,56.810001,74.540001,16.559998999999998,46.810001,32.029999,97.389999,84.459999,9.98,34.029999,96.860001,44.240002,68.5,30.639999,58.509998,72.139999,114.690002,33.939999,44.52,56.110001,123.046356,38.509998,28.309999
23,59.970001,59.91,80.599998,41.23,62.110001,155.410004,104.230003,92.650002,69.129997,17.190001000000002,37.610001,35.220001,40.869999,326.980011,52.459999,115.32,65.029999,26.389999,59.369999,41.849998,94.589996,73.91999799999998,53.549999,29.690001,20.16,181.199997,11.08,42.990002,33.400002,49.433998,31.0,65.970001,12.91,36.880001,49.630001,16.309998999999998,97.190002,41.987522,55.5,32.130001,124.169998,12.39,56.049999,70.82,16.280001000000002,45.0,31.34,94.910004,81.199997,9.52,32.889999,94.610001,42.990002,65.809998,29.879999,56.630001,70.480003,113.269997,32.790001000000004,43.540001,55.0,121.854301,38.279999,27.42
24,58.389999,59.950001,79.440002,40.27,61.560001,154.559998,103.959999,91.470001,68.150002,16.98,37.639999,35.34,40.549999,325.630005,51.709999,114.269997,64.709999,26.139999,58.279999,40.889999,93.139999,73.040001,52.689999,29.07,19.870001,177.5,10.94,42.400002,33.380001,49.396,31.049999,65.019997,12.73,36.810001,48.990002,16.549999,98.169998,41.68449,54.91,31.620001,121.209999,12.08,56.490002,70.57,15.99,44.279999,31.030001,94.470001,80.150002,9.39,32.23,94.410004,42.509998,65.360001,29.66,55.759998,70.519997,110.860001,32.389999,42.66,54.299999,122.728477,37.849998,27.0
25,58.580002,60.310001,80.459999,40.41,61.709999,155.28999299999995,106.110001,90.849998,68.739998,17.049999,37.540001,35.110001000000004,40.919998,326.0,51.990002,115.599998,65.209999,26.16,58.5,41.459999,93.379997,72.620003,53.68,28.91,20.049999,178.899994,10.98,42.75,33.279999,49.830002,31.780001,65.91999799999999,12.92,37.139999,49.52,16.68,99.529999,41.916222,54.970001,31.959999,121.059998,11.84,56.849998,71.809998,16.1,44.529999,31.32,94.709999,80.980003,9.49,32.549999,95.650002,42.790001,66.360001,29.99,56.080002,70.629997,111.720001,32.5,42.91,54.360001,123.152321,38.099998,27.01
26,59.799999,60.939999,80.949997,40.650002,62.68,159.639999,107.459999,91.400002,69.050003,17.16,37.84,36.110001,41.240002,333.809998,52.299999,117.510002,65.779999,26.35,59.709999,41.66,92.800003,73.16999799999998,54.369999,29.469999,20.209999,180.699997,11.03,43.330002,33.52,49.959999,32.009998,66.120003,13.08,38.049999,50.189999,16.950001,99.300003,42.495544,55.200001,32.470001,122.309998,11.75,58.34,72.33000200000002,16.26,45.060001,31.93,95.290001,81.910004,9.57,33.139999,96.25,43.049999,66.699997,30.4,56.91,71.0,112.839996,32.93,43.09,54.599998,122.384109,39.259998,27.4
27,60.209999,61.450001,80.82,41.060001,62.830002,162.529999,108.290001,91.809998,69.739998,17.32,38.169998,37.169998,41.34,340.369995,52.48,117.699997,64.809998,26.450001,59.459999,42.279999,91.099998,73.68,54.709999,29.59,20.440001,182.270004,11.17,43.349998,33.419998,50.099998,33.07,66.620003,13.32,38.5,50.720001,17.43,99.400002,42.959003,55.349998,32.57,122.889999,12.21,58.049999,72.800003,16.290001,45.66,31.889999,95.910004,82.790001,9.68,33.0,97.870003,43.330002,67.160004,30.48,57.23,72.480003,112.870003,33.330002,43.380001,54.970001,123.496689,39.41,27.629999
28,59.970001,61.27,80.510002,40.98,63.009998,161.669998,107.800003,91.739998,70.0,17.219998999999998,38.049999,36.779999,41.0,336.940002,52.57,117.940002,65.290001,26.440001,59.549999,42.0,91.68,73.150002,54.5,29.530001,20.4,181.770004,11.13,43.360001,33.34,50.346001,32.75,66.290001,13.27,38.279999,50.48,17.23,99.959999,42.78075,55.25,32.360001000000004,122.620003,12.5,58.029999,72.779999,16.26,45.349998,31.879999,95.739998,82.16999799999998,9.66,32.91,97.300003,43.119999,67.010002,30.42,56.939999,72.25,113.0,33.27,43.240002,54.549999,123.97351100000002,39.700001,27.629999
29,60.77,62.07,81.400002,41.560001,63.09,164.800003,108.559998,92.699997,70.279999,17.25,38.349998,37.150002,41.459999,344.769989,52.759998,118.379997,65.910004,26.540001,60.369999,42.400002,92.370003,73.599998,54.77,29.83,20.49,182.820007,11.12,43.880001,33.700001,51.394001,33.209999,66.839996,13.38,38.639999,51.200001,17.120001000000002,101.32,43.36898400000001,56.0,32.439999,123.190002,11.49,59.540001,73.43,16.41,46.450001,32.189999,96.529999,83.129997,9.7,33.389999,98.0,43.52,67.629997,30.459999,57.759998,72.730003,114.080002,33.700001,43.150002,55.110001,127.947021,40.060001,27.879999
30,60.849998,62.5,81.940002,41.599998,63.150002,161.970001,108.129997,93.82,70.510002,17.200001,38.470001,37.189999,41.59,342.359985,52.84,119.309998,65.959999,26.49,60.349998,42.150002,92.300003,73.620003,54.709999,29.809999,20.41,183.279999,11.24,44.110001,33.48,51.546001,33.360001000000004,67.040001,13.38,38.700001,51.139999,17.08,101.449997,43.645275,56.360001,32.5,123.849998,11.53,59.290001,73.32,16.52,46.029999,32.349998,96.959999,83.0,9.74,33.419998,99.650002,43.740002,67.269997,30.68,57.790001,72.93,115.029999,33.669998,43.369999,55.27,130.01324499999998,40.400002,27.68
31,60.150002,62.299999,81.089996,41.200001,62.619999,159.639999,106.5,93.110001,70.010002,17.01,37.919998,36.779999,40.970001,339.940002,52.07,117.709999,65.449997,26.219999,60.09,41.560001,90.959999,72.709999,54.099998,29.77,20.1,181.160004,11.09,43.540001,33.240002000000004,51.098,33.130001,66.190002,13.17,38.369999,50.380001,17.01,100.800003,43.003567,55.93,31.91,121.800003,11.3,58.77,72.550003,16.25,45.209999,32.139999,95.519997,81.730003,9.58,32.98,99.459999,42.990002,66.07,30.209999,57.5,72.050003,114.120003,33.259998,42.790001,54.509998,129.139069,39.82,27.26
32,58.790001,60.66,78.940002,40.400002,60.880001,155.110001,103.93,90.709999,68.089996,16.450001,36.919998,35.639999,40.290001,333.040009,50.75,115.019997,64.550003,25.709999,58.110001,40.610001,88.800003,70.769997,52.529999,28.879999,19.48,175.78999299999995,10.76,42.669998,32.73,50.450001,32.59,63.950001,12.99,37.75,49.169998,17.040001,98.440002,41.996433,54.48,30.700001,119.239998,11.34,56.900002,70.290001,15.85,43.810001,31.4,94.0,79.550003,9.35,31.950001,96.559998,41.860001,64.769997,29.98,56.02,69.93,110.709999,32.360001000000004,41.75,53.09,127.205299,38.669998,26.559999
33,59.169998,60.450001,78.519997,40.200001,60.709999,157.190002,104.5,90.720001,67.370003,16.52,36.610001,36.279999,39.939999,334.190002,51.540001,114.230003,63.369999,25.77,57.5,41.529999,89.410004,69.43,52.639999,28.719999,19.559999,176.71000700000005,10.76,42.77,33.029999,51.66,33.34,63.700001,13.01,37.759998,49.299999,17.059998999999998,97.510002,41.880569,54.259998,31.48,117.870003,11.5,56.59,70.860001,15.8,43.790001,31.120001,93.230003,79.849998,9.45,32.02,94.519997,41.66,64.970001,29.85,56.259998,70.389999,109.919998,32.52,41.470001,52.93,123.43,38.220001,26.77
34,58.330002,59.869999,78.860001,39.880001,59.790001,151.53999299999995,102.220001,90.400002,65.239998,16.190001000000002,36.060001,35.450001,39.150002,327.2799990000001,50.099998,113.739998,62.459999,25.299999,57.099998,40.310001,88.370003,68.550003,51.82,28.139999,19.209999,171.309998,10.51,42.490002,32.82,51.0,32.279999,62.720001,12.69,37.279999,48.02,16.799999,96.900002,40.757576,53.970001,30.629999,116.349998,11.21,56.689999,69.190002,15.55,43.200001,31.030001,91.339996,78.059998,9.26,31.25,93.959999,40.919998,64.0,29.83,56.189999,69.139999,109.339996,32.0,41.040001,52.119999,125.239998,37.799999,25.91
35,57.119999,58.529999,77.260002,38.82,58.790001,143.929993,98.0,88.33000200000002,63.310001,15.73,35.380001,34.360001000000004,38.139999,320.600006,49.07,110.660004,61.790001,24.790001,56.279999,40.150002,87.360001,66.339996,50.790001,27.32,18.93,166.669998,10.32,41.27,32.490002000000004,50.085999,31.51,61.459999,12.43,36.32,45.540001,16.5,94.07,38.600712,53.130001,29.879999,113.980003,10.74,56.369999,67.370003,15.31,41.299999,30.610001,90.010002,75.050003,9.05,29.93,92.610001,40.259998,62.029999,29.469999,54.830002,67.510002,107.5,30.92,40.310001,51.009998,116.379997,37.32,24.969999
36,57.669998,58.810001,77.720001,38.810001,58.799999,140.529999,97.900002,88.809998,64.18,15.94,35.419998,34.209999,38.200001,317.559998,48.73,112.199997,63.080002,24.809999,56.349998,40.240002,88.360001,65.75,50.990002,27.26,18.77,166.75,10.4,41.540001,32.889999,51.130001,31.780001,61.130001,12.29,36.360001,45.860001,16.610001,93.199997,38.689838,53.810001,29.41,113.540001,10.37,57.470001,68.010002,15.37,40.720001,30.67,89.949997,74.900002,9.04,29.51,91.510002,40.220001,60.759998,29.360001,55.369999,67.459999,107.010002,31.1,40.639999,50.799999,115.480003,37.369999,25.18
37,57.02,57.889999,77.209999,38.349998,58.389999,135.570007,96.040001,87.529999,63.740002,15.26,34.650002,33.66,37.650002,309.070007,46.560001,110.290001,62.66,24.18,55.970001,39.330002,86.449997,64.82,50.459999,26.98,18.459999,165.0,10.14,40.939999,32.380001,50.38600200000001,30.23,58.830002,11.99,36.080002,44.529999,16.049999,90.919998,37.718361,52.439999,28.450001,110.089996,10.21,56.529999,66.68,15.04,40.330002,30.290001,88.379997,73.41999799999998,8.84,29.209999,89.120003,39.299999,58.98,29.0,54.52,65.699997,106.470001,30.59,40.009998,50.18,117.010002,36.369999,24.790001
38,57.630001,58.200001,77.760002,37.869999,58.43,136.940002,96.809998,87.199997,64.800003,15.54,35.099998,33.619999,38.0,312.420013,47.5,111.029999,63.459999,24.1,56.049999,38.290001,87.690002,65.559998,50.970001,26.92,18.41,166.889999,10.18,41.349998,32.630001,51.0,30.25,59.450001,12.1,36.139999,43.779999,16.0,91.809998,37.789661,52.540001,28.74,110.379997,10.15,57.889999,66.769997,15.16,40.189999,30.85,89.160004,74.019997,8.78,29.040001,88.93,39.459999,59.27,29.059999,54.849998,65.730003,107.690002,30.6,40.400002,50.880001,115.510002,36.220001,24.42
39,58.32,59.16,78.559998,38.16,58.82,137.059998,96.339996,87.709999,63.650002,15.47,35.139999,34.209999,38.009998,315.209991,47.32,113.260002,63.709999,24.08,56.599998,38.790001,88.860001,66.279999,51.439999,27.209999,18.42,166.46000700000005,10.22,42.009998,32.509998,50.880001,30.01,59.459999,12.13,35.98,43.5,15.75,91.720001,40.383244,53.43,28.73,110.980003,10.07,57.77,66.58000200000001,15.12,40.189999,30.879999,89.32,74.900002,8.81,29.110001,88.879997,39.689999,59.77,29.82,55.060001,66.970001,108.269997,30.51,40.919998,51.73,116.459999,36.119999,24.16
40,57.02,56.779999,78.57,37.080002,57.970001,131.990005,92.949997,86.110001,62.849998,15.01,33.84,33.09,36.740002,305.26001,45.419998,110.440002,62.75,23.34,55.52,36.740002,84.620003,64.010002,49.060001,25.82,17.49,160.300003,9.82,40.209999,31.59,49.652,29.16,58.16,11.78,35.310001,41.970001,15.44,87.610001,38.868092,52.400002,26.99,107.050003,9.44,56.09,65.389999,14.57,38.77,30.209999,85.82,72.160004,8.38,27.879999,84.870003,38.400002,57.279999,27.6,53.700001,65.150002,105.940002,29.440001,39.599998,50.080002,113.510002,35.07,23.1
41,56.02,55.439999,77.720001,36.959999,56.91,128.220001,93.760002,87.650002,62.029999,14.41,32.900002,32.34,35.61000100000001,298.959991,42.509998,110.809998,62.09,22.190001,55.139999,35.389999,82.33000200000002,62.0,48.650002,24.959999,17.040001,156.699997,9.55,39.09,31.65,48.638000000000005,28.57,56.450001,11.36,34.919998,39.900002,15.67,86.019997,37.575756,52.009998,26.030001,105.82,9.13,55.830002,63.950001,14.42,37.740002,29.48,84.57,69.18,7.18,26.98,83.099998,37.139999,55.540001,27.440001,52.619999,63.830002,103.279999,28.620001,38.009998,48.59,113.330002,34.580002,22.07
42,57.080002,56.529999,79.120003,37.990002,59.02,129.919998,94.610001,86.760002,63.41,14.69,33.700001,33.169998,36.380001,300.399994,42.849998,110.959999,64.660004,22.6,55.970001,36.5,85.959999,63.689999,49.779999,25.48,17.41,157.559998,9.78,39.5,32.119999,49.860001,29.129999,57.73,11.65,35.919998,41.0,15.87,87.139999,39.090908,52.759998,26.83,105.690002,8.95,57.209999,64.879997,14.67,38.700001,29.83,87.139999,71.239998,8.31,28.049999,84.720001,37.990002,55.84,27.799999,53.700001,65.949997,106.610001,28.780001,39.470001,49.25,113.660004,35.82,22.700001
43,55.450001,54.509998,77.75,36.650002,57.5,125.489998,90.809998,84.58000200000002,61.540001,13.79,32.150002,32.380001,34.889999,288.670013,40.52,110.0,63.73,21.870001,54.66,34.380001,85.300003,60.799999,47.860001,24.219999,16.51,154.100006,9.26,38.419998,31.49,49.046001,28.200001,55.630001,11.1,34.400002,38.34,15.64,84.860001,37.335117,51.02,25.700001,104.120003,8.58,56.490002,63.0,14.23,36.560001,29.469999,83.800003,67.150002,7.86,25.889999,81.82,36.07,54.099998,27.34,52.0,64.400002,104.889999,27.540001,38.299999,47.279999,109.059998,34.900002,21.440001
