,AEE,AEP,AES,AWK,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SCG,SO,SRE,WEC,XEL
345,54.560001,67.08000200000001,11.11,77.089996,44.630001,27.459999,77.529999,101.209999,81.910004,77.620003,79.43,58.560001,75.870003,35.75,31.42,39.549999,128.059998,23.58,18.379999,66.339996,43.959999,83.230003,37.290001,65.550003,49.630001,110.089996,60.34,44.310001
346,54.52,67.019997,11.17,77.589996,44.759998,27.549999,77.139999,101.949997,81.900002,77.75,79.620003,58.759998,75.800003,35.950001,31.719999,39.630001,128.5,23.74,18.58,66.33000200000001,44.310001,83.410004,37.380001,65.349998,49.68,110.480003,60.459999,44.400002
347,54.630001,67.160004,11.19,77.260002,44.82,27.540001,77.769997,101.809998,82.239998,77.699997,79.860001,58.830002,75.690002,35.799999,31.49,39.540001,128.929993,23.66,18.74,66.489998,44.209999,83.300003,37.169998,65.849998,49.959999,109.989998,60.509998,44.330002
348,54.610001,67.279999,11.24,77.699997,44.900002,27.76,77.730003,102.150002,82.269997,77.860001,79.949997,58.740002,75.790001,35.880001,31.629999,39.73,129.410004,23.65,18.879999,66.800003,44.240002,83.739998,37.299999,66.139999,49.919998,110.5,60.709999,44.490002
349,55.040001,67.620003,11.17,78.059998,45.110001,27.77,78.0,102.779999,82.660004,78.370003,80.309998,59.220001,75.800003,36.0,31.66,39.849998,130.059998,23.77,18.700001,67.260002,44.279999,83.739998,37.48,66.629997,50.25,109.260002,61.099998,44.650002
350,54.830002,67.800003,11.18,78.029999,45.27,27.959999,78.360001,103.18,82.800003,78.690002,80.620003,59.669998,75.980003,36.310001,31.889999,40.009998,130.029999,23.889999,18.92,67.480003,44.970001,84.660004,37.48,66.349998,50.209999,109.980003,61.049999,44.700001
351,54.549999,67.470001,11.05,78.0,44.950001,27.889999,77.639999,102.839996,82.300003,77.870003,80.230003,59.310001,75.980003,36.0,31.32,39.709999,128.929993,23.73,18.51,67.010002,44.68,84.339996,37.25,65.459999,49.689999,109.68,60.41,44.43
352,54.5,67.389999,11.13,77.940002,45.16,27.969999,77.629997,103.199997,82.32,77.870003,80.010002,59.16,76.019997,35.75,31.52,39.689999,129.130005,23.709999,18.690001,67.0,44.650002,84.360001,37.259998,65.43,49.639999,110.5,60.470001,44.52
353,54.700001,67.150002,11.29,78.370003,45.220001,27.93,77.379997,103.290001,81.959999,77.629997,79.66999799999998,59.080002,76.339996,35.970001,31.4,39.59,128.610001,23.85,18.66,66.760002,45.189999,84.790001,37.349998,65.220001,49.110001,110.080002,60.5,44.43
354,55.360001,67.800003,11.36,78.790001,45.52,28.01,78.0,103.93,82.760002,78.480003,80.550003,59.709999,77.019997,36.139999,31.610001,39.869999,130.089996,23.93,18.75,67.449997,45.689999,85.389999,37.73,66.190002,49.68,111.349998,61.099998,44.849998
355,55.169998,67.66999799999999,11.38,78.599998,45.41,27.98,77.660004,103.610001,82.699997,78.610001,80.57,59.779999,77.139999,35.98,31.299999,39.720001,130.669998,23.83,18.379999,67.099998,45.689999,85.489998,37.650002,66.0,49.52,111.529999,60.860001,44.970001
356,55.470001,67.769997,11.4,79.220001,45.560001,28.26,77.900002,104.400002,82.900002,78.889999,80.709999,60.200001,77.050003,35.91,31.450001,39.849998,130.899994,24.02,18.389999,67.5,45.490002,85.809998,37.880001,66.32,49.860001,112.349998,60.950001,45.099998
357,55.25,67.989998,11.42,79.480003,45.599998,28.34,77.839996,104.449997,82.839996,78.889999,80.93,60.119999,76.91999799999998,35.79000100000001,31.450001,40.130001,131.929993,24.209999,18.469999,67.470001,45.27,86.139999,38.0,66.58000200000001,49.91,112.379997,60.91,45.09
358,54.889999,67.739998,11.37,79.32,45.139999,27.969999,77.339996,103.839996,82.349998,78.779999,80.620003,59.639999,76.360001,35.459999,30.85,39.810001,131.5,24.23,18.01,67.540001,44.599998,85.610001,37.77,66.610001,49.75,111.5,60.48,44.799999
359,54.52,67.279999,11.38,79.279999,44.82,27.969999,77.470001,103.400002,82.099998,78.239998,80.25,59.450001,75.849998,35.049999,30.639999,39.700001,131.259995,24.120001,17.26,66.970001,44.299999,85.269997,37.790001,65.989998,49.709999,112.349998,59.810001,44.610001
360,55.259998,67.82,11.4,80.510002,45.23,28.200001,77.639999,104.150002,82.410004,79.139999,80.519997,60.0,76.629997,35.200001,30.6,40.029999,132.619995,24.0,17.15,67.190002,44.57,85.860001,37.98,66.269997,50.029999,112.739998,60.290001,44.880001
361,55.200001,67.739998,11.55,80.5,45.299999,28.24,77.66999799999998,104.07,82.410004,79.0,80.620003,59.810001,76.370003,35.34,30.59,39.939999,132.610001,24.18,17.07,67.519997,44.84,85.839996,37.93,66.489998,49.990002,112.910004,60.490002,44.860001
362,54.939999,67.790001,11.6,80.519997,45.43,28.370001,77.620003,104.040001,82.57,79.32,80.83000200000002,59.950001,76.25,35.040001000000004,30.6,39.650002,133.0,24.219999,17.030001000000002,67.489998,44.630001,86.160004,38.040001,66.800003,50.060001,113.050003,60.709999,44.950001
363,55.09,67.440002,11.3,80.339996,45.41,28.35,77.510002,104.68,82.68,79.16999799999998,80.290001,59.75,75.889999,34.919998,30.52,39.5,132.660004,24.1,17.18,67.089996,44.529999,85.370003,37.93,66.959999,50.029999,112.900002,60.549999,44.900002
364,54.990002,68.099998,11.3,80.349998,45.419998,28.620001,77.660004,104.989998,82.709999,79.389999,80.360001,59.720001,76.839996,34.84,30.68,39.59,133.350006,24.32,16.92,67.260002,44.389999,85.910004,38.099998,67.199997,50.0,113.330002,60.73,45.139999
365,54.790001,68.029999,11.31,79.83000200000002,45.740002,28.58,77.449997,104.760002,82.510002,79.300003,80.139999,59.580002,76.33000200000002,34.650002,29.98,39.400002,134.139999,24.290001,16.700001,67.08000200000001,44.099998,85.110001,38.169998,66.41999799999999,49.810001,113.190002,60.549999,45.060001
366,54.450001,67.66999799999999,11.33,79.110001,45.290001,28.35,77.099998,104.150002,82.230003,79.029999,80.43,59.279999,75.870003,34.389999,29.530001,39.209999,133.240005,24.07,16.27,66.779999,43.75,84.970001,37.990002,65.5,49.700001,111.980003,60.91,44.889999
367,54.23,68.0,11.27,78.739998,45.09,28.139999,77.07,104.089996,82.279999,79.25,79.029999,59.139999,76.129997,34.59,28.68,39.360001,133.860001,24.32,15.76,66.730003,43.82,84.389999,37.990002,65.440002,49.580002,111.889999,60.66,44.799999
368,54.369999,67.709999,11.17,76.440002,44.77,28.07,76.650002,103.779999,81.93,78.459999,78.66999799999998,58.110001,76.309998,33.950001,28.889999,39.529999,133.110001,24.0,14.98,66.709999,43.59,84.110001,37.400002,64.599998,49.400002,111.029999,60.5,44.560001
369,54.950001,68.220001,11.14,76.059998,45.09,28.09,77.529999,104.459999,82.690002,79.43,80.0,59.709999,76.760002,34.18,28.91,39.939999,134.779999,24.370001,14.67,67.190002,43.630001,84.849998,38.540001,65.160004,49.880001,111.879997,61.509998,45.049999
370,54.799999,67.989998,11.08,76.870003,45.549999,28.040001,78.25,104.760002,83.019997,79.279999,79.93,59.68,77.339996,34.380001,28.879999,40.099998,134.5,24.57,14.96,67.269997,43.900002,84.989998,38.580002,66.08000200000001,50.099998,112.080002,61.68,45.16
371,54.630001,67.629997,11.26,76.260002,45.419998,27.799999,78.32,104.480003,82.529999,79.279999,79.459999,59.599998,76.050003,34.189999,28.940001,39.790001,134.440002,24.35,14.95,66.959999,43.57,84.790001,38.610001,66.199997,50.0,111.889999,61.470001,45.040001
372,54.240002,67.349998,11.34,75.269997,44.93,27.440001,77.529999,103.989998,82.269997,78.949997,79.589996,59.380001,75.32,33.669998,28.83,39.580002,133.820007,24.110001,14.75,66.83000200000001,43.0,84.110001,38.389999,65.5,50.0,111.709999,60.619999,44.82
373,54.310001,67.230003,11.57,75.440002,45.060001,27.559999,77.58000200000002,104.199997,82.150002,79.0,78.839996,59.040001,75.349998,33.459999,28.85,39.41,134.080002,24.110001,15.02,66.25,42.610001,84.050003,38.470001,65.089996,49.25,111.32,60.330002,44.82
374,54.470001,67.589996,11.5,75.709999,45.27,27.280001,77.790001,104.82,83.099998,79.660004,78.620003,59.439999,75.389999,33.650002,28.860001,39.540001,134.729996,24.23,15.29,66.0,42.959999,84.41999799999998,38.560001,65.5,49.810001,111.32,60.549999,45.16
375,54.860001,68.08000200000001,11.34,76.220001,45.490002,27.309999,77.800003,105.32,83.550003,79.360001,78.68,59.889999,75.650002,34.360001000000004,28.690001,39.630001,135.240005,24.299999,15.08,66.339996,42.84,84.620003,38.75,65.300003,49.860001,111.559998,60.759998,45.580002
376,55.099998,68.43,11.43,76.690002,45.560001,27.42,78.019997,105.849998,83.58000200000002,79.639999,78.760002,60.150002,75.800003,34.610001000000004,28.870001,39.700001,136.130005,24.549999,15.05,66.550003,43.110001,84.529999,38.77,65.519997,49.889999,112.080002,60.98,45.779999
377,54.66,67.860001,11.32,75.849998,45.310001,27.190001,77.209999,104.800003,82.269997,79.139999,77.870003,59.73,75.139999,34.509998,28.690001,39.380001,135.899994,24.209999,14.92,65.550003,43.099998,83.889999,38.48,65.129997,49.34,110.620003,60.59,45.57
378,54.639999,68.349998,11.3,75.660004,45.630001,27.18,77.620003,105.540001,83.099998,79.459999,77.82,60.41,75.5,34.959999,28.43,39.639999,136.630005,24.34,15.0,65.57,43.75,84.379997,38.759998,65.190002,49.799999,110.919998,61.0,45.650002
379,55.279999,68.300003,11.22,75.400002,45.77,27.26,78.480003,105.43,83.360001,80.0,77.959999,60.169998,75.870003,35.16,28.15,39.77,137.029999,24.559999,15.92,65.730003,43.779999,84.639999,38.77,64.949997,49.68,110.489998,60.970001,45.68
380,55.48,68.68,11.17,75.519997,45.869999,27.450001,78.150002,105.959999,83.269997,80.099998,77.91999799999998,60.099998,75.540001,34.91,28.18,39.630001,137.360001,24.67,15.73,65.400002,43.799999,84.410004,38.799999,65.309998,49.82,111.57,60.810001,45.720001
381,56.509998,69.43,11.38,76.209999,46.48,27.700001,79.690002,107.0,84.129997,81.0,78.849998,60.75,76.379997,35.52,28.440001,40.369999,138.520004,25.059999,16.59,65.949997,44.200001,85.300003,39.259998,65.529999,50.049999,112.949997,61.68,46.360001
382,56.32,69.739998,11.36,76.510002,46.66,27.799999,79.82,107.279999,84.470001,81.279999,79.019997,61.279999,76.540001,35.450001,28.549999,41.0,139.179993,25.17,15.88,66.300003,44.23,85.83000200000002,39.349998,66.099998,50.189999,113.309998,61.610001,46.540001
383,55.720001,70.16999799999999,11.71,77.040001,46.810001,28.0,80.190002,108.040001,84.809998,81.58000200000002,79.16999799999998,61.400002,77.199997,35.93,28.620001,41.16,139.729996,25.27,16.73,66.349998,44.43,86.550003,39.549999,67.449997,50.380001,113.669998,61.959999,46.849998
384,55.990002,70.800003,11.76,77.900002,47.34,28.190001,80.849998,108.519997,85.190002,82.099998,79.860001,61.34,77.989998,36.009998,28.889999,41.52,140.78999299999995,25.450001,16.48,67.32,44.529999,87.41999799999998,39.84,67.959999,50.5,114.550003,62.48,47.299999
385,56.169998,70.769997,11.76,77.459999,47.389999,28.309999,80.940002,108.879997,85.199997,82.040001,79.889999,61.400002,77.690002,35.720001,28.870001,41.25,140.529999,25.559999,16.440001000000002,67.349998,44.369999,87.400002,39.869999,67.660004,50.470001,114.379997,62.450001,47.279999
386,56.57,71.260002,11.73,77.620003,47.459999,28.42,80.269997,109.220001,85.519997,82.309998,80.620003,61.540001,78.349998,36.080002,29.129999,41.509998,140.720001,25.879999,16.209999,67.970001,44.57,87.879997,39.91,67.739998,50.66,115.910004,62.610001,47.630001
387,56.75,71.650002,11.68,78.290001,47.400002,28.610001,80.769997,109.379997,85.480003,82.769997,81.309998,62.099998,78.940002,36.25,29.23,41.459999,141.350006,26.07,16.51,68.290001,44.93,88.300003,39.720001,68.18,50.650002,116.470001,62.599998,47.880001
388,57.029999,72.510002,11.99,79.0,47.950001,29.02,81.489998,111.18,86.790001,83.889999,82.690002,62.66,80.120003,36.799999,29.59,41.869999,142.770004,26.33,16.709999,70.32,45.75,89.559998,40.189999,68.93,51.029999,117.709999,63.490002,48.41
389,57.119999,72.639999,11.87,78.879997,47.700001,28.82,81.209999,110.610001,86.25,83.389999,81.82,62.470001,80.190002,36.560001,29.34,41.799999,142.399994,26.34,16.860001,68.790001,45.049999,89.230003,40.09,68.599998,50.93,117.389999,63.470001,48.360001
390,57.0,72.620003,11.8,79.029999,47.459999,28.59,80.809998,110.529999,86.089996,83.25,81.980003,62.259998,80.269997,36.75,29.17,41.759998,142.509995,26.42,16.709999,68.91999799999999,45.07,88.589996,40.130001,68.220001,51.09,117.589996,63.130001,47.950001
391,56.970001,72.260002,11.92,78.940002,47.389999,28.559999,80.5,110.449997,85.809998,83.139999,81.529999,62.110001,80.08000200000002,36.68,29.08,41.5,141.929993,26.299999,16.73,68.699997,44.389999,88.120003,39.610001,67.989998,50.759998,117.129997,62.93,47.619999
392,56.889999,72.620003,11.57,79.360001,47.52,28.32,80.459999,110.629997,86.089996,83.760002,81.83000200000002,62.549999,80.449997,36.610001,29.139999,41.610001,142.580002,26.440001,16.4,69.019997,44.580002,88.059998,39.66,68.08000200000001,51.009998,117.459999,63.380001,47.900002
393,56.130001,71.709999,11.53,78.620003,46.790001,28.219999,79.470001,108.660004,85.099998,82.699997,81.199997,61.93,79.150002,36.400002,28.85,41.139999,141.100006,25.719999,16.360001,68.18,43.799999,87.779999,39.23,67.58000200000001,50.630001,115.169998,62.709999,47.220001
394,56.009998,71.860001,11.73,79.279999,46.98,28.24,79.440002,108.980003,85.730003,83.25,81.260002,62.34,79.279999,36.66,29.139999,41.259998,140.240005,25.82,16.67,68.290001,44.330002,87.989998,39.200001,68.839996,50.860001,115.120003,63.169998,47.349998
395,56.009998,71.33000200000002,11.71,79.660004,46.970001,28.08,79.309998,108.849998,85.529999,82.839996,80.209999,62.150002,79.190002,36.48,29.4,41.169998,139.419998,25.629999,16.74,67.33000200000001,44.189999,87.440002,38.93,68.970001,50.799999,114.720001,63.27,46.84
396,56.669998,72.230003,11.97,80.83000200000002,47.700001,28.15,80.0,110.099998,86.440002,83.559998,80.959999,62.669998,79.730003,36.790001,29.6,41.66,141.149994,26.030001,16.879998999999998,67.980003,44.349998,88.260002,39.27,69.82,51.360001,115.309998,63.790001,47.360001
397,56.41,71.93,11.82,81.099998,47.619999,28.309999,79.769997,109.669998,86.209999,83.75,80.83000200000002,62.43,79.379997,36.669998,29.51,41.439999,141.21000700000005,25.870001,16.469998999999998,68.150002,44.18,87.989998,39.240002,69.18,51.209999,114.139999,63.700001,47.27
398,56.509998,72.32,11.94,82.150002,48.189999,28.59,80.279999,110.910004,87.120003,84.5,82.260002,62.709999,80.18,36.880001,29.85,41.77,142.190002,26.040001,16.620001000000002,69.41999799999999,44.450001,88.459999,39.57,70.139999,51.779999,115.360001,64.0,47.650002
399,57.139999,72.41999799999998,11.93,82.739998,48.279999,28.9,80.709999,111.160004,87.309998,84.720001,82.33000200000002,63.220001,80.089996,37.139999,30.0,42.18,143.050003,26.1,16.959999,69.230003,44.470001,89.010002,39.549999,71.160004,51.490002,116.419998,64.16999799999999,47.849998
400,56.84,72.099998,11.89,81.440002,48.009998,28.690001,80.510002,110.870003,86.839996,84.800003,81.93,62.82,79.540001,36.810001,29.85,41.889999,142.440002,26.17,16.860001,69.120003,44.299999,88.739998,39.52,70.809998,51.43,116.0,63.919998,47.619999
401,57.07,72.599998,11.93,81.120003,48.060001,28.379999,80.199997,111.010002,86.93,85.040001,81.889999,62.950001,79.940002,36.950001,29.82,41.830002,142.119995,26.200001,16.860001,69.279999,44.139999,88.980003,39.299999,71.08000200000002,51.73,115.639999,64.150002,47.669998
402,56.41,72.199997,11.65,80.75,47.68,28.0,78.910004,110.040001,86.400002,84.470001,81.279999,62.509998,79.449997,36.610001,29.379999,41.73,140.889999,25.959999,16.83,69.050003,43.98,88.400002,39.299999,70.209999,51.049999,113.860001,63.790001,47.470001
403,56.27,71.75,11.6,80.940002,47.59,28.07,78.91999799999998,109.480003,86.220001,84.139999,80.860001,62.119999,79.190002,36.66,29.15,41.540001,141.589996,25.889999,17.23,68.760002,43.689999,88.18,39.0,69.699997,50.299999,113.209999,63.610001,47.310001
404,55.720001,71.290001,11.63,81.129997,47.310001,28.07,78.489998,109.0,86.33000200000002,83.910004,80.050003,62.41,79.25,36.66,29.01,41.470001,143.389999,25.85,17.42,68.16999799999999,43.57,88.0,38.990002,69.470001,49.889999,112.830002,63.110001,47.130001
405,56.189999,71.5,11.65,80.93,47.290001,28.23,78.43,109.019997,86.360001,83.559998,80.120003,62.360001,79.32,36.959999,30.02,41.5,143.570007,25.91,17.65,67.82,43.98,87.900002,39.150002,69.290001,49.900002,113.589996,63.330002,47.139999
406,56.110001,70.910004,11.54,80.43,47.209999,28.299999,78.139999,108.139999,86.029999,83.010002,78.849998,62.259998,78.559998,36.869999,29.82,41.259998,142.919998,26.0,17.32,66.720001,43.849998,87.650002,39.169998,69.110001,49.52,114.389999,62.939999,47.169998
407,54.900002,69.82,11.25,79.199997,46.220001,27.68,76.639999,105.75,84.730003,81.199997,77.809998,61.040001,77.139999,35.99000200000001,28.9,40.599998,140.190002,25.26,17.26,65.739998,43.009998,86.029999,38.66,67.5,48.740002,112.580002,61.77,46.189999
408,54.73,69.769997,11.18,78.099998,46.450001,27.469999,77.129997,106.220001,84.150002,80.959999,78.32,60.700001,77.150002,35.919998,28.870001,40.57,140.229996,25.440001,17.049999,66.269997,43.02,85.18,38.740002,67.68,48.240002,113.089996,61.619999,46.040001
409,54.849998,69.690002,11.15,78.25,46.32,27.469999,76.940002,106.050003,83.779999,81.139999,78.400002,60.740002,77.059998,36.200001,29.24,40.310001,140.850006,25.440001,17.34,66.519997,43.099998,85.400002,38.799999,67.260002,47.990002,113.129997,61.549999,46.029999
410,54.119999,69.050003,11.0,78.07,46.110001,27.629999,76.139999,105.650002,83.32,80.599998,77.230003,60.529999,76.510002,35.84,29.1,39.919998,139.580002,25.309999,17.129998999999998,65.720001,42.689999,85.010002,38.360001,67.120003,47.720001,111.43,61.130001,45.57
411,53.700001,68.690002,10.81,77.739998,45.700001,27.370001,75.709999,105.190002,83.099998,80.360001,76.66999799999998,59.91,75.860001,35.439999,29.18,39.599998,138.53999299999998,25.27,16.879998999999998,65.209999,42.25,84.470001,38.18,66.620003,47.279999,110.879997,60.66,45.43
412,53.77,69.010002,10.69,77.790001,45.759998,27.280001,75.800003,105.360001,83.220001,80.519997,76.66999799999998,60.07,75.519997,35.700001,29.309999,39.689999,139.570007,25.219999,16.34,65.260002,42.040001,84.360001,38.029999,65.970001,47.450001,111.129997,60.75,45.57
413,54.189999,69.400002,10.85,78.019997,45.82,27.32,75.849998,105.529999,83.58000200000002,80.610001,76.970001,60.150002,75.730003,35.59,29.24,39.779999,140.630005,25.35,16.209999,65.470001,42.09,84.720001,38.189999,64.940002,47.66,111.019997,61.02,45.84
414,54.009998,69.0,10.95,77.949997,45.68,27.309999,75.599998,105.0,83.370003,80.510002,76.690002,59.98,75.43,35.82,29.35,39.639999,141.520004,25.219999,16.34,65.199997,42.02,84.260002,38.0,63.93,47.360001,111.059998,60.93,45.639999
415,54.299999,69.400002,11.09,78.449997,45.990002,27.4,76.739998,105.540001,83.83000200000002,80.980003,77.239998,60.310001,75.91999799999998,36.009998,29.530001,39.889999,141.860001,25.389999,19.51,65.639999,42.220001,84.93,37.98,64.230003,47.549999,111.900002,61.200001,45.889999
416,54.369999,68.900002,11.12,78.550003,46.009998,27.440001,76.470001,105.370003,83.82,80.900002,77.029999,60.009998,75.519997,35.970001,29.73,39.880001,141.220001,25.51,21.530001,65.33000200000001,42.279999,84.980003,37.740002,63.830002,47.619999,111.440002,61.200001,45.790001
417,54.48,68.739998,11.11,78.33000200000002,45.869999,27.540001,76.589996,105.519997,83.849998,80.900002,78.029999,60.369999,75.599998,35.959999,29.91,40.049999,141.649994,25.57,22.24,66.629997,42.560001,85.220001,37.720001,63.919998,47.419998,112.370003,61.200001,45.91
418,54.470001,68.239998,11.05,78.639999,45.889999,27.620001,76.550003,105.379997,83.839996,80.809998,77.389999,60.209999,75.519997,36.490002,30.209999,39.959999,141.410004,25.75,23.24,66.339996,42.490002,85.33000200000002,37.380001,63.310001,47.25,112.220001,61.23,45.970001
419,54.939999,68.629997,11.12,79.339996,46.119999,27.799999,76.75,106.199997,84.07,81.18,77.91999799999998,60.43,75.769997,37.049999,30.32,40.150002,141.270004,25.860001,22.959999,66.660004,43.32,85.760002,37.709999,64.190002,47.099998,112.330002,61.700001,46.16
420,55.43,68.449997,11.28,79.83000200000002,46.200001,27.83,76.91999799999998,105.849998,84.269997,81.470001,78.040001,60.560001,75.769997,37.25,30.540001,40.299999,141.940002,25.719999,23.42,66.800003,43.639999,85.860001,38.5,64.459999,47.200001,112.370003,62.139999,46.450001
421,55.860001,68.769997,11.35,80.360001,46.400002,27.780001,77.25,106.309998,84.599998,82.0,78.230003,60.700001,76.0,37.450001,30.9,40.66,142.320007,25.77,24.0,67.269997,44.369999,86.25,38.119999,64.449997,47.310001,113.290001,62.880001,46.700001
422,56.09,68.739998,11.38,81.08000200000002,46.560001,28.030001,76.860001,106.730003,84.889999,82.41999799999998,78.360001,61.119999,76.519997,37.560001,31.16,40.970001,143.160004,25.809999,24.15,67.519997,44.439999,86.599998,38.23,65.010002,47.27,113.989998,62.75,47.110001
423,56.52,70.0,11.42,81.690002,46.799999,28.15,77.559998,107.970001,85.239998,82.910004,78.93,61.549999,76.889999,37.48,31.74,41.41,144.410004,25.99,24.42,68.209999,44.75,87.25,38.509998,65.660004,47.860001,114.919998,63.389999,47.41
424,55.970001,69.220001,11.35,80.93,46.389999,28.219999,76.849998,106.449997,84.57,82.129997,78.32,60.779999,76.260002,37.27,31.25,40.799999,143.369995,26.120001,25.370001,67.82,44.119999,86.459999,38.43,64.5,47.290001,113.370003,62.509998,46.93
425,55.77,68.690002,11.24,80.559998,46.150002,27.91,76.699997,107.0,83.68,81.400002,78.459999,60.400002,75.25,37.02,30.860001,40.509998,142.619995,26.02,25.059999,67.41999799999999,43.869999,86.040001,37.939999,64.57,46.779999,112.690002,62.040001,46.650002
426,56.189999,69.370003,11.16,81.349998,46.459999,28.030001,76.860001,107.349998,84.199997,81.940002,78.760002,60.810001,75.410004,37.73,31.049999,40.470001,144.949997,26.299999,24.75,68.18,44.240002,86.760002,38.009998,65.010002,47.189999,113.209999,62.560001,47.209999
427,56.349998,70.620003,11.09,80.870003,46.75,28.129999,77.129997,107.370003,85.010002,82.269997,78.879997,60.639999,76.160004,37.970001,31.129999,40.689999,144.600006,26.26,24.639999,67.480003,43.630001,86.400002,38.119999,65.220001,47.810001,112.970001,62.43,47.619999
428,56.16,70.449997,11.0,81.040001,46.299999,28.200001,77.0,106.779999,84.900002,82.410004,77.75,60.400002,76.239998,38.389999,32.099998,40.459999,145.330002,26.09,25.18,67.519997,44.91,86.18,38.200001,61.189999,47.509998,113.150002,62.400002,47.139999
429,56.200001,70.589996,11.06,81.220001,46.279999,28.23,77.269997,107.300003,85.150002,82.940002,78.879997,60.93,76.849998,38.48,32.009998,40.529999,145.880005,26.16,24.66,67.510002,45.09,86.800003,38.400002,64.809998,48.029999,113.010002,62.970001,47.310001
430,56.360001,70.370003,11.15,81.07,46.27,28.15,77.150002,106.519997,85.010002,82.440002,78.519997,60.639999,77.059998,38.189999,31.799999,40.66,146.160004,25.9,24.4,67.940002,45.07,87.089996,38.48,67.370003,48.509998,114.0,62.880001,47.380001
431,56.549999,70.75,11.14,81.25,46.509998,27.639999,77.690002,107.25,86.0,82.510002,78.58000200000002,60.950001,76.790001,38.380001,31.93,40.740002,146.550003,26.68,24.35,68.339996,45.290001,86.349998,38.419998,67.879997,49.48,114.779999,63.57,47.639999
432,57.0,70.980003,11.08,80.650002,46.869999,28.42,78.08000200000002,108.550003,86.16999799999998,82.349998,79.18,61.740002,76.550003,38.220001,31.83,41.400002,146.949997,26.41,24.059999,68.639999,45.59,88.540001,38.990002,64.849998,49.099998,116.290001,63.91,47.869999
433,57.57,70.879997,11.08,80.910004,47.040001,28.58,78.010002,108.919998,86.459999,82.809998,79.239998,61.59,76.82,38.150002,32.0,41.110001,146.830002,26.35,24.4,68.540001,45.68,88.199997,38.700001,63.799999,48.779999,117.190002,64.029999,47.98
434,57.849998,70.800003,11.01,81.16999799999998,47.09,28.68,77.75,108.769997,86.099998,83.389999,79.18,61.950001,75.769997,38.130001,31.719999,41.240002,147.0,26.32,24.440001,68.75,45.610001,88.379997,38.740002,63.16,48.91,117.029999,64.150002,48.07
435,58.57,71.610001,11.45,81.279999,47.560001,29.129999,78.32,109.760002,86.760002,83.449997,79.989998,62.540001,77.639999,38.419998,32.02,41.689999,147.880005,26.41,24.33,69.459999,45.919998,88.849998,38.869999,63.689999,49.200001,117.550003,64.860001,48.560001
436,58.099998,70.849998,11.25,81.470001,47.34,29.059999,77.739998,108.510002,86.199997,83.32,79.43,61.75,76.730003,37.709999,31.639999,41.5,146.869995,26.379999,24.24,68.900002,45.470001,88.33000200000002,38.610001,62.75,48.810001,116.339996,64.050003,48.200001
437,58.450001,71.339996,11.34,81.209999,47.5,29.01,77.949997,109.279999,86.470001,83.68,80.07,62.0,76.989998,37.5,31.91,41.59,147.639999,26.34,24.15,69.25,45.970001,88.870003,38.740002,62.009998,48.810001,116.199997,64.559998,48.669998
438,58.130001,70.589996,11.12,80.809998,47.360001,28.870001,77.489998,108.059998,85.82,82.339996,79.41999799999998,61.889999,76.41999799999998,37.560001,32.509998,41.43,147.610001,26.51,24.82,68.980003,45.639999,88.900002,38.57,60.669998,48.419998,115.650002,63.830002,48.200001
439,58.23,70.769997,11.05,81.050003,47.310001,28.700001,77.440002,108.699997,85.910004,82.190002,80.260002,61.939999,76.529999,37.400002,32.290001000000004,41.540001,147.490005,26.639999,25.370001,68.91999799999999,45.669998,88.529999,38.529999,61.57,48.529999,115.699997,63.759998,48.25
440,58.810001,71.519997,11.13,81.620003,47.860001,28.84,77.91999799999998,109.169998,85.970001,83.07,79.849998,62.599998,77.540001,37.84,32.700001,41.880001,148.990005,26.67,25.709999,69.43,46.34,89.32,38.889999,61.939999,48.880001,116.889999,64.279999,48.75
441,59.119999,71.989998,11.14,81.589996,48.009998,28.93,78.120003,109.870003,86.309998,83.459999,79.809998,62.849998,78.160004,38.060001,32.68,42.139999,149.429993,26.98,25.620001,69.529999,46.619999,89.629997,39.060001,62.009998,48.419998,117.080002,64.599998,48.950001
442,58.810001,71.93,11.02,81.199997,47.849998,28.73,78.010002,109.82,85.75,82.959999,79.089996,62.369999,77.489998,37.57,32.630001,41.689999,148.5,26.6,25.290001,69.059998,46.25,88.779999,38.830002,61.0,47.84,115.629997,64.120003,48.759998
443,59.310001,72.230003,11.1,81.610001,48.23,29.049999,78.809998,110.779999,86.5,83.690002,78.970001,63.119999,77.860001,38.060001,32.869999,42.299999,150.0,26.790001,25.76,69.239998,46.75,89.43,38.860001,60.93,48.34,116.769997,64.68,49.099998
444,59.23,72.639999,11.23,82.150002,48.25,29.32,78.739998,111.019997,86.58000200000002,83.760002,79.739998,62.91,78.230003,37.990002,32.900002,42.400002,150.570007,26.780001,25.83,69.43,46.849998,89.120003,38.889999,60.560001,48.200001,118.43,64.720001,49.25
445,59.869999,72.760002,11.34,82.190002,48.279999,29.5,78.959999,111.330002,86.57,83.970001,80.150002,62.939999,78.489998,38.200001,32.900002,42.68,149.630005,26.92,26.0,69.620003,47.040001,89.5,39.009998,60.040001,47.990002,118.230003,64.790001,49.169998
