,AEE,AEP,AES,AWK,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SCG,SO,SRE,WEC,XEL
446,60.200001,73.279999,11.36,81.940002,48.57,29.700001,79.220001,111.830002,86.739998,84.239998,80.279999,63.139999,79.050003,38.310001,32.889999,43.0,150.0,27.030001,25.620001,69.870003,47.209999,89.860001,39.470001,59.950001,48.029999,118.449997,65.0,49.299999
447,60.48,73.709999,11.42,81.949997,48.48,29.790001,79.68,111.910004,87.389999,84.440002,80.58000200000002,63.049999,79.360001,38.490002,32.75,42.990002,149.660004,27.07,25.32,70.0,47.369999,90.099998,39.560001,60.23,48.200001,119.07,65.239998,49.529999
448,60.560001,73.75,11.47,82.099998,48.57,29.799999,80.220001,111.690002,87.370003,84.660004,81.0,63.110001,80.0,38.369999,32.77,42.959999,150.300003,27.139999,24.6,70.300003,47.360001,90.209999,39.610001,60.639999,48.43,119.57,65.269997,49.490002
449,60.650002,74.160004,11.19,82.0,48.75,30.0,80.199997,112.290001,87.550003,84.790001,81.0,63.41,80.110001,38.290001,32.91,43.139999,151.029999,27.120001,24.48,70.199997,47.330002,90.589996,39.59,60.349998,48.41,119.269997,65.489998,49.599998
450,60.34,73.959999,11.15,81.300003,48.669998,29.809999,79.449997,112.0,87.32,84.32,80.300003,63.330002,79.730003,38.220001,32.68,43.0,150.419998,26.92,24.940001,70.190002,47.099998,90.230003,39.27,59.970001,48.150002,118.489998,65.160004,49.509998
451,60.299999,73.870003,11.07,80.980003,48.610001,29.690001,78.889999,112.059998,87.379997,84.08000200000002,80.510002,63.299999,79.470001,38.0,32.630001,42.77,151.0,26.889999,24.83,70.199997,46.860001,90.089996,39.259998,59.799999,48.349998,117.970001,65.160004,49.549999
452,60.169998,73.839996,11.08,81.07,48.630001,29.700001,78.900002,112.5,87.480003,84.440002,80.389999,63.18,79.370003,37.950001,32.650002,42.84,151.0,26.950001,24.91,70.459999,46.950001,90.139999,39.32,60.560001,48.32,118.309998,65.389999,49.549999
453,59.84,73.660004,11.17,80.860001,48.5,29.719999,78.5,112.220001,87.199997,84.129997,80.059998,62.619999,79.400002,37.59,32.66,42.68,150.179993,26.879999,24.93,69.940002,46.57,89.839996,39.169998,60.419998,48.310001,118.059998,65.230003,49.380001
454,59.970001,74.239998,11.16,81.07,48.52,29.809999,78.389999,113.0,87.519997,84.519997,80.300003,63.130001,79.91999799999998,37.759998,32.599998,43.0,150.600006,26.92,24.52,70.08000200000001,46.509998,89.860001,39.259998,60.02,49.349998,117.870003,65.66999799999999,49.77
455,59.52,73.470001,11.13,81.0,48.290001,29.48,77.989998,111.949997,87.089996,84.279999,79.769997,62.77,78.860001,37.650002,32.360001000000004,42.740002,148.449997,26.83,24.1,69.889999,45.68,89.160004,38.849998,60.240002,49.299999,117.400002,65.75,49.720001
456,59.939999,73.730003,11.16,81.370003,48.43,29.860001,78.449997,111.830002,87.370003,84.739998,80.110001,63.099998,79.300003,37.970001,32.139999,42.93,149.21000700000005,26.950001,24.110001,70.230003,46.02,89.589996,39.209999,58.950001,49.73,118.949997,66.099998,49.880001
457,60.119999,74.18,11.23,81.949997,48.619999,30.030001,79.199997,112.75,87.639999,85.449997,80.75,63.439999,79.769997,38.139999,32.169998,43.119999,148.259995,27.059999,23.98,70.629997,46.439999,89.940002,39.529999,59.200001,50.049999,118.959999,66.639999,50.130001
458,60.279999,74.489998,11.38,82.910004,49.060001,30.42,79.790001,113.139999,88.300003,86.0,81.300003,64.150002,80.33000200000002,38.349998,32.509998,43.5,151.080002,27.26,23.940001,71.449997,46.630001,90.730003,39.720001,59.580002,50.490002,119.900002,66.93,50.470001
459,59.299999,73.139999,11.2,81.900002,48.0,29.959999,78.150002,111.300003,87.220001,84.160004,80.68,62.57,78.989998,37.91,31.66,42.709999,149.050003,26.719999,23.879999,70.089996,45.740002,88.849998,39.060001,59.0,49.52,118.059998,65.610001,49.490002
460,58.810001,72.440002,11.2,81.190002,47.41,29.92,78.0,110.150002,86.739998,83.699997,80.779999,62.34,78.099998,37.689999,31.41,42.43,148.0,26.66,23.5,69.470001,45.419998,88.029999,38.830002,59.139999,49.650002,118.150002,65.050003,48.880001
461,59.849998,73.07,11.24,82.480003,47.77,30.190001,79.370003,111.059998,87.5,84.730003,81.150002,62.810001,79.019997,38.119999,31.299999,42.98,150.110001,26.879999,23.120001,70.160004,45.799999,89.099998,39.02,59.5,50.599998,119.669998,66.0,49.209999
462,59.849998,73.0,11.36,82.68,47.860001,30.290001,79.5,111.400002,87.300003,84.540001,81.150002,62.549999,78.989998,37.59,31.620001,42.889999,150.0,26.99,23.02,70.269997,45.810001,89.190002,39.310001,59.5,50.700001,119.209999,66.0,49.080002
463,59.349998,72.33000200000002,11.28,82.25,47.68,30.049999,78.690002,110.449997,86.059998,83.66999799999998,80.510002,61.740002,78.449997,37.400002,31.290001,42.52,148.46000700000005,26.58,23.889999,69.68,45.700001,88.339996,39.16,58.709999,50.07,117.75,65.550003,48.669998
464,59.330002,72.150002,11.39,82.5,47.5,30.049999,78.470001,110.489998,86.209999,83.599998,79.900002,61.959999,78.300003,37.380001,31.42,42.669998,148.410004,26.49,24.67,69.470001,45.68,88.400002,39.23,58.549999,50.02,117.599998,65.129997,48.549999
465,58.82,71.68,11.28,82.290001,46.919998,29.68,77.720001,108.879997,85.220001,82.639999,79.050003,61.48,78.559998,36.900002,31.24,42.189999,146.740005,26.18,23.940001,69.110001,45.470001,87.25,38.869999,57.709999,49.490002,116.0,64.459999,48.099998
466,59.040001,70.900002,11.18,82.120003,47.299999,29.58,77.540001,109.220001,85.360001,82.75,78.91999799999998,61.59,78.199997,37.25,31.24,42.310001,147.03999299999995,26.16,24.120001,69.449997,46.599998,87.279999,38.900002,57.18,49.360001,116.379997,64.529999,48.150002
467,58.580002,70.629997,11.13,82.029999,46.43,29.219999,77.300003,108.290001,84.25,81.720001,78.33000200000002,60.779999,76.860001,37.139999,30.9,41.68,146.21000700000005,25.709999,23.98,68.889999,46.470001,86.07,38.459999,55.110001,48.799999,116.110001,63.5,47.43
468,59.25,71.050003,11.17,82.410004,46.98,29.57,77.93,109.599998,85.040001,81.199997,79.260002,61.490002,77.75,37.52,31.01,42.189999,146.910004,25.91,23.389999,68.980003,46.450001,86.83000200000002,38.580002,56.25,49.0,116.860001,64.160004,47.720001
469,58.66,70.730003,11.09,81.779999,46.68,29.5,77.779999,108.849998,84.400002,81.309998,78.660004,61.040001,76.949997,37.0,30.67,42.02,146.850006,25.959999,24.040001,68.650002,46.16,85.949997,38.48,55.060001,48.529999,115.849998,63.5,47.369999
470,57.759998,70.199997,11.09,80.620003,46.130001,29.07,76.599998,107.040001,83.650002,80.449997,77.5,60.48,76.339996,37.0,30.0,41.540001,145.490005,25.35,24.73,67.410004,45.98,84.610001,37.91,50.91,48.419998,114.050003,62.700001,46.959999
471,58.16,70.25,11.08,80.860001,46.360001,29.17,76.839996,107.459999,84.129997,80.68,77.449997,60.5,76.279999,37.48,30.16,41.630001,146.949997,25.469999,24.879999,68.08000200000001,46.189999,84.730003,38.209999,50.23,49.029999,114.440002,63.16,47.360001
472,58.139999,70.459999,11.06,81.18,46.419998,29.25,77.199997,107.760002,84.07,80.889999,77.440002,60.509998,76.639999,37.810001,30.92,41.209999,147.369995,25.610001,25.6,68.290001,46.439999,84.760002,38.029999,48.459999,49.169998,114.559998,62.93,47.470001
473,58.349998,70.349998,11.1,81.66999799999998,46.380001,28.98,76.720001,107.239998,84.199997,81.040001,76.989998,60.310001,76.480003,38.119999,30.82,41.549999,146.369995,25.51,25.700001,67.989998,46.540001,85.349998,37.689999,48.869999,48.970001,114.019997,63.52,47.32
474,57.98,70.339996,11.17,81.760002,46.0,28.780001,76.029999,106.68,83.900002,80.970001,77.150002,60.360001,75.459999,37.849998,31.01,41.52,147.0,25.4,26.0,68.449997,46.279999,85.050003,37.5,48.290001,48.740002,113.879997,63.259998,47.18
475,58.540001,71.480003,11.3,82.610001,46.529999,28.99,76.839996,107.690002,84.559998,81.790001,77.879997,60.82,78.400002,38.200001,31.389999,41.970001,148.53999299999995,25.65,25.809999,69.160004,46.93,85.839996,37.59,48.419998,49.139999,114.0,64.010002,47.77
476,58.549999,71.209999,11.24,82.599998,46.360001,28.92,76.599998,107.449997,84.010002,81.33000200000002,77.349998,60.419998,78.489998,38.119999,31.219999,41.77,147.199997,25.65,25.48,68.93,47.189999,85.220001,37.169998,48.110001,49.18,111.610001,63.84,47.459999
477,58.880001,71.550003,11.21,82.959999,46.419998,28.91,77.16999799999998,107.889999,84.75,81.660004,77.790001,60.439999,78.82,38.16,31.379999,42.0,147.96000700000005,25.790001,25.51,68.900002,47.630001,85.5,37.279999,48.560001,49.57,112.199997,64.410004,47.470001
478,59.27,71.699997,11.22,83.389999,46.549999,28.83,76.870003,108.0,85.0,81.550003,77.559998,60.27,79.050003,38.169998,31.42,42.02,147.899994,25.969999,25.92,68.760002,47.650002,85.519997,37.549999,48.849998,49.740002,112.949997,64.379997,47.610001
479,59.82,72.410004,11.2,83.910004,47.0,29.15,77.5,109.330002,85.800003,82.199997,78.41999799999998,60.66,79.529999,37.93,31.559999,42.32,148.630005,26.35,25.450001,69.08000200000001,48.119999,85.739998,37.759998,49.16,50.09,114.57,64.57,47.93
480,59.790001,72.809998,11.22,84.43,47.389999,29.309999,77.910004,109.919998,86.449997,82.800003,78.519997,61.259998,80.32,38.400002,31.870001,42.650002,150.110001,26.5,25.540001,69.290001,48.369999,86.480003,37.900002,49.540001,50.48,114.93,64.779999,48.32
481,60.490002,73.550003,11.27,85.220001,47.84,29.84,78.839996,110.989998,87.18,83.760002,79.610001,61.970001,82.0,39.0,32.509998,43.09,151.389999,26.6,25.83,63.950001,49.16,87.529999,38.43,49.700001,50.849998,116.260002,65.849998,48.849998
482,60.299999,72.970001,11.23,85.019997,47.439999,29.26,79.150002,109.650002,86.699997,83.019997,77.900002,61.540001,82.540001,39.150002,32.41,43.09,151.240005,26.65,25.99,57.279999,48.490002,87.230003,37.560001,49.830002,50.84,114.559998,65.0,48.5
483,60.419998,72.839996,11.24,85.120003,47.27,29.43,79.029999,109.629997,86.989998,83.019997,77.58000200000002,61.25,83.449997,39.560001,32.16,43.049999,151.5,26.33,26.6,55.400002,48.540001,87.019997,37.41,48.599998,51.07,114.279999,64.959999,48.580002
484,60.810001,73.089996,11.15,85.889999,47.66,29.51,78.82,109.959999,87.339996,83.389999,77.650002,61.599998,83.949997,39.580002,32.119999,43.32,152.229996,26.4,25.9,57.709999,48.490002,87.57,37.439999,49.119999,51.029999,113.440002,65.410004,48.580002
485,61.02,73.139999,11.13,86.5,47.880001,29.610001,78.980003,110.730003,87.019997,83.910004,77.980003,61.560001,85.0,39.599998,32.130001,43.5,152.669998,26.51,25.84,56.830002,48.740002,87.620003,37.560001,49.09,51.299999,113.260002,65.809998,48.75
486,61.490002,73.709999,11.3,87.32,48.130001,29.690001,79.870003,111.989998,87.730003,84.589996,79.33000200000002,61.889999,85.25,39.75,32.240002000000004,43.790001,153.740005,26.74,25.620001,57.34,48.939999,88.489998,37.759998,48.709999,51.900002,113.970001,66.540001,49.18
487,61.689999,73.970001,11.13,87.75,48.279999,29.700001,79.989998,112.660004,87.959999,84.870003,79.839996,62.259998,85.940002,39.59,32.18,43.869999,153.979996,26.73,25.450001,57.740002,49.110001,88.940002,37.869999,49.009998,52.139999,114.330002,66.839996,49.310001
488,61.610001,73.800003,11.15,87.720001,48.450001,29.68,80.43,112.529999,87.650002,85.489998,79.57,62.07,85.650002,39.740002,32.110001000000004,43.740002,154.119995,26.75,25.030001,57.27,48.939999,88.68,37.98,48.330002,52.099998,114.25,66.660004,49.5
489,61.5,73.83000200000002,10.97,86.839996,48.200001,29.450001,80.08000200000002,112.699997,87.610001,85.33000200000002,79.410004,62.150002,86.120003,39.869999,31.9,43.389999,153.940002,26.52,24.92,56.849998,48.849998,88.220001,37.82,48.09,52.18,114.629997,66.760002,49.299999
490,61.5,73.839996,10.97,87.25,48.439999,29.51,79.989998,111.220001,88.120003,85.739998,79.58000200000002,62.52,86.769997,40.25,31.99,43.43,154.800003,26.620001,25.040001,56.98,49.439999,88.709999,37.91,47.259998,52.349998,115.220001,67.099998,49.830002
491,61.380001,73.589996,10.82,87.209999,47.939999,29.379999,80.18,110.190002,87.230003,85.300003,78.599998,62.139999,86.139999,39.810001,32.099998,43.310001,153.389999,26.42,24.799999,56.700001,49.23,88.010002,37.619999,47.48,51.98,114.82,67.199997,48.950001
492,61.799999,73.860001,10.79,87.68,48.139999,29.700001,81.0,110.800003,87.779999,85.800003,79.339996,62.619999,86.699997,40.07,32.389999,43.360001,155.309998,26.24,25.290001,57.009998,49.459999,88.900002,37.75,46.400002,52.040001,115.440002,67.75,49.169998
493,61.709999,74.019997,10.62,87.540001,47.709999,29.42,81.550003,110.120003,88.0,85.809998,80.589996,62.450001,86.190002,40.220001,32.709999,43.139999,155.089996,26.23,25.01,57.259998,48.66,87.470001,37.419998,45.93,52.02,117.599998,67.400002,49.16
494,61.98,74.41999799999998,10.59,88.0,48.5,29.709999,81.410004,110.940002,88.559998,85.849998,80.120003,62.790001,86.32,40.32,32.93,43.240002,155.669998,26.99,25.200001,57.610001,49.939999,87.910004,37.27,43.220001,52.400002,116.970001,67.699997,49.66
495,61.889999,74.050003,10.62,87.989998,47.830002,29.709999,80.66999799999998,110.419998,88.0,86.040001,79.230003,63.130001,85.900002,40.099998,32.59,43.119999,153.490005,26.65,25.85,57.900002,49.59,87.629997,37.02,42.599998,52.380001,116.760002,67.110001,49.139999
496,61.580002,73.660004,10.72,88.599998,48.060001,28.57,80.68,110.629997,88.279999,86.800003,78.83000200000002,63.130001,86.480003,40.75,32.560001,43.0,149.740005,26.85,26.1,56.68,49.689999,86.599998,36.790001,42.0,53.09,117.540001,67.529999,49.130001
