,ALB,APD,AVY,BLL,CF,ECL,EMN,FCX,FMC,IFF,IP,LYB,MLM,MON,MOS,NEM,NUE,PPG,PX,SEE,SHW,VMC,WRK
210,76.83000200000002,134.819611,76.910004,39.060001,23.74,117.389999,64.110001,9.6,46.939999,135.190002,49.040001,75.91999799999998,177.149994,104.440002,25.75,38.830002,45.52,100.629997,117.75,45.98,276.190002,109.769997,47.200001
211,77.110001,135.679932,76.949997,39.490002,24.16,118.010002,64.629997,10.12,48.279999,136.419998,49.310001,77.870003,175.589996,103.93,25.559999,38.790001,46.279999,100.93,118.18,46.189999,272.5,109.129997,48.25
212,77.93,136.706757,78.010002,39.48,23.85,117.970001,65.040001,9.97,48.099998,138.880005,49.18,78.709999,176.229996,102.75,25.42,38.380001,46.18,100.410004,118.660004,46.43,275.0,107.959999,47.98
213,77.559998,136.410736,77.660004,39.349998,23.620001,117.75,64.809998,10.14,47.830002,138.809998,48.310001,78.099998,176.009995,103.800003,25.299999,38.84,46.5,101.800003,118.160004,46.43,275.01001,107.900002,47.779999
214,81.019997,138.880661,78.769997,39.740002,23.17,119.330002,65.959999,10.84,48.919998,141.520004,48.77,78.650002,180.059998,104.860001,25.459999,41.509998,48.650002,103.510002,119.0,46.540001,279.350006,111.349998,48.52
215,80.769997,136.336731,78.349998,39.650002,23.129999,118.889999,65.699997,10.88,48.619999,141.699997,47.98,77.839996,181.5,104.120003,25.42,40.41,47.619999,103.110001,117.940002,46.119999,280.140015,112.480003,48.610001
216,80.860001,136.364471,77.779999,39.595001,22.540001,119.050003,65.309998,10.69,48.509998,140.089996,48.25,77.339996,180.789993,103.720001,24.75,39.540001,48.66,103.07,116.760002,46.450001,282.140015,111.230003,48.099998
217,81.410004,137.28028899999998,77.290001,39.255001,22.440001,118.669998,64.779999,10.33,47.799999,140.089996,47.360001,76.150002,183.320007,102.57,24.059999,38.869999,48.599998,102.0,116.43,46.509998,279.839996,113.620003,47.389999
218,83.440002,138.14061,77.93,39.75,23.049999,120.449997,65.879997,10.41,48.209999,141.649994,47.630001,78.230003,184.339996,102.889999,24.07,38.389999,49.07,102.919998,118.550003,46.380001,283.820007,115.110001,47.57
219,84.870003,138.54763799999998,78.059998,40.215,23.91,121.059998,66.699997,10.74,48.27,141.899994,48.0,79.980003,184.0,102.519997,24.5,38.970001,49.669998,103.650002,118.589996,46.349998,281.769989,113.580002,47.68
220,83.93,140.018509,77.57,40.634998,24.299999,120.830002,66.860001,10.83,48.560001,142.110001,47.5,80.839996,182.5,102.279999,24.4,39.48,49.049999,102.650002,119.519997,46.029999,278.730011,115.050003,47.830002
221,85.199997,139.839996,77.360001,40.775002,24.27,121.550003,67.720001,10.98,48.209999,142.929993,47.98,80.849998,178.979996,102.25,24.5,39.040001,49.25,103.269997,120.360001,45.540001,275.920013,113.32,48.470001
222,84.970001,140.679993,78.099998,40.365002,24.280001,121.050003,66.720001,10.75,48.09,141.899994,47.889999,81.110001,176.440002,102.82,24.860001,36.68,48.549999,103.800003,121.300003,45.490002,276.040009,110.839996,48.610001
223,83.41999799999998,137.320007,75.779999,39.900002,24.57,120.230003,66.949997,10.45,47.689999,140.690002,47.380001,80.480003,176.690002,101.089996,24.790001,34.650002,48.040001,102.300003,121.099998,45.150002,271.859985,111.57,48.330002
224,83.029999,135.990005,75.889999,39.73,24.77,119.739998,66.970001,10.51,47.59,137.830002,46.82,81.32,175.139999,103.25,25.049999,33.619999,47.830002,101.400002,120.099998,44.990002,271.700012,109.309998,46.34
225,83.83000200000002,137.229996,77.370003,39.915001,24.67,120.489998,67.900002,10.57,48.290001,138.46000700000002,47.490002,83.839996,178.449997,103.75,24.9,34.779999,48.209999,97.190002,121.160004,45.07,271.179993,111.010002,47.23
226,83.220001,135.940002,76.93,39.43,24.16,119.669998,67.160004,10.29,48.240002,138.330002,47.139999,82.209999,170.699997,103.769997,24.809999,34.189999,47.700001,94.309998,120.07,44.66,271.52999900000003,107.720001,46.700001
227,83.029999,135.009995,75.839996,39.470001,23.75,118.480003,65.879997,10.08,47.470001,137.529999,46.560001,81.5,168.479996,102.699997,24.83,33.919998,47.43,93.25,118.360001,44.689999,269.640015,106.980003,46.779999
228,81.709999,132.270004,75.800003,39.275002,23.48,117.0,65.309998,9.84,47.25,135.110001,45.950001,80.25,169.020004,103.360001,24.799999,33.93,47.459999,92.389999,116.989998,44.639999,267.480011,106.720001,45.75
229,80.260002,131.339996,75.389999,38.904999,22.610001,116.459999,63.5,9.54,46.400002,130.0,45.950001,78.940002,168.5,101.800003,23.52,34.900002,46.549999,91.010002,116.290001,44.040001,267.179993,105.980003,45.459999
230,81.139999,133.270004,76.18,39.57,23.25,117.629997,63.669998,9.78,46.82,131.0,46.139999,80.870003,173.0,102.68,23.4,34.349998,46.880001,92.75,117.809998,44.610001,271.100006,109.660004,45.529999
231,80.809998,132.649994,76.660004,39.75,22.27,116.489998,63.77,9.52,47.599998,129.690002,46.959999,79.5,173.580002,102.019997,23.16,34.650002,46.959999,92.599998,116.940002,44.709999,268.480011,110.099998,46.790001
232,82.470001,133.910004,77.029999,40.099998,22.860001,117.510002,64.620003,9.71,47.0,130.119995,46.720001,80.83000200000002,178.830002,102.889999,23.110001,35.599998,47.380001,93.75,118.389999,45.259998,271.309998,114.059998,48.380001
233,81.800003,134.229996,76.620003,40.514999,23.370001,116.800003,65.699997,9.8,47.389999,130.130005,47.240002,80.410004,179.149994,103.0,23.280001,36.880001,47.369999,92.82,118.739998,44.299999,270.76001,112.110001,48.080002
234,81.949997,133.679993,76.309998,40.915001,23.799999,116.730003,65.800003,9.82,47.599998,129.320007,47.990002,81.120003,176.970001,102.089996,23.700001,36.970001,47.68,92.690002,119.25,44.07,272.559998,110.339996,48.290001
235,82.889999,133.350006,75.400002,39.720001,25.030001,116.029999,66.349998,10.01,47.540001,128.600006,46.799999,80.970001,176.889999,102.339996,24.52,36.799999,47.919998,91.419998,118.900002,43.23,273.640015,109.18,46.41
236,83.040001,135.080002,76.110001,40.119999,25.92,116.150002,67.220001,10.15,47.779999,130.240005,47.490002,81.949997,180.75,101.629997,24.4,36.57,48.310001,92.75,120.07,43.669998,278.52999900000003,112.07,47.0
237,83.190002,135.389999,75.75,40.009998,25.389999,116.379997,67.010002,10.44,47.75,130.100006,46.639999,81.650002,179.990005,102.0,24.58,35.970001,47.970001,90.550003,119.5,43.049999,255.550003,112.559998,46.880001
238,81.290001,132.779999,74.199997,39.865002,25.450001,115.639999,66.260002,10.45,47.049999,130.350006,46.290001,79.370003,179.369995,101.260002,24.51,36.459999,46.959999,91.010002,118.089996,42.189999,247.539993,111.93,46.759998
239,81.760002,133.5,71.269997,39.57,25.870001,115.440002,67.480003,10.64,47.380001,132.300003,45.830002,81.139999,178.770004,101.519997,25.0,36.060001,47.32,93.029999,118.239998,45.25,249.289993,112.199997,47.029999
240,82.25,133.399994,70.099998,39.240002,24.620001,115.209999,70.040001,10.78,47.060001,133.600006,45.189999,80.519997,177.300003,101.150002,23.99,34.900002,46.75,93.440002,116.730003,44.389999,247.110001,112.07,46.599998
241,82.959999,134.259995,68.66999799999999,38.584999,24.459999,115.389999,72.32,10.97,47.389999,134.889999,44.880001,80.08000200000002,182.210007,100.93,23.719999,35.59,47.869999,93.349998,117.860001,45.619999,246.27999900000003,113.220001,46.139999
242,83.57,133.740005,69.849998,38.615002,24.15,113.800003,72.379997,11.31,47.240002,130.899994,45.150002,80.010002,188.410004,100.629997,23.959999,37.700001,49.139999,93.25,117.160004,45.779999,245.850006,113.800003,46.189999
243,82.510002,132.330002,69.099998,38.384998,24.790001,112.160004,71.980003,10.99,46.990002,133.800003,44.060001,77.940002,192.380005,100.550003,24.530001,38.560001,47.59,92.849998,115.75,45.549999,240.949997,115.639999,44.970001
244,82.599998,134.0,69.550003,38.445,23.57,112.190002,71.050003,10.73,48.369999,130.660004,44.259998,77.699997,190.619995,99.739998,24.58,37.380001,48.25,92.760002,115.220001,45.389999,243.949997,112.970001,46.139999
245,83.599998,132.990005,70.32,39.009998,22.65,111.18,71.459999,10.65,51.119999,129.570007,43.73,78.489998,189.0,98.809998,24.02,37.610001,48.740002,92.019997,115.18,45.639999,242.77999900000003,114.68,45.439999
246,85.019997,135.350006,71.66999799999998,38.825001,23.51,111.970001,72.440002,11.42,53.439999,130.029999,44.549999,79.639999,195.369995,99.050003,24.879999,36.82,50.849998,94.160004,115.959999,45.549999,246.470001,118.629997,48.59
247,85.989998,136.880005,71.400002,39.255001,23.200001,112.82,72.360001,11.3,53.209999,124.389999,44.360001,78.889999,198.270004,99.32,25.059999,36.580002,50.91,93.830002,117.480003,45.93,248.800003,118.489998,44.970001
248,81.910004,134.979996,70.33000200000001,39.244999,24.049999,111.809998,71.5,12.91,52.509998,123.709999,43.98,78.279999,213.639999,98.25,25.93,38.25,54.23,92.360001,115.660004,45.509998,249.699997,128.330002,45.619999
249,80.730003,138.110001,71.269997,39.389999,26.530001,115.0,74.379997,13.71,55.509998,124.410004,45.419998,81.339996,228.300003,99.209999,26.93,36.880001,57.52,95.910004,118.889999,46.959999,258.209991,132.449997,48.009998
250,81.0,140.080002,70.08000200000001,37.755001,27.1,115.839996,75.400002,14.12,53.959999,118.410004,45.720001,83.209999,234.5,97.620003,28.07,34.380001,59.25,96.32,119.75,46.73,263.910004,135.440002,48.139999
251,80.720001,138.550003,69.58000200000001,38.119999,27.83,115.790001,75.279999,14.04,52.700001,118.480003,45.950001,82.230003,232.0,97.68,27.450001,31.24,59.419998,96.400002,118.419998,47.049999,262.440002,135.089996,48.150002
252,77.25,137.78999299999998,70.800003,38.110001,28.040001,113.980003,74.190002,13.5,53.240002,117.559998,47.200001,82.099998,229.899994,97.870003,28.129999,32.360001000000004,58.599998,96.099998,116.519997,46.759998,264.619995,134.220001,49.639999
253,80.290001,138.080002,70.910004,38.105,27.700001,114.129997,74.400002,13.7,54.029999,118.059998,48.099998,83.239998,225.050003,99.459999,27.73,33.82,59.84,95.959999,117.160004,47.040001,264.290009,131.679993,49.98
254,81.93,138.929993,71.269997,38.294998,27.620001,114.639999,74.440002,13.85,53.75,121.190002,48.040001,83.769997,220.77999900000003,100.68,27.24,33.889999,59.849998,96.769997,117.459999,47.25,263.26001,129.660004,49.919998
255,82.949997,138.0,71.68,38.205002,26.969999,114.650002,74.279999,13.79,53.669998,119.139999,48.279999,82.720001,220.800003,100.599998,27.209999,32.509998,59.279999,96.230003,116.25,47.650002,262.709991,129.220001,49.639999
256,82.809998,142.800003,70.58000200000002,38.165001,29.58,114.839996,74.849998,14.21,55.630001,119.559998,47.98,83.699997,220.710007,101.0,28.5,33.110001000000004,59.400002,95.559998,116.459999,47.150002,260.23999,128.770004,49.779999
257,84.010002,140.240005,70.510002,38.169998,29.76,114.989998,75.730003,14.84,54.740002,119.949997,48.540001,85.620003,224.130005,101.879997,29.049999,33.369999,60.209999,96.449997,117.419998,46.779999,265.98999,128.990005,50.529999
258,83.900002,139.369995,71.5,38.310001,28.309999,116.309998,75.66999799999998,14.88,54.48,119.989998,48.59,85.370003,220.479996,101.370003,27.35,31.68,61.860001,96.589996,116.389999,47.02,268.209991,127.830002,50.389999
259,83.93,141.0,71.309998,38.919998,28.48,116.75,76.220001,16.34,55.290001,120.32,48.799999,85.790001,224.429993,102.110001,27.48,31.719999,62.75,97.629997,118.839996,47.5,272.059998,130.0,50.77
260,84.099998,141.429993,71.599998,38.419998,28.459999,116.139999,75.120003,15.88,55.610001,120.610001,48.66,86.709999,224.979996,102.300003,27.42,32.25,62.669998,97.919998,118.769997,47.240002,273.700012,132.179993,51.18
261,83.58000200000002,140.970001,72.449997,38.450001,27.9,116.040001,73.730003,15.24,54.889999,120.410004,48.73,84.760002,215.5,101.910004,26.99,32.75,60.290001,97.349998,118.150002,46.73,274.339996,124.660004,50.919998
262,86.610001,143.649994,72.989998,38.669998,27.98,116.589996,74.800003,15.4,55.169998,121.150002,48.959999,85.790001,220.580002,102.440002,27.4,33.0,62.470001,98.459999,122.559998,47.209999,276.640015,127.150002,51.009998
263,88.290001,144.419998,72.059998,37.549999,29.09,116.910004,75.620003,15.5,56.599998,121.07,48.939999,90.970001,220.149994,102.709999,28.6,32.099998,62.59,96.419998,120.580002,45.650002,268.160004,125.870003,51.610001
264,85.68,144.0,71.18,36.57,28.790001,118.43,74.360001,14.97,56.240002,118.989998,49.740002,90.849998,220.580002,103.080002,29.049999,32.549999,61.919998,95.290001,119.610001,45.290001,265.869995,125.32,51.029999
265,85.559998,146.21000700000005,71.809998,37.25,28.790001,117.349998,75.220001,15.8,57.040001,120.629997,50.959999,90.010002,224.639999,104.190002,28.98,32.709999,64.029999,95.360001,119.519997,46.290001,264.679993,126.949997,51.560001
266,85.739998,147.190002,72.589996,36.560001,28.290001,118.220001,74.83000200000002,15.63,56.619999,121.040001,51.25,88.220001,224.210007,104.660004,29.049999,33.400002,64.959999,95.980003,119.580002,46.52,267.040009,127.900002,51.360001
267,86.239998,146.809998,73.5,37.174999,28.559999,116.980003,75.550003,16.0,56.77,121.529999,51.869999,87.989998,226.0,105.720001,29.450001,33.450001,65.910004,96.309998,119.720001,46.419998,265.820007,128.550003,52.060001
268,90.0,148.610001,73.309998,38.009998,29.92,118.849998,77.150002,15.64,58.389999,124.660004,53.450001,89.449997,230.220001,105.639999,30.43,33.73,67.089996,98.18,122.639999,47.66,268.679993,130.399994,52.639999
269,91.68,148.839996,73.43,38.07,30.43,119.519997,77.489998,15.81,58.98,125.760002,53.540001,90.480003,231.440002,104.910004,30.26,33.610001000000004,66.25,99.480003,123.029999,48.759998,271.089996,128.970001,52.509998
270,90.900002,149.860001,72.599998,38.619999,30.82,120.68,77.370003,15.94,59.5,125.779999,53.900002,89.089996,230.300003,104.5,31.43,33.07,65.900002,99.07,124.32,48.18,271.290009,128.259995,52.599998
271,91.470001,150.029999,72.860001,38.130001,29.07,122.0,76.5,15.3,59.049999,123.209999,53.490002,89.410004,224.77999900000003,105.68,30.620001,32.57,64.410004,98.129997,124.150002,47.959999,272.429993,125.730003,51.119999
272,91.150002,148.979996,72.660004,38.599998,28.280001,122.18,76.800003,14.87,57.799999,122.220001,53.380001,89.139999,221.860001,104.75,29.57,34.080002,63.299999,97.07,123.660004,48.439999,269.660004,125.400002,50.91
273,90.339996,147.860001,71.559998,37.459999,27.969999,120.660004,75.349998,14.35,57.080002,118.360001,53.09,87.5,222.0,104.099998,29.219999,30.82,61.799999,96.199997,122.440002,47.75,266.540009,125.18,51.529999
274,90.050003,149.270004,72.059998,38.355,28.58,121.75,77.199997,14.44,58.25,119.290001,53.639999,89.110001,222.0,105.230003,29.65,31.27,62.470001,96.07,123.959999,47.060001,267.320007,124.029999,52.099998
275,89.459999,147.350006,71.730003,38.215,29.16,120.580002,75.860001,13.6,57.34,118.349998,53.509998,88.940002,220.369995,105.5,28.9,31.709999,60.130001,96.059998,122.32,47.240002,271.820007,123.459999,52.509998
276,89.099998,147.899994,71.139999,38.169998,28.469999,120.910004,76.510002,13.59,57.259998,117.860001,53.75,88.449997,222.339996,105.790001,27.940001,31.17,60.599998,96.260002,121.82,47.169998,267.970001,124.099998,52.68
277,89.339996,148.320007,71.389999,38.200001,29.110001,120.379997,76.410004,14.29,57.119999,118.120003,54.0,88.220001,226.039993,105.449997,28.389999,31.879999,62.139999,95.389999,118.68,46.75,266.940002,126.050003,52.580002
278,89.0,147.110001,71.660004,38.165001,28.969999,119.18,76.139999,13.99,57.040001,117.900002,53.950001,88.010002,224.479996,105.32,28.68,31.4,61.889999,95.940002,117.889999,46.889999,272.410004,125.82,52.009998
279,88.480003,146.029999,71.209999,38.224998,30.110001,118.790001,75.910004,13.67,56.959999,118.699997,53.740002,87.449997,224.970001,105.059998,29.34,31.469999,61.549999,95.040001,116.900002,46.27,270.720001,125.629997,51.369999
280,88.889999,146.619995,71.660004,38.255001,30.91,118.760002,76.510002,13.95,56.880001,118.639999,54.25,87.809998,226.479996,105.050003,29.15,32.810001,61.91,95.050003,117.959999,46.5,272.130005,125.800003,52.130001
281,89.050003,147.669998,71.91999799999998,38.459999,32.110001000000004,119.550003,76.879997,13.97,57.68,119.040001,54.599998,87.370003,230.300003,105.75,30.09,32.610001000000004,62.029999,96.339996,118.830002,46.639999,273.27999900000003,128.649994,52.59
282,86.730003,144.449997,70.860001,38.005001,31.52,117.949997,75.760002,13.56,56.799999,118.82,53.290001,86.440002,226.0,105.190002,29.059999,33.27,60.91,94.699997,117.639999,45.650002,270.0,127.050003,51.48
283,87.339996,144.529999,70.940002,38.044998,31.809999,118.050003,75.760002,13.58,56.950001,118.860001,53.439999,86.290001,226.339996,105.5,29.389999,35.41,61.049999,95.43,117.230003,45.68,272.429993,127.730003,51.84
284,87.150002,143.559998,70.760002,37.855,32.02,118.120003,75.839996,13.49,57.23,118.449997,53.110001,87.019997,223.490005,105.449997,29.65,34.119999,59.740002,95.43,117.970001,45.669998,270.720001,126.040001,51.349998
285,88.720001,144.03999299999995,70.449997,37.904999,32.110001000000004,118.25,76.269997,14.09,57.34,117.0,53.639999,87.25,223.240005,105.230003,29.700001,34.900002,59.759998,95.709999,117.370003,46.75,275.079987,124.449997,51.490002
286,90.639999,144.380005,72.0,38.349998,33.040001000000004,118.419998,77.269997,14.68,58.049999,116.940002,53.900002,88.400002,226.149994,105.699997,30.9,35.599998,61.119999,96.459999,116.239998,47.200001,273.630005,127.43,51.630001
287,90.620003,143.240005,72.290001,38.465,33.07,118.699997,77.620003,14.73,58.470001,115.669998,53.560001,88.82,226.080002,105.559998,30.85,36.0,60.880001,95.769997,115.720001,47.380001,275.980011,126.5,52.48
288,90.730003,144.300003,72.480003,38.535,33.470001,118.870003,77.32,14.85,58.290001,115.25,53.700001,87.809998,219.880005,108.0,30.870001,36.080002,60.880001,95.050003,116.470001,47.299999,278.980011,123.580002,52.355
289,90.860001,146.490005,72.559998,37.91,33.41,118.5,76.82,15.32,58.09,116.029999,53.700001,87.019997,220.070007,108.5,30.790001,35.650002,60.400002,96.07,116.790001,47.209999,277.459991,123.029999,52.130001
290,90.57,144.78999299999995,72.480003,37.845001,32.869999,117.5,77.589996,15.55,57.82,115.279999,53.580002,87.18,221.639999,108.580002,30.77,34.779999,61.450001,96.25,115.779999,47.970001,277.609985,123.75,52.060001
291,93.529999,145.96000700000005,72.459999,38.150002,33.93,117.769997,78.709999,15.61,58.919998,116.080002,53.84,88.449997,222.139999,108.449997,31.43,35.220001,60.759998,96.449997,117.0,48.07,281.940002,123.389999,52.119999
292,94.169998,145.699997,72.43,38.595001,34.369999,118.75,78.32,15.26,59.360001,115.580002,53.68,89.730003,219.619995,107.309998,31.49,34.0,60.490002,96.830002,117.230003,48.200001,283.76001,122.720001,52.48
293,95.139999,145.070007,72.160004,38.009998,34.23,118.239998,77.800003,15.29,59.299999,116.720001,53.349998,89.639999,220.949997,107.800003,31.5,35.639999,60.360001,95.790001,116.620003,47.66,284.570007,124.370003,52.080002
294,94.839996,145.559998,72.440002,38.389999,32.889999,118.809998,77.209999,15.08,58.830002,117.209999,53.150002,89.989998,220.149994,108.470001,30.84,35.200001,60.290001,95.970001,116.709999,48.330002,284.720001,123.769997,51.57
295,92.75,146.360001,73.150002,38.48,32.580002,118.879997,77.33000200000002,15.16,59.27,117.669998,53.139999,90.239998,225.929993,108.010002,30.690001,34.779999,62.02,97.839996,116.510002,48.450001,286.859985,127.529999,51.52
296,93.559998,145.699997,72.870003,37.955002,33.720001,119.150002,76.5,15.33,59.610001,117.699997,53.75,90.919998,227.119995,108.370003,30.690001,34.91,60.48,98.029999,116.18,48.380001,284.290009,126.830002,51.610001
297,93.379997,146.389999,72.300003,37.514999,34.0,118.32,76.900002,15.72,60.02,117.809998,53.77,90.589996,228.600006,108.220001,31.33,35.389999,61.18,98.739998,117.209999,48.299999,283.630005,130.059998,52.220001
298,93.940002,146.550003,72.839996,37.860001,35.630001,119.849998,77.269997,16.299999,60.939999,117.620003,54.509998,91.879997,229.199997,108.75,31.889999,35.889999,61.02,100.739998,117.199997,48.740002,284.410004,130.350006,53.689999
299,95.82,147.5,74.16999799999998,38.334999,37.110001,121.709999,78.57,16.440001000000002,62.0,120.059998,56.48,95.099998,237.570007,109.07,33.5,35.349998,60.779999,102.199997,117.889999,49.369999,282.459991,134.279999,54.259998
300,94.089996,148.240005,74.160004,38.310001,34.810001,122.639999,79.389999,16.16,62.509998,120.040001,58.610001,95.82,242.020004,110.5,32.009998,34.200001,59.639999,101.639999,116.540001,49.080002,301.559998,135.940002,55.439999
301,95.339996,140.0,73.510002,38.285,36.470001,120.779999,76.589996,15.89,62.110001,119.419998,57.73,95.32,242.570007,109.730003,31.82,34.259998,60.799999,101.690002,120.449997,49.23,304.820007,135.880005,55.529999
302,94.790001,140.100006,73.230003,38.330002,36.279999,121.220001,76.989998,16.1,61.59,119.419998,57.02,94.970001,238.0,109.0,31.15,34.709999,60.540001,102.150002,119.360001,49.610001,304.649994,133.899994,53.959999
303,94.610001,140.990005,72.660004,38.240002,35.74000200000001,121.190002,77.599998,16.559998999999998,60.439999,118.660004,56.830002,93.769997,234.889999,108.080002,31.040001,35.830002,59.810001,101.720001,118.760002,48.459999,302.76001,130.770004,53.759998
304,93.190002,139.320007,78.970001,38.27,35.34,119.739998,77.800003,16.629998999999998,60.380001,117.400002,56.73,93.75,231.289993,108.279999,31.379999,35.74000200000001,58.57,99.650002,117.32,48.66,302.200012,128.970001,53.470001
305,93.400002,138.679993,79.66999799999998,38.049999,36.41,120.889999,77.879997,16.690001000000002,60.610001,116.57,55.48,94.860001,229.479996,108.489998,31.59,36.77,57.029999,100.510002,116.879997,48.810001,306.73999,128.5,53.950001
306,93.379997,139.770004,80.41999799999998,37.369999,35.79000100000001,120.360001,77.75,16.5,60.66,117.169998,53.549999,93.75,229.860001,109.0,31.530001,36.48,57.389999,101.110001,116.910004,49.970001,306.73999,128.970001,53.880001
307,94.040001,140.0,78.800003,36.615002,35.700001,120.400002,77.83000200000002,16.02,60.299999,117.550003,52.330002,94.209999,230.860001,108.669998,31.77,37.27,57.5,100.32,117.059998,49.470001,303.48999,128.729996,53.91
308,94.0,139.089996,79.400002,36.619999,35.049999,119.989998,77.970001,16.01,58.32,117.760002,51.91,93.169998,223.869995,108.290001,31.1,37.73,58.470001,100.040001,115.860001,49.580002,302.820007,120.739998,54.419998
309,92.910004,138.179993,78.970001,36.25,34.900002,120.110001,77.629997,15.4,58.07,116.739998,52.02,92.400002,226.619995,107.650002,32.23,37.59,57.57,100.080002,115.959999,49.450001,302.220001,121.400002,53.560001
310,94.349998,138.589996,79.510002,37.105,34.900002,120.339996,77.849998,15.53,57.599998,117.919998,53.099998,91.660004,227.0,107.339996,32.209999,37.990002,58.279999,100.190002,116.300003,46.27,305.76001,120.290001,53.990002
311,94.449997,138.899994,78.849998,37.150002,34.75,120.75,78.91999799999998,16.41,57.66,118.260002,52.380001,92.0,226.889999,107.5,32.080002,36.959999,61.630001,100.199997,116.199997,47.130001,306.640015,121.480003,52.59
312,94.330002,140.75,79.370003,37.299999,36.080002,121.220001,79.639999,16.02,58.16,118.43,52.5,92.669998,232.660004,107.690002,33.130001,37.419998,62.360001,100.940002,116.970001,47.98,307.0,124.470001,52.68
313,94.370003,140.399994,79.459999,36.904999,36.48,121.839996,79.599998,15.8,58.41,119.540001,52.490002,92.300003,226.619995,107.5,33.650002,37.599998,63.290001,100.910004,116.790001,46.880001,308.429993,121.989998,52.869999
314,91.309998,141.669998,79.059998,36.849998,36.200001,122.349998,80.370003,15.66,57.740002,117.360001,52.91,93.019997,224.649994,108.879997,34.009998,36.73,63.18,101.0,116.919998,47.02,309.220001,122.779999,53.490002
315,92.879997,142.570007,79.83000200000002,36.689999,33.68,123.269997,80.860001,15.33,57.93,120.830002,52.860001,93.0,221.949997,109.330002,33.68,37.369999,63.889999,101.800003,117.699997,47.740002,309.920013,123.209999,53.970001
316,92.440002,141.970001,79.970001,36.474998,33.509998,123.32,80.629997,15.22,58.0,123.68,53.200001,92.470001,220.820007,108.760002,33.139999,37.639999,63.48,101.709999,117.660004,47.91,311.25,120.25,54.169998
317,92.510002,140.979996,79.400002,36.705002,34.18,122.800003,80.230003,14.64,58.360001,122.139999,52.25,93.239998,218.25,109.610001,33.900002,36.509998,64.5,102.5,117.300003,47.439999,311.339996,119.959999,52.700001
318,93.410004,140.770004,80.089996,36.715,33.759998,121.769997,80.470001,13.9,57.630001,121.589996,52.330002,94.019997,219.889999,111.029999,33.369999,36.5,64.0,102.400002,117.82,47.849998,311.850006,121.300003,53.540001
319,93.120003,140.970001,80.139999,36.880001,33.240002000000004,123.5,80.93,13.82,58.830002,125.040001,52.259998,94.220001,219.699997,112.0,33.310001,36.5,63.709999,103.230003,118.010002,47.900002,311.670013,120.330002,53.639999
320,91.93,140.070007,80.470001,36.869999,31.42,122.300003,79.440002,13.34,57.580002,125.059998,52.0,92.230003,207.080002,112.220001,31.469999,36.310001,60.369999,102.129997,117.110001,47.75,308.769989,114.779999,53.389999
321,92.989998,140.929993,80.160004,36.48,31.1,125.5,80.25,13.37,58.099998,125.110001,52.41,91.32,210.490005,113.0,31.379999,35.880001,61.029999,103.080002,118.0,47.099998,312.98999,117.269997,53.169998
322,95.800003,138.929993,80.5,36.744999,31.15,123.849998,79.57,13.24,57.459999,124.82,52.73,91.019997,215.649994,113.489998,31.24,34.450001,62.619999,102.32,118.07,46.419998,309.269989,120.970001,53.779999
323,102.900002,142.130005,81.5,37.110001,31.99,125.0,81.199997,13.78,58.389999,126.120003,53.23,92.610001,223.020004,114.239998,31.6,33.740002000000004,64.25,103.449997,119.779999,46.860001,311.980011,123.169998,54.23
324,102.809998,143.410004,81.610001,36.424999,32.150002,125.589996,81.360001,13.94,59.040001,126.940002,53.5,92.940002,221.910004,115.199997,31.09,33.900002,63.849998,103.300003,120.330002,47.23,314.540009,124.25,54.349998
325,103.400002,140.339996,81.720001,36.674999,31.469999,124.93,79.800003,13.42,59.540001,126.07,53.73,92.300003,218.910004,115.0,30.299999,33.5,62.630001,102.43,118.029999,46.68,312.820007,121.550003,54.040001
326,101.919998,139.020004,81.190002,36.605,30.790001,124.769997,79.589996,12.92,58.970001,124.410004,53.639999,91.949997,215.929993,114.849998,30.01,33.73,61.860001,101.949997,117.169998,45.939999,311.190002,120.550003,53.450001
327,102.110001,139.220001,81.029999,36.310001,30.67,125.169998,79.480003,12.9,59.029999,124.18,52.150002,91.330002,214.520004,114.529999,29.67,32.689999,62.779999,101.139999,117.629997,45.200001,310.5299990000001,120.0,51.959999
328,103.589996,139.729996,80.389999,36.134998,30.120001,124.639999,78.93,12.71,59.049999,123.790001,51.720001,91.190002,209.589996,115.019997,29.25,32.529999,60.970001,100.639999,118.199997,44.490002,310.0,118.629997,51.299999
329,102.959999,139.600006,79.900002,36.360001,29.91,124.220001,78.0,12.23,58.490002,124.260002,51.529999,89.900002,210.410004,114.18,29.209999,32.810001,60.540001,106.0,118.150002,44.240002,310.630005,118.919998,51.200001
330,102.699997,139.410004,80.32,36.785,29.389999,124.389999,77.900002,12.55,59.369999,124.550003,50.93,90.07,209.369995,114.080002,29.030001,32.830002,61.060001,103.940002,117.529999,45.139999,311.5,118.169998,51.240002
331,102.580002,138.899994,80.510002,37.195,29.68,124.25,77.5,12.63,60.169998,125.419998,50.84,89.839996,212.360001,114.120003,29.299999,33.200001,61.009998,102.260002,117.339996,45.310001,311.48999,118.870003,51.349998
332,104.010002,137.53999299999998,80.110001,37.02,29.18,124.059998,77.309998,12.4,59.860001,126.110001,50.57,89.199997,212.910004,113.900002,28.83,32.950001,60.32,102.470001,116.419998,45.040001,310.269989,118.559998,50.830002
