,A,ABBV,ABC,ABT,AET,AGN,ALXN,AMGN,ANTM,BAX,BCR,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,DGX,DHR,DVA,ESRX,EVHC,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,ISRG,JNJ,LH,LLY,MCK,MDT,MNK,MRK,MTD,MYL,PDCO,PFE,PKI,PRGO,REGN,SYK,TMO,UHS,UNH,VAR,VRTX,WAT,XRAY,ZBH,ZTS
101,39.52,59.869999,85.33000200000002,42.869999,109.989998,222.520004,154.589996,159.020004,143.580002,42.200001,205.940002,158.619995,269.220001,67.0,19.4,83.040001,106.440002,55.48,136.240005,59.400002,156.190002,73.360001,71.144806,74.029999,70.690002,62.39521,106.269997,97.839996,80.5,35.450001,84.735001,170.699997,80.989998,172.600006,77.639999,208.949997,110.0,118.099998,74.730003,164.419998,77.0,58.790001,55.459999,356.26001,46.709999,44.529999,31.959999,50.150002,126.220001,411.23999,109.260002,143.03999299999995,123.290001,127.650002,71.625191,84.040001,132.770004,59.919998,111.830002,47.150002
102,40.860001,59.150002,84.699997,43.380001,110.209999,220.919998,153.550003,159.809998,143.160004,42.810001,206.429993,158.919998,270.709991,67.660004,19.58,83.870003,107.82,55.939999,137.089996,59.849998,154.509995,73.279999,71.74374399999998,74.370003,71.33000200000002,63.832336,107.910004,97.010002,80.790001,36.060001,84.739998,169.740005,80.360001,174.009995,79.300003,209.003326,110.0,118.199997,75.300003,166.949997,77.5,59.950001,56.02,359.140015,47.330002,44.580002,32.48,50.91,128.139999,412.160004,109.879997,145.339996,125.540001,127.720001,72.484612,85.129997,134.860001,59.68,114.300003,47.27
103,40.77,59.549999,86.599998,43.529999,110.07,217.559998,155.130005,160.149994,143.050003,42.639999,206.020004,158.21000700000005,270.559998,67.940002,19.549999,83.720001,106.839996,56.509998,135.669998,59.209999,155.0,74.07,71.379829,74.16999799999998,70.91999799999998,65.928146,107.220001,98.529999,80.720001,36.18,84.885002,168.050003,79.620003,170.059998,79.370003,208.160004,110.07,119.239998,75.620003,169.089996,77.279999,59.119999,56.529999,358.700012,47.16,44.59,32.650002,50.68,128.059998,408.859985,109.910004,144.619995,125.449997,127.889999,73.36145,87.41999799999998,135.0,60.0,115.0,47.75
104,40.720001,59.5,88.040001,43.18,109.669998,215.300003,153.759995,159.490005,142.779999,42.529999,206.529999,158.660004,267.850006,68.08000200000001,19.459999,83.790001,107.150002,56.689999,135.979996,58.599998,155.21000700000005,74.400002,71.40258,74.029999,70.970001,66.047905,106.559998,98.169998,80.230003,36.02,84.745003,169.889999,79.730003,173.169998,77.790001,208.190002,110.0,119.470001,75.58000200000002,171.910004,77.07,58.669998,56.139999,359.700012,46.950001,44.709999,32.5,50.790001,128.399994,407.380005,109.760002,145.419998,124.889999,126.879997,73.64211999999998,81.41999799999998,135.649994,59.919998,113.660004,47.98
105,41.18,60.09,89.410004,44.0,111.379997,221.300003,155.929993,160.800003,143.759995,43.080002,209.0,159.5,273.100006,68.849998,19.52,85.209999,108.190002,58.139999,138.190002,59.490002,157.490005,75.07,71.781654,74.809998,72.400002,66.70658900000001,107.889999,99.760002,81.120003,36.889999,86.559998,172.419998,80.41999799999998,142.53999299999995,77.510002,209.0,111.650002,119.339996,77.58000200000002,174.440002,77.860001,60.669998,56.73,361.070007,47.77,44.970001,32.799999,51.150002,129.270004,421.380005,110.440002,145.869995,126.779999,130.089996,74.711884,84.0,137.449997,61.060001,114.120003,48.689999
106,41.419998,60.169998,89.91999799999998,44.48,111.650002,226.729996,156.240005,163.020004,144.509995,43.369999,209.0,158.350006,271.920013,69.18,19.74,85.449997,106.5,58.040001,139.809998,59.18,157.729996,74.25,71.77407099999998,75.129997,72.400002,65.74850500000001,106.339996,99.349998,79.43,36.639999,85.904999,175.0,80.440002,138.5,77.18,214.990005,113.190002,119.300003,77.279999,176.399994,78.230003,61.84,57.150002,361.440002,48.09,45.189999,32.849998,50.66,131.740005,406.209991,109.559998,145.820007,126.040001,131.28999299999998,74.685631,83.720001,136.929993,61.099998,113.839996,48.560001
107,41.5,60.57,91.629997,43.779999,112.959999,228.289993,157.070007,162.440002,145.270004,43.290001,208.880005,158.699997,268.839996,69.019997,19.65,87.110001,106.510002,58.169998,141.350006,59.720001,158.570007,74.93,72.44882199999998,74.769997,73.07,68.173653,108.029999,99.900002,80.389999,37.41,85.760002,174.199997,80.82,140.0,78.059998,214.520004,113.309998,118.779999,77.16999799999998,177.649994,78.58000200000002,61.610001,56.34,362.359985,48.040001,45.02,33.060001,51.349998,128.679993,400.690002,112.5,146.119995,128.070007,133.559998,74.939934,84.389999,136.410004,61.34,114.510002,48.419998
108,41.98,61.299999,92.029999,43.720001,113.440002,228.110001,161.03999299999995,164.520004,146.399994,43.099998,207.529999,159.050003,280.399994,70.25,19.65,86.900002,110.339996,58.330002,140.580002,60.75,158.320007,75.139999,72.403336,74.550003,73.550003,67.934135,107.989998,101.559998,80.440002,37.5,85.074997,173.979996,80.480003,144.690002,77.110001,210.5,113.43,121.209999,77.099998,178.649994,78.650002,65.220001,56.689999,366.679993,48.75,44.75,33.25,51.509998,123.190002,406.609985,109.440002,147.470001,127.769997,133.720001,74.53656,86.360001,137.919998,60.700001,114.620003,48.540001
109,41.709999,61.130001,91.75,44.009998,114.199997,228.119995,158.860001,163.149994,146.839996,43.310001,206.600006,159.559998,281.570007,70.610001,19.719999,86.559998,110.43,58.419998,141.5,62.349998,157.979996,75.440002,72.94162,74.550003,73.489998,68.622757,107.849998,101.839996,80.730003,37.419998,86.0,174.800003,80.910004,144.0,76.82,210.973328,113.309998,125.290001,77.459999,178.160004,78.779999,65.440002,56.48,364.269989,46.849998,44.849998,33.130001,51.189999,106.0,408.209991,109.330002,146.740005,128.559998,133.71000700000002,74.50148,86.260002,137.46000700000002,60.790001,114.110001,48.34
110,41.82,60.959999,91.730003,44.16,114.010002,225.080002,158.080002,163.389999,145.520004,44.0,207.5,160.5,285.630005,70.639999,19.84,86.489998,110.699997,58.66,140.119995,64.0,157.610001,75.540001,73.0326,75.0,73.160004,67.874252,108.0,102.019997,80.620003,37.639999,86.099998,176.300003,81.290001,142.929993,76.559998,213.333328,113.449997,125.489998,76.620003,177.339996,79.550003,64.410004,56.41,363.570007,45.5,45.009998,33.200001,51.529999,98.760002,406.769989,109.540001,146.130005,129.970001,133.970001,74.38748199999998,85.800003,138.449997,61.259998,115.0,47.400002
111,41.349998,60.93,91.32,43.93,115.610001,219.929993,154.470001,162.720001,146.149994,44.34,206.520004,159.720001,281.570007,70.860001,21.450001,86.889999,107.900002,58.34,140.570007,66.470001,159.360001,75.540001,73.161484,75.139999,74.809998,69.43113699999999,111.779999,101.300003,81.199997,37.459999,86.360001,178.899994,81.610001,139.0,73.989998,211.226669,112.959999,127.0,76.519997,177.190002,78.970001,65.349998,56.060001,362.970001,44.849998,44.48,32.98,50.959999,99.440002,406.910004,110.32,145.610001,132.199997,134.339996,74.10688,83.790001,133.679993,60.560001,115.540001,47.610001
112,41.25,58.560001,89.610001,40.080002,115.050003,220.899994,142.990005,160.220001,145.050003,44.049999,213.740005,160.600006,278.0,71.779999,22.07,82.82,105.080002,57.57,138.330002,65.0,156.669998,75.339996,73.237305,74.66999799999998,75.519997,68.443115,109.290001,100.410004,81.559998,36.0,86.739998,177.690002,81.519997,137.610001,73.209999,209.279999,112.099998,126.0,76.120003,176.5,78.970001,65.239998,55.889999,363.679993,43.880001,43.98,32.970001,51.139999,97.0,387.109985,109.550003,147.21000700000005,132.410004,132.78999299999998,72.730141,81.239998,132.729996,60.73,116.010002,47.23
113,40.919998,61.029999,86.129997,40.369999,114.0,219.00999500000003,141.880005,159.389999,142.679993,44.119999,213.710007,161.009995,278.23999,72.059998,21.65,78.019997,106.059998,57.110001,138.940002,61.799999,154.970001,75.379997,72.691429,74.440002,74.260002,68.29341099999999,107.0,91.190002,81.470001,33.57,84.690002,177.339996,84.0,135.0,71.459999,209.0,112.059998,125.169998,76.510002,168.440002,79.410004,63.669998,55.639999,357.079987,42.369999,43.209999,32.869999,50.459999,96.349998,388.630005,106.709999,143.899994,134.979996,131.059998,71.897087,85.900002,130.940002,59.970001,115.0,47.16
114,41.200001,60.790001,85.190002,38.849998,113.260002,216.690002,140.070007,158.619995,141.679993,44.389999,213.520004,160.669998,274.73999,72.190002,21.92,77.5,103.25,56.240002,139.240005,62.049999,152.770004,75.589996,73.335861,74.339996,73.870003,67.754494,106.720001,88.699997,80.599998,33.700001,84.43,178.0,85.0,134.720001,72.029999,209.259995,112.220001,125.379997,75.949997,167.800003,78.910004,62.439999,54.849998,358.230011,42.099998,43.400002,32.560001,50.66,98.050003,377.950012,109.330002,145.009995,133.71000700000002,132.610001,71.370949,84.239998,130.880005,59.779999,115.769997,47.200001
115,41.32,60.990002,84.93,38.799999,113.459999,217.589996,141.71000700000005,158.369995,139.899994,44.360001,214.610001,160.869995,272.820007,71.949997,21.889999,79.150002,103.489998,56.5,137.919998,62.470001,154.029999,74.550003,73.328278,73.059998,72.91999799999998,67.005989,106.089996,88.66999799999998,79.510002,33.790001000000004,84.485001,177.119995,84.480003,134.300003,73.449997,208.92334,112.559998,124.720001,76.339996,166.75,79.16999799999998,67.489998,55.139999,359.25,43.369999,43.389999,33.650002,51.209999,95.940002,379.619995,109.470001,146.160004,132.820007,131.369995,71.68663000000002,82.18,131.96000700000002,59.830002,115.690002,47.889999
116,40.810001,61.299999,84.980003,38.349998,113.050003,214.160004,143.699997,155.279999,138.509995,44.27,211.389999,159.940002,271.700012,70.41999799999998,21.67,79.089996,102.839996,56.529999,136.940002,62.209999,153.490005,74.5,72.554962,73.550003,72.599998,67.78443100000001,105.099998,86.660004,78.66999799999998,34.130001,83.805,175.160004,84.720001,128.490005,71.400002,205.210007,112.040001,124.470001,75.16999799999998,167.589996,78.910004,64.08000200000001,54.709999,357.7799990000001,43.400002,43.07,33.669998,51.049999,96.0,370.059998,108.610001,143.229996,132.860001,131.020004,71.68663000000002,81.980003,130.410004,59.66,114.459999,47.91
117,40.639999,61.41,77.949997,38.279999,112.889999,214.619995,142.160004,154.130005,138.729996,45.080002,214.309998,163.070007,263.579987,70.559998,21.77,76.5,100.82,55.720001,135.0,61.09,153.410004,75.099998,73.062927,74.190002,72.629997,66.137726,103.129997,86.349998,79.989998,33.919998,83.394997,175.28999299999995,84.480003,134.589996,68.970001,205.903336,112.080002,124.110001,74.720001,171.800003,79.139999,62.630001,54.279999,357.130005,41.84,42.900002,33.369999,50.25,95.849998,377.130005,108.510002,144.179993,133.53999299999998,132.050003,71.248184,81.410004,130.660004,59.959999,114.900002,47.32
118,40.860001,62.0,77.959999,38.220001,113.190002,208.979996,141.320007,153.490005,136.78999299999998,45.200001,215.179993,163.0,263.470001,71.0,21.719999,78.550003,100.720001,54.23,137.0,60.580002,152.380005,75.16999799999998,72.83548,75.699997,72.510002,72.005989,104.120003,85.66999799999998,80.290001,33.619999,83.620003,173.0,85.629997,138.580002,69.769997,204.630005,112.580002,123.779999,74.720001,171.509995,79.379997,59.02,53.82,362.589996,40.310001,42.869999,33.380001,51.880001,96.239998,376.359985,109.82,145.0,133.429993,132.089996,70.888649,83.230003,130.889999,61.5,115.910004,47.310001
119,41.509998,62.360001,76.43,38.110001,112.809998,208.229996,141.589996,153.699997,136.96000700000002,45.040001,216.220001,165.169998,264.720001,71.339996,22.0,77.050003,100.610001,53.830002,130.699997,59.91,153.28999299999995,75.699997,73.54055799999998,75.620003,72.959999,71.197601,105.760002,84.989998,81.0,33.68,84.79499799999998,171.389999,86.230003,140.28999299999998,70.400002,205.710007,112.980003,123.940002,74.779999,169.520004,79.83000200000002,57.290001,53.57,356.700012,40.52,42.849998,33.540001000000004,54.369999,92.760002,370.200012,111.129997,147.28999299999995,133.5,131.75,71.432327,85.540001,132.78999299999998,61.560001,115.830002,47.380001
120,41.5,63.509998,77.779999,38.299999,114.239998,223.5,144.75,155.949997,138.78999299999998,45.049999,218.27999900000003,165.850006,271.640015,71.75,22.200001,78.66999799999998,102.800003,55.610001,131.589996,60.889999,155.119995,76.650002,73.912056,76.190002,74.129997,70.718559,106.709999,86.410004,81.059998,34.150002,85.559998,171.589996,87.66999799999998,142.410004,73.510002,208.71666,114.0,125.449997,76.290001,173.470001,80.779999,60.369999,54.470001,361.679993,40.880001,43.779999,33.830002,54.060001,94.220001,377.959991,111.379997,148.360001,135.369995,132.919998,72.186462,88.58000200000002,134.169998,60.779999,116.519997,46.290001
121,42.189999,63.77,76.480003,38.200001,114.720001,224.729996,145.720001,157.729996,140.029999,45.299999,220.960007,167.779999,272.220001,71.32,22.15,78.599998,103.209999,55.18,133.089996,59.349998,156.130005,76.260002,74.518578,76.589996,74.730003,71.25748399999998,106.559998,86.389999,80.900002,34.43,85.70500200000002,173.970001,87.82,142.850006,73.620003,209.16333,114.57,126.889999,75.970001,169.529999,81.25,59.630001,54.700001,363.959991,40.709999,44.049999,33.459999,54.740002,93.0,385.059998,111.809998,149.0,135.169998,133.740005,71.870728,88.959999,135.149994,61.150002,117.25,46.5
122,42.59,62.860001,75.91999799999998,38.139999,112.449997,223.990005,139.580002,154.679993,139.839996,46.560001,219.850006,167.639999,268.25,71.040001,22.209999,77.309998,100.889999,54.700001,130.529999,57.490002,155.759995,76.300003,74.329041,76.5,73.559998,71.49700899999998,105.080002,84.099998,80.599998,34.209999,85.985001,170.100006,87.519997,139.869995,70.800003,209.82666,114.5,126.949997,76.720001,169.270004,81.16999799999998,58.139999,54.59,365.25,39.650002,43.900002,33.220001,54.52,93.5,373.049988,111.519997,148.28999299999995,136.479996,131.0,72.05487099999998,84.239998,134.970001,62.23,117.230003,45.849998
123,42.549999,62.150002,74.709999,37.860001,108.540001,221.039993,138.649994,151.220001,136.179993,45.560001,219.600006,167.100006,261.410004,71.269997,22.0,77.040001,99.919998,54.27,128.369995,56.279999,155.690002,75.769997,74.29113000000002,75.58000200000002,72.43,69.071854,105.519997,82.660004,77.860001,33.82,86.0,165.880005,87.029999,136.630005,70.269997,211.339996,113.900002,125.589996,75.82,166.919998,81.0,57.27,54.099998,367.309998,38.380001,44.43,33.330002,54.299999,86.620003,364.559998,111.910004,148.369995,133.110001,129.100006,71.88832099999998,81.790001,134.669998,61.810001,117.089996,46.349998
124,42.610001,61.91,73.760002,37.599998,107.809998,224.100006,139.190002,152.350006,135.410004,45.389999,218.539993,166.28999299999995,263.02999900000003,71.41999799999998,22.370001,76.339996,99.989998,53.75,128.309998,56.639999,158.360001,76.0,74.07885,75.400002,72.010002,69.790421,103.339996,82.699997,78.019997,33.799999,85.815002,164.910004,87.059998,136.490005,73.08000200000002,209.699997,113.389999,126.839996,75.980003,169.009995,80.660004,58.400002,53.77,368.209991,39.470001,44.610001,32.93,54.560001,88.559998,380.0,110.860001,147.899994,133.800003,128.75,71.940933,81.639999,135.020004,61.07,117.480003,46.139999
125,44.959999,62.439999,74.400002,38.220001,110.400002,225.0,143.809998,152.449997,137.850006,45.349998,221.270004,167.740005,265.149994,72.230003,22.67,77.389999,101.029999,54.27,129.679993,57.009998,160.029999,76.800003,74.821838,76.93,72.739998,69.520958,103.669998,83.5,77.870003,33.889999,87.050003,171.429993,88.019997,140.529999,76.07,211.42334,114.540001,127.389999,78.209999,172.130005,81.5,59.439999,54.41,370.399994,40.400002,45.32,33.27,54.919998,87.489998,392.98999,112.050003,150.190002,135.020004,130.570007,73.58073399999998,81.459999,136.179993,62.189999,119.059998,46.709999
126,44.450001,59.869999,74.199997,37.75,110.040001,227.190002,139.699997,149.910004,136.179993,44.59,217.990005,165.369995,262.649994,70.910004,22.27,77.08000200000002,100.360001,53.099998,130.320007,56.380001,158.0,76.110001,74.457924,76.83000200000002,72.269997,68.35329399999999,100.769997,82.739998,77.269997,33.389999,85.195,170.529999,87.230003,138.46000700000002,75.18,207.273331,113.610001,126.18,76.400002,172.25,80.639999,61.75,54.389999,363.880005,41.18,44.869999,33.009998,54.439999,90.669998,386.040009,109.849998,148.429993,134.350006,129.110001,72.949371,80.269997,134.470001,60.459999,118.25,46.349998
127,44.07,60.060001,74.459999,37.560001,109.910004,228.5,140.899994,149.449997,135.380005,44.369999,217.160004,164.580002,262.799988,70.629997,22.15,77.190002,100.300003,53.25,128.600006,56.619999,157.490005,76.58000200000002,74.116753,76.720001,71.900002,67.305389,99.800003,82.309998,76.07,33.279999,85.04499799999998,168.889999,87.75,139.190002,76.989998,207.126663,112.989998,125.629997,75.120003,179.53999299999995,80.43,59.93,54.16,367.519989,41.830002,44.889999,33.16,53.799999,94.040001,387.119995,109.230003,149.509995,132.53999299999998,129.690002,72.80029300000002,80.889999,134.399994,60.619999,118.230003,46.790001
128,44.860001,59.630001,75.139999,37.549999,110.379997,228.130005,139.28999299999998,148.919998,134.619995,43.349998,220.139999,164.919998,259.309998,70.550003,22.290001,77.82,100.120003,53.639999,129.720001,56.849998,159.449997,76.389999,74.63229399999999,77.610001,72.269997,68.47305300000001,99.120003,82.16999799999998,77.239998,33.32,85.514999,168.949997,88.290001,138.770004,76.339996,208.293335,112.199997,126.599998,74.790001,181.789993,80.440002,59.43,54.830002,365.369995,41.169998,45.23,33.48,54.380001,92.339996,383.369995,110.169998,149.350006,134.229996,130.630005,73.107208,81.029999,135.729996,60.66,118.779999,46.700001
129,44.889999,59.75,75.0,37.720001,110.419998,229.5,142.419998,150.03999299999995,134.699997,42.950001,220.179993,165.03999299999995,263.769989,70.93,22.15,77.269997,101.309998,54.48,128.470001,57.299999,160.850006,76.519997,74.541321,77.239998,72.68,69.550896,99.629997,83.019997,76.790001,33.48,85.510002,170.0,89.269997,140.619995,77.970001,210.52999900000003,112.769997,126.360001,75.0,179.880005,80.57,61.209999,55.0,365.23999,41.560001,45.689999,33.830002,54.040001,94.559998,386.459991,110.169998,148.850006,133.759995,130.130005,73.42289699999998,84.279999,135.259995,60.98,119.379997,47.0
130,44.759998,59.73,74.370003,37.490002,110.540001,227.660004,143.929993,150.71000700000005,133.03999299999998,42.82,220.789993,165.0,266.329987,70.940002,22.48,77.07,101.620003,54.369999,126.889999,57.57,161.839996,76.58000200000002,75.049278,77.010002,73.029999,70.50898000000002,100.449997,83.779999,76.199997,33.209999,85.135002,170.21000700000005,88.709999,140.639999,81.099998,211.039993,112.519997,127.110001,74.550003,179.0,80.839996,59.580002,55.23,366.709991,41.549999,45.080002,33.689999,54.200001,94.160004,397.230011,110.599998,149.240005,132.399994,130.759995,73.04576899999998,83.699997,135.610001,60.540001,119.75,46.810001
131,45.119999,61.080002,74.589996,38.060001,112.309998,230.130005,146.729996,153.53999299999995,129.199997,43.93,222.229996,166.5,273.730011,71.300003,22.540001,77.779999,104.239998,55.060001,126.129997,59.25,163.929993,77.68,75.731613,77.41999799999998,74.41999799999998,72.994011,101.790001,86.800003,77.610001,33.57,86.43,170.630005,90.800003,143.990005,81.309998,212.843338,113.18,128.380005,75.489998,182.940002,81.08000200000002,60.91,55.810001,371.0,42.470001,46.09,34.119999,55.299999,96.589996,399.950012,111.849998,150.839996,135.25,133.21000700000002,73.20366700000002,88.989998,137.679993,61.939999,121.199997,47.389999
132,45.580002,61.0,74.040001,38.650002,113.330002,226.649994,148.970001,154.919998,131.46000700000002,43.630001,220.0,166.850006,279.52999900000003,70.540001,22.370001,76.650002,104.800003,55.169998,129.649994,61.369999,164.71000700000005,77.33000200000002,75.587563,77.050003,74.480003,73.143715,100.0,86.440002,77.75,33.59,85.675003,174.669998,89.989998,143.179993,82.629997,213.456665,113.110001,127.580002,74.599998,182.429993,81.010002,60.790001,56.470001,368.160004,42.66,45.599998,34.259998,55.549999,96.790001,393.48999,111.779999,150.929993,135.559998,133.5,72.335541,89.050003,137.309998,61.669998,121.790001,46.889999
133,45.549999,61.990002,73.779999,39.040001,113.290001,232.990005,148.199997,156.199997,130.100006,43.470001,220.0,167.070007,282.0,70.940002,22.6,77.550003,106.290001,55.150002,128.910004,60.990002,162.0,77.360001,75.276726,77.150002,74.91999799999998,71.976051,99.940002,85.82,77.290001,33.849998,86.724998,174.080002,89.629997,143.470001,81.690002,213.330002,113.040001,127.510002,75.519997,179.509995,81.0,61.959999,56.5,371.850006,43.060001,47.740002,34.380001,54.98,96.779999,398.48999,111.589996,151.520004,134.21000700000002,132.979996,71.861954,89.279999,136.71000700000002,63.040001,122.339996,47.540001
134,45.790001,62.709999,74.199997,39.330002,113.730003,241.990005,151.070007,157.419998,131.25,43.310001,219.25999500000003,167.0,285.0,71.360001,22.559999,78.160004,107.25,55.5,129.0,61.849998,163.339996,77.360001,74.70053100000001,76.970001,74.739998,73.443115,100.32,86.400002,77.5,34.540001000000004,86.995003,174.5,89.959999,144.050003,84.989998,213.043335,113.260002,128.139999,75.010002,181.399994,81.389999,63.07,56.490002,373.799988,43.209999,48.860001,34.669998,55.119999,98.0,398.359985,111.349998,152.0,135.03999299999998,134.600006,71.949699,90.620003,137.720001,62.689999,122.910004,47.419998
135,45.75,62.93,74.760002,39.369999,113.230003,235.979996,150.869995,157.610001,132.160004,43.029999,219.039993,166.449997,287.970001,71.709999,22.65,78.58000200000002,104.480003,55.580002,128.110001,62.349998,162.910004,76.800003,74.45034,77.110001,75.519997,73.772453,98.5,87.230003,77.650002,34.27,86.68,172.270004,87.559998,144.419998,83.91999799999998,210.75,112.690002,127.419998,74.900002,181.720001,80.110001,63.330002,56.200001,373.100006,43.240002,48.740002,34.700001,54.52,95.400002,398.75,111.290001,151.28999299999995,134.619995,133.580002,72.572304,92.900002,137.080002,62.16,122.110001,47.490002
136,45.91,62.869999,75.809998,39.5,115.25,243.5,152.690002,158.229996,132.740005,43.310001,219.52999900000003,166.899994,286.880005,71.91999799999998,22.65,78.699997,106.019997,55.459999,127.760002,63.130001,166.0,77.010002,74.35936,77.529999,75.68,74.281441,100.0,86.690002,78.18,34.73,86.675003,177.809998,87.41999799999998,146.050003,85.16999799999998,210.320007,112.870003,128.220001,75.220001,184.929993,80.510002,65.300003,56.439999,376.829987,44.75,48.919998,34.689999,54.810001,96.639999,405.350006,111.800003,152.580002,135.559998,134.259995,72.361847,93.639999,138.130005,62.209999,122.150002,47.889999
137,45.73,64.760002,76.699997,39.52,118.870003,245.919998,156.0,159.860001,132.410004,43.150002,220.020004,168.770004,289.51001,72.760002,22.98,79.720001,108.099998,55.259998,128.970001,64.75,171.050003,78.199997,74.435181,77.730003,76.16999799999998,75.56886300000002,102.080002,86.849998,79.0,34.709999,87.989998,186.899994,89.040001,146.21000700000005,87.440002,213.136673,114.470001,129.770004,75.5,187.100006,82.989998,65.559998,56.84,376.170013,44.950001,49.110001,34.869999,54.799999,97.800003,405.829987,112.370003,152.71000700000005,137.149994,135.610001,73.107155,95.620003,139.149994,62.849998,122.720001,48.09
138,45.720001,62.130001,76.300003,39.25,120.099998,247.0,154.020004,159.580002,131.820007,43.5,220.350006,168.929993,290.0,73.41999799999998,22.799999,79.720001,107.599998,55.209999,129.75,65.010002,165.399994,77.269997,74.526154,77.010002,75.769997,74.461075,101.300003,86.16999799999998,78.110001,34.450001,87.900002,186.75,88.059998,145.669998,84.849998,212.176666,114.970001,128.509995,75.110001,186.639999,82.699997,64.5,56.66,375.700012,45.119999,49.169998,34.700001,54.630001,98.089996,401.75,113.419998,152.800003,135.660004,136.919998,73.001984,94.489998,138.259995,62.639999,121.809998,47.93
139,45.810001,62.59,76.389999,39.119999,122.150002,244.880005,139.970001,159.130005,132.279999,43.939999,221.910004,169.490005,264.450012,74.239998,22.74,80.099998,106.769997,55.23,129.160004,66.32,163.070007,77.75,75.193329,77.029999,76.120003,75.50898000000002,101.459999,87.540001,78.589996,34.400002,88.190002,189.5,88.379997,147.130005,85.5,211.669998,116.010002,129.899994,74.620003,186.960007,83.33000200000002,63.0,57.200001,378.380005,46.279999,49.099998,34.84,54.790001,98.790001,400.899994,113.529999,153.199997,136.910004,138.160004,73.142288,95.220001,138.490005,62.84,121.050003,48.080002
140,45.75,62.209999,76.309998,38.900002,121.540001,249.660004,138.139999,158.479996,132.25,43.860001,222.429993,168.520004,255.02999900000003,73.959999,22.65,79.849998,107.419998,57.009998,128.820007,66.629997,164.53999299999995,78.010002,75.25398299999998,77.08000200000002,76.050003,76.58683,101.0,87.519997,79.269997,34.240002000000004,88.074997,187.630005,88.629997,144.949997,82.910004,212.403336,115.519997,129.649994,74.660004,185.179993,83.720001,64.639999,56.970001,377.51001,46.669998,49.119999,34.77,54.23,99.620003,394.470001,112.5,152.96000700000005,137.820007,137.270004,74.019188,95.029999,138.029999,62.580002,119.43,48.369999
141,45.98,61.5,76.220001,38.869999,122.25,249.679993,138.259995,157.759995,133.929993,44.529999,225.339996,170.25,253.139999,73.370003,22.76,79.559998,106.07,56.93,130.479996,68.0,164.419998,78.790001,75.784683,76.809998,76.860001,83.802399,102.400002,86.91999799999998,80.82,34.310001,89.495003,187.029999,88.519997,144.389999,83.589996,213.07666,115.779999,131.360001,74.769997,187.410004,84.5,62.849998,57.509998,383.220001,46.290001,49.849998,35.049999,54.810001,100.68,386.410004,114.379997,153.600006,138.550003,140.490005,74.96624,94.0,139.449997,64.040001,119.300003,48.360001
142,45.73,59.990002,75.870003,38.669998,120.459999,247.399994,136.699997,155.259995,133.139999,44.41,225.619995,169.369995,248.149994,72.5,23.219999,79.0,104.900002,56.240002,128.559998,67.629997,164.949997,78.300003,75.564819,76.730003,76.110001,82.335327,101.440002,84.980003,80.25,34.91,89.449997,188.0,89.760002,142.139999,80.639999,213.906662,116.739998,130.270004,74.089996,185.289993,85.5,61.889999,56.82,381.279999,44.389999,50.049999,35.110001000000004,53.919998,99.699997,379.040009,114.849998,153.03999299999995,136.830002,140.25,74.597939,92.480003,138.740005,64.120003,118.959999,47.34
143,45.32,60.459999,76.440002,38.32,120.379997,240.050003,135.720001,155.059998,130.770004,44.119999,225.639999,169.320007,245.75999500000003,72.66999799999998,22.959999,78.529999,102.839996,55.720001,127.32,67.379997,163.050003,77.199997,75.109932,75.639999,75.82,82.185631,101.220001,84.029999,79.199997,34.07,89.160004,186.240005,88.599998,140.440002,80.08000200000002,212.41333,117.129997,129.479996,74.08000200000002,185.669998,85.41999799999998,59.25,56.18,374.160004,44.150002,49.59,35.02,53.439999,97.989998,371.709991,114.559998,151.5,134.600006,139.0,74.39625500000002,91.239998,137.690002,64.220001,118.470001,47.169998
144,44.700001,59.459999,76.08000200000002,37.869999,119.099998,241.649994,133.190002,152.740005,130.610001,44.310001,224.449997,167.630005,243.350006,72.220001,22.870001,78.010002,100.800003,55.619999,126.300003,66.980003,163.880005,76.41999799999998,74.245644,75.33000200000002,75.540001,82.335327,100.639999,83.5,77.610001,33.360001000000004,88.470001,184.880005,89.029999,139.589996,80.150002,213.830002,116.449997,127.080002,73.540001,183.0,85.449997,59.330002,55.77,373.660004,44.669998,48.720001,34.599998,52.939999,99.300003,366.390015,114.129997,149.740005,131.729996,137.880005,73.238747,90.080002,135.0,64.410004,115.040001,46.029999
145,45.110001,60.290001,75.949997,37.75,120.0,244.100006,131.669998,153.130005,131.119995,44.599998,227.470001,169.300003,242.380005,73.25,23.02,78.019997,101.43,55.740002,127.529999,67.139999,163.21000700000005,77.5,75.003792,75.760002,75.459999,82.934135,101.139999,84.050003,78.269997,33.130001,88.360001,186.220001,89.91999799999998,137.759995,80.300003,215.53334,117.639999,128.080002,74.730003,182.529999,85.870003,59.779999,56.41,375.390015,44.970001,48.740002,35.009998,53.450001,102.860001,368.709991,115.419998,148.389999,133.639999,137.740005,73.414124,91.349998,136.240005,64.300003,117.0,47.189999
